 	ogni	giorno	bisogna	che	compriamo	il	pane	</S>
k	0.9726356	0.025168482	0.001952207	0.00013608749	0.000100405494	5.394888e-06	1.2360397e-06	4.5669358e-07
u	0.9058565	0.09278969	0.0012446479	9.79937e-05	1.0221183e-05	8.07563e-07	5.0169106e-08	1.302087e-07
à	0.6821283	0.31396145	0.003799024	8.078748e-05	2.9087128e-05	1.0226909e-06	1.9194509e-07	1.1184415e-07
i	0.005455139	0.98809963	0.006113843	0.00023662801	8.9911126e-05	8.351883e-07	1.2682524e-06	2.7594708e-06
m	0.00035678287	0.9774789	0.021464245	0.0005544099	0.00013964759	1.479352e-06	1.1469602e-06	3.2571193e-06
è	0.0052615213	0.3002368	0.55041105	0.1352641	0.0074363123	0.0009692432	8.9264555e-05	0.00033169205
r	0.00676993	0.90609473	0.08113366	0.0053212284	0.0005725804	0.00010238826	2.2542554e-06	3.1782517e-06
i	0.0056051053	0.3383304	0.56236446	0.09056924	0.0025278975	0.00036029387	5.230103e-05	0.00019033834
n	0.0031890264	0.12561521	0.68687946	0.16803034	0.015374963	0.00073181797	6.9388596e-05	0.00010987979
g	2.5495921e-05	0.0080641275	0.8437202	0.13954489	0.0071617756	0.0009234389	9.222328e-05	0.00046786008
h	4.271856e-05	0.000984461	0.23753075	0.4035089	0.3043145	0.039248697	0.0071705366	0.007199425
ì	7.6010096e-05	0.003099181	0.21782371	0.48123574	0.2619669	0.022940328	0.0053293905	0.007528701
z	0.0051684775	0.002437675	0.06713696	0.6874221	0.20465787	0.030977923	0.0010184322	0.0011805663
i	1.766447e-05	0.00033124548	0.34285364	0.4908965	0.14136058	0.007530145	0.004855863	0.012154411
n	0.009427281	0.0012139949	0.0072508273	0.6096121	0.3398132	0.028905833	0.0016690012	0.0021077136
a	2.3291702e-06	5.9765152e-06	0.2208484	0.6966659	0.06532768	0.009680765	0.0012253369	0.0062436275
v	0.006483447	0.00011392164	0.00040340205	0.19833606	0.70967054	0.075582944	0.0045020888	0.0049075675
o	2.8846955e-05	9.67073e-05	0.019775625	0.6749198	0.20471013	0.054309662	0.011352981	0.03480628
r	0.034330677	0.0002360969	0.00026450175	0.08006182	0.6614746	0.20252734	0.010863083	0.010241933
à	1.557728e-05	3.9288912e-05	0.0033025413	0.56582624	0.24142723	0.070216864	0.016674308	0.10249791
s	0.03902644	0.0026827916	0.0008128109	0.024292253	0.2764597	0.5984231	0.035141036	0.023161775
o	2.978775e-06	3.0052774e-06	0.0013423467	0.2575663	0.53516376	0.06094809	0.039442044	0.10553145
m	0.004017209	0.00014582949	0.00014150489	0.0010038723	0.060859315	0.6652777	0.18736874	0.08118581
e	6.680883e-05	4.0910523e-05	0.0038805369	0.022139171	0.038540725	0.27052328	0.15207173	0.51273674
o	0.008345523	0.00012691454	6.668158e-05	0.00010550322	0.003265051	0.16950643	0.64616823	0.17241567
t	0.011909072	0.0006795788	0.00013675385	0.00025326767	0.014631599	0.1939808	0.5376052	0.24080366
s	3.5286917e-05	4.1361955e-06	3.8196125e-05	9.370085e-05	0.0037818907	0.08232668	0.4494839	0.46423614
o	2.059335e-06	1.588056e-06	3.3931974e-06	1.40097945e-05	0.00063862395	0.01941564	0.6202446	0.3596801
m	0.0003669654	0.00015659325	0.00013918051	0.0005312669	0.013242517	0.03621209	0.6876663	0.2616851
ì	0.00024956965	1.556853e-05	8.8448534e-05	8.3745064e-05	0.0013588428	0.007868599	0.3198089	0.67052627
</S>	0.029156009	0.010552218	0.002915438	0.0065923724	0.09493944	0.12986241	0.48412627	0.2418558
