 	forse	stanno	ancora	svegli	</S>
f	0.9988147	0.0010115284	0.00014252041	3.0462355e-05	8.272514e-07
ò	0.9951649	0.0047918432	3.379174e-05	8.850719e-06	6.052505e-07
r	0.17589125	0.82248414	0.0013770162	8.029586e-05	0.00016727275
s	0.1066789	0.7447984	0.040846415	0.007982817	0.09969346
i	0.57654184	0.40888944	0.012854062	0.0014577407	0.0002568173
s	0.005615961	0.99390334	0.00038968647	7.403078e-05	1.6989821e-05
t	0.04216881	0.94271964	0.0128737185	0.0021192823	0.00011853628
è	0.071786955	0.8006913	0.10796661	0.018307671	0.0012474481
o	0.004486406	0.92806286	0.051833875	0.014243921	0.0013730078
n	0.02092551	0.6609009	0.2739153	0.039115146	0.0051431777
e	0.0006812622	0.13257708	0.77496564	0.08101314	0.010762852
a	0.0073782275	0.008260599	0.7568029	0.20925897	0.018299289
n	0.041187335	0.0714866	0.44192597	0.33489218	0.11050794
k	0.00032105736	0.0011160016	0.8263747	0.13614555	0.036042724
ò	2.318603e-06	5.879956e-05	0.09406989	0.16023695	0.74563205
r	3.0118319e-05	0.000112774454	0.3138061	0.3545849	0.33146608
a	0.0010327743	0.00055203936	0.5652705	0.41521582	0.017928882
a	0.0015616617	0.0001392741	0.005706408	0.9124817	0.08011088
t	0.010533706	0.00058798306	0.0074975924	0.37364697	0.6077338
s	0.0002438012	2.1004624e-05	0.08489923	0.54459727	0.37023872
ù	3.824074e-05	2.1814606e-06	0.019295584	0.12644298	0.85422105
n	0.03160472	0.00059065036	0.0058035664	0.34587556	0.6161255
n	5.48686e-05	0.00016937118	0.022167768	0.59163934	0.38596863
i	0.00021682611	5.193987e-06	0.01695995	0.28692967	0.69588834
t	0.011641115	0.00061178644	0.0032503402	0.01816279	0.966334
i	0.0032866576	0.00010849202	0.08274157	0.12279528	0.791068
</S>	0.2974722	0.011742016	0.0064438577	0.020521784	0.6638202
