 	il	morto	vuole	pianto	</S>
o	0.99418217	0.005581685	0.0001766678	4.7028345e-05	1.2343043e-05
p	0.99141675	0.007956591	0.0005301671	2.8175291e-05	6.829553e-05
e	0.6237798	0.3736386	0.0023396828	0.00015524773	8.667264e-05
s	0.4345343	0.530919	0.033705723	0.0006609224	0.00018000248
a	0.4062694	0.5858869	0.0065806536	0.0007423059	0.00052078086
m	0.07165882	0.89762986	0.026965272	0.002780119	0.0009659688
m	0.017800467	0.96119046	0.017007839	0.0026274829	0.0013737247
è	0.00758229	0.14932708	0.57327545	0.022507636	0.24730757
n	0.0043839104	0.29314935	0.6062306	0.072514206	0.023721954
o	0.007954215	0.97537	0.010331382	0.0050161965	0.0013283221
t	0.0048340014	0.09191823	0.5715893	0.24564694	0.08601155
è	0.0002001346	0.016938148	0.7172673	0.20640874	0.05918573
l	0.0021601946	0.001111127	0.8736941	0.059133083	0.0639015
i	6.4039705e-05	0.01063755	0.6708271	0.22265282	0.09581852
g	0.0052111116	0.0010430674	0.24162889	0.37341753	0.37869945
l	5.2326017e-05	0.0012630129	0.23315613	0.6334384	0.1320901
a	3.772855e-05	0.00022258052	0.011549408	0.72422767	0.2639626
m	0.002789881	0.0004222024	0.0040153945	0.920563	0.07220956
m	3.415602e-05	0.00015432757	0.027716672	0.5481685	0.42392638
è	1.2586312e-05	2.2418394e-06	0.00073183305	0.019668994	0.97958434
n	0.20576169	0.043046083	0.007222373	0.5021228	0.24184702
o	4.119084e-05	5.2101495e-05	0.0011568404	0.92321604	0.075533845
</S>	0.004562098	0.00071984885	0.015955389	0.041908365	0.93685424
