 	puoi	non	parlare	di	questo	con	Anna	</S>
i	0.74362886	0.21194695	0.040958293	0.0032518385	0.00019861138	8.928035e-06	5.5381424e-06	1.051289e-06
s	0.9787467	0.01985529	0.0013924326	4.0713953e-06	1.3520105e-06	5.0305527e-08	4.368459e-09	2.6120622e-08
ò	0.73852545	0.22149901	0.038633794	0.0011661979	0.00016331766	8.009445e-06	3.0824788e-06	1.1621261e-06
z	0.90638286	0.08869056	0.0049176314	7.5416406e-06	1.3502436e-06	2.7008745e-08	7.876592e-09	3.4597793e-08
i	0.46726388	0.45288897	0.06124231	0.013148001	0.004971899	0.0002492586	0.00018731719	4.8378708e-05
m	0.16284783	0.5309068	0.30205593	0.004015027	0.00015309542	1.8848981e-05	9.201379e-07	1.5186795e-06
i	0.014586843	0.04281034	0.89608055	0.044032827	0.002215846	0.00019704833	4.7224894e-05	2.9326575e-05
m	0.0019835518	0.095056444	0.88730586	0.015301442	0.00031391278	3.617629e-05	4.6312866e-07	2.230718e-06
i	0.0014429486	0.01021725	0.76909757	0.20337838	0.014229893	0.001118874	0.00027670813	0.00023837018
l	0.0025204122	0.035712395	0.94027245	0.020676518	0.0006772708	0.00013169303	1.9009444e-06	7.34517e-06
ì	0.00033346142	0.006887182	0.46977392	0.439686	0.07521825	0.00456366	0.0025458382	0.0009917424
s	0.0045356113	0.045423314	0.7954463	0.12409075	0.02783606	0.0022860041	0.00019069355	0.00019128589
i	0.00057683815	0.0035614527	0.7578722	0.1573429	0.071835786	0.0023272685	0.0039759153	0.00250754
a	0.008561211	0.014302738	0.01841364	0.7795105	0.16039921	0.015241419	0.0014397124	0.0021315285
t	0.0105221495	0.0025760513	0.00062151207	0.3650846	0.52135056	0.09050738	0.0033248125	0.00601297
s	3.2094406e-06	1.2827543e-05	0.0007507679	0.4686504	0.41080374	0.06722881	0.042106032	0.010444202
è	8.3764024e-07	3.2686753e-06	0.000117182484	0.17766576	0.61239326	0.11011652	0.040520113	0.059183102
t	0.00079569395	0.0003612921	0.00034239085	0.038492292	0.68388635	0.25366473	0.0054528536	0.017004415
ù	2.5270301e-06	2.5783759e-06	0.00032952815	0.14333722	0.64512974	0.107474975	0.064239316	0.039484102
o	0.0009701351	0.00057053386	0.00012665689	0.006664205	0.40701628	0.46233326	0.027844848	0.0944741
m	0.00025099743	4.930258e-05	5.2994426e-05	0.0024967112	0.25675067	0.6466633	0.01966488	0.074071154
e	0.00041119187	3.9001075e-05	6.5428976e-05	0.0038563285	0.14142402	0.28413343	0.28501654	0.28505406
t	0.0067904247	0.0014750789	0.00026547178	0.00048020415	0.004725693	0.20548327	0.106856555	0.6739233
i	6.7744318e-06	2.214025e-06	5.543766e-06	0.0006135506	0.08750212	0.24257536	0.40517253	0.26412192
n	0.0024493893	0.0012741218	0.0012189542	0.0015560301	0.003375573	0.08701718	0.41123787	0.491871
A	5.448858e-06	1.3539861e-06	1.7909301e-06	3.4481945e-05	0.0007998922	0.030373024	0.71796817	0.25081584
n	0.00890084	0.0055044703	0.0030651838	0.0008296981	0.0011808098	0.009757497	0.66762894	0.3031326
n	4.127947e-06	4.0889208e-07	3.7322707e-06	7.446404e-05	0.0010840825	0.09675458	0.6479749	0.2541037
a	4.0865817e-07	9.4679393e-07	1.8098516e-06	5.315352e-06	2.3119333e-05	0.0024263517	0.80622256	0.1913194
</S>	0.0015324645	0.0008963833	0.0022797796	0.008835275	0.017657183	0.11586983	0.0727837	0.7801454
