 	sta	seduta	nel	giardino	</S>
s	0.98411673	0.015093581	0.000587614	0.00017541718	2.6619071e-05
t	0.92572737	0.07207973	0.00215455	1.6535554e-05	2.168487e-05
è	0.9408082	0.058250744	0.0009302239	5.119406e-06	5.7269267e-06
i	0.091109514	0.9074137	0.0013083796	5.110139e-05	0.00011736625
k	0.0014733952	0.99160075	0.0062461444	0.00027710584	0.00040278616
a	0.13479957	0.74017304	0.11420615	0.004697811	0.0061234264
s	0.0012069615	0.97874486	0.019682514	0.0002456836	0.0001198368
i	0.010306619	0.8160224	0.16059746	0.0018540638	0.011219355
m	0.0069315056	0.37856165	0.5918934	0.014580758	0.008032652
m	0.021137308	0.11749273	0.77302873	0.02222075	0.06612049
è	0.00093189214	0.0067388657	0.07370096	0.11955398	0.79907423
n	0.011933817	0.0023904867	0.9342556	0.031051584	0.020368489
i	0.0008536475	0.05900853	0.9228106	0.0068572	0.010470001
s	0.00094315235	0.0034173136	0.8620651	0.08869579	0.044878677
t	6.767066e-05	0.0003049081	0.59539574	0.13919213	0.26503956
o	8.308867e-06	8.463279e-06	0.035791315	0.31111237	0.6530795
n	0.0022461286	0.0004110754	0.023796145	0.61044586	0.36310074
g	3.639668e-05	2.121692e-05	0.023195574	0.42571273	0.5510341
h	2.8925743e-07	4.4859744e-06	0.0011278847	0.37370524	0.62516207
i	8.000585e-08	2.9064458e-06	0.0010291999	0.4433951	0.5555727
a	0.014955989	0.00021939477	0.0034387654	0.8132749	0.16811086
r	0.008400284	0.00014638204	0.0004690492	0.86033714	0.13064706
d	0.0001052246	0.00010784821	0.0035025515	0.41583794	0.5804464
ì	1.5852349e-05	0.00030895832	0.0025928586	0.20284246	0.79423994
n	0.17377542	0.04188111	0.026165076	0.33279282	0.42538553
o	6.383043e-05	0.00030945797	0.0041164453	0.7486627	0.24684747
</S>	0.58522505	0.016620185	0.004621055	0.17352821	0.22000548
