 	cosa	fa	Anna	il	sabato	mattina	</S>
t	0.96117425	0.03597554	0.0026131633	0.00015366756	4.421078e-05	3.7708025e-05	1.5151575e-06
i	0.8533338	0.1420786	0.004547169	3.468921e-05	4.231265e-06	8.2163035e-07	7.523012e-07
k	0.5601233	0.43731245	0.0023660904	0.00018386343	1.2944189e-05	5.861801e-07	7.6757965e-07
à	0.106337845	0.6877673	0.2027491	0.0026963423	0.00039381546	3.0216612e-05	2.533612e-05
n	0.033626407	0.931215	0.025474891	0.008505031	0.0011682486	4.7660103e-07	9.99332e-06
n	0.03810318	0.6801195	0.26283094	0.014452898	0.0029628605	0.00085806457	0.00067260145
i	0.00086546806	0.3790319	0.54291147	0.058746826	0.01604707	0.0012678645	0.001129425
e	0.0019297492	0.104949266	0.7330662	0.14674011	0.012746309	0.00013345016	0.00043496795
A	0.0012329827	0.007755118	0.89774793	0.08621474	0.0064295894	0.00039922036	0.00022052719
n	0.0019260494	0.004767902	0.6031713	0.29125807	0.0910854	0.003149635	0.0046415883
n	3.4110355e-05	0.01757366	0.70984036	0.127509	0.12861353	0.011916395	0.004512966
a	3.6785146e-05	0.00093287515	0.7644314	0.14775333	0.06457716	0.008222775	0.014045664
o	0.00939884	0.008235717	0.04770335	0.68895125	0.22308347	0.007866142	0.014761274
s	0.003222617	0.00066659297	0.0060653333	0.4153266	0.54875946	0.006378519	0.019580852
à	1.2887675e-05	3.8841437e-05	0.032326575	0.28967866	0.4625645	0.124345906	0.091032594
m	0.012203802	0.00020143362	0.00049832003	0.11936591	0.71090734	0.07585861	0.080964595
b	3.6802664e-06	0.00012268557	0.0056071766	0.22403279	0.42361495	0.3141543	0.03246437
a	0.0006846087	0.0010205	0.004392208	0.015536189	0.13596399	0.69367534	0.1487272
p	0.06496844	0.0038869954	0.0009854969	0.006918991	0.14743048	0.25881788	0.51699173
o	0.00011398651	0.00061017385	0.0083392495	0.0027341559	0.017252503	0.19628756	0.7746624
r	0.10696151	0.0013655779	8.456354e-05	0.00020735136	0.0018602258	0.44245106	0.44706967
n	3.3353117e-05	8.911179e-05	0.0019133386	0.00074187666	0.010660211	0.19907552	0.7874866
ò	1.3969616e-05	6.353687e-06	4.1852432e-05	6.141082e-05	0.00088762835	0.09099553	0.9079932
</S>	0.0684204	0.0024547358	0.00027965056	0.0013630855	0.0039508515	0.26573658	0.65779465
