 	mio	fratello	non	mi	ha	mai	scritto	una	lettera	</S>
a	0.9582134	0.034920413	0.0040579573	0.0021318612	0.00061707717	3.5797242e-05	2.1372392e-05	1.4014345e-06	6.152276e-07	2.208477e-07
d	0.9996543	0.00019771438	0.00012490805	1.1109334e-05	1.0696751e-05	1.14951e-06	9.1965715e-09	4.8448964e-08	1.42039385e-08	9.293028e-08
r	0.34985128	0.5867176	0.033568766	0.026201537	0.0026245113	0.0005422321	0.0004781022	9.77237e-06	3.5368819e-06	2.6474083e-06
e	0.84553367	0.14843655	0.0044602747	0.0014446144	0.000103031976	1.0853227e-05	1.0691355e-05	1.8773378e-07	6.307863e-08	6.012327e-08
f	0.13934574	0.8093733	0.048664715	0.0022755906	0.00028344133	3.4664215e-05	1.9266034e-05	1.7984269e-06	9.677298e-07	4.892938e-07
f	0.009501396	0.8648138	0.049962636	0.06663588	0.0064527374	0.0012179079	0.001363684	2.4632853e-05	1.686325e-05	1.0408842e-05
ò	0.0008049657	0.07566454	0.33461612	0.5135414	0.0686848	0.005020208	0.0015175896	0.000104704486	2.0712685e-05	2.5027193e-05
m	0.00052863057	0.20665818	0.70861715	0.070921786	0.011299677	0.000929261	0.0009176162	9.773126e-05	1.5388465e-05	1.4628594e-05
m	0.00031519745	0.17346257	0.081712745	0.13548927	0.4717619	0.11431336	0.0054559885	0.0072663478	0.0037853704	0.006437167
u	0.0019985915	0.07403652	0.2002348	0.51318216	0.14081374	0.024048612	0.04446258	0.00069121004	0.00034135763	0.00019037756
e	0.0015224069	0.00224028	0.41236112	0.5553229	0.020209858	0.006850172	0.0012772377	0.00012804629	2.4854435e-05	6.3114436e-05
m	0.0073266863	0.02418178	0.51977754	0.32164797	0.09862238	0.026390603	0.0012189188	0.0006869443	4.2125066e-05	0.000105077874
o	0.011722426	0.0024367329	0.048754	0.75903606	0.12991399	0.023201685	0.023937043	0.00053128175	0.000121780526	0.0003449555
m	0.026144464	0.0026806174	0.7218704	0.14583705	0.08610609	0.015814256	0.0011869213	0.00019273187	8.136449e-05	8.6097505e-05
a	0.0059495578	0.0010104872	0.016503192	0.4293549	0.31825256	0.13152933	0.091404386	0.0030022005	0.00073300634	0.0022603823
i	0.13067028	0.0011926484	0.08814917	0.30364254	0.19807799	0.24641404	0.02534135	0.0035578173	0.0015259691	0.0014281785
g	0.039488442	0.001627306	0.00048322347	0.018980816	0.3630242	0.32996395	0.014007366	0.21707585	0.0026182397	0.012730691
r	6.017071e-05	4.1196916e-05	0.00071191834	0.014315936	0.06101562	0.3438732	0.49151704	0.03112037	0.031570673	0.02577392
a	2.9344818e-07	1.6824912e-07	0.00020587312	0.0073377416	0.034491103	0.252776	0.6448093	0.029240524	0.010115399	0.021023594
m	0.002900943	0.00010528581	0.0007445763	0.0015565555	0.012666776	0.57753634	0.29006806	0.08716235	0.009653013	0.01760613
m	6.652008e-06	1.2742065e-05	0.00017331779	0.0019205043	0.017818877	0.19244076	0.6734533	0.047181226	0.04462005	0.022372656
è	0.0002050467	7.865545e-06	0.0028030798	0.008016393	0.00868099	0.09713764	0.1056541	0.29328132	0.031972773	0.45224082
n	0.23895773	0.0021391185	0.016534219	0.009739656	0.0024843381	0.024298465	0.41969433	0.12738457	0.10823822	0.05052937
a	2.4921585e-05	4.2627676e-06	2.2406819e-05	0.0008683441	0.00090202957	0.08631797	0.7326134	0.06574847	0.08077795	0.03272014
a	0.002788253	0.0006368278	0.00047392858	0.00065345725	0.0058725905	0.027662182	0.10255659	0.528142	0.119104855	0.2121094
n	0.0016191306	0.00031373076	0.00027661727	0.0008073306	0.0024086998	0.0023600757	0.01053991	0.659521	0.112393856	0.20975961
g	1.4451108e-05	1.5301188e-05	3.6200852e-06	7.891539e-05	0.0001659175	0.0008289754	0.016393902	0.2817381	0.5107869	0.18997401
r	6.2491296e-07	6.389323e-07	1.1510543e-05	4.264923e-05	0.00018750402	0.00029215642	0.0015756306	0.097523585	0.397483	0.50288266
à	9.861601e-07	5.1172054e-07	1.5422906e-05	5.190741e-05	0.0003391218	0.0013483114	0.017435715	0.29135975	0.29095826	0.39849004
m	0.00090148085	0.00028392064	0.0012153168	0.002142619	0.014062371	0.006129362	0.026274174	0.17917746	0.3134381	0.45637515
m	1.5959813e-05	3.6296835e-06	5.8978094e-06	7.015832e-05	0.00013695547	0.0050098356	0.008316654	0.18079045	0.6441173	0.1615332
a	4.49475e-05	3.7388654e-05	0.00012335452	0.00028917642	0.000834748	0.0005344863	0.049144756	0.008806364	0.744171	0.19601385
</S>	0.021447457	0.013361759	0.023237566	0.038090978	0.41457552	0.023891164	0.086108446	0.058129907	0.086023904	0.23513332
