 	io	non	ho	scritto	mai	una	lettera	al	mio	fratello	</S>
e	0.63981456	0.34040496	0.015274459	0.0027439017	0.0015222761	0.0001661768	6.6591245e-05	6.2497975e-06	5.1954027e-07	2.06903e-07	7.8097436e-08
v	0.90029573	0.08848325	0.011195101	2.6800508e-06	1.76514e-05	5.53078e-06	2.2835275e-08	4.7133256e-08	2.3915513e-08	4.460085e-09	2.1078574e-08
ò	0.05801419	0.24324061	0.5609798	0.13602382	0.001149697	0.0003005569	0.0002524911	3.7030753e-05	7.7814826e-07	2.6125846e-07	7.191755e-07
e	0.059261955	0.75897634	0.17725556	0.0040399944	0.00041633128	4.362584e-05	2.5858412e-06	2.7535511e-06	6.9480456e-07	7.5155775e-08	7.1866125e-08
n	0.050445102	0.20809428	0.74098986	0.00024453865	0.00016750858	5.6759127e-05	8.49216e-07	8.4197194e-07	8.527442e-08	1.7477786e-08	5.5853018e-08
ì	0.06757125	0.14499988	0.75810105	0.017679442	0.008087355	0.0016388893	0.0016820657	0.0002249137	8.224467e-06	3.447136e-06	3.526534e-06
m	0.09322283	0.11973816	0.7760261	0.0066721584	0.0038350958	0.00047933141	1.3474049e-05	1.0179188e-05	1.2155277e-06	7.5961543e-07	6.3325797e-07
e	0.019412808	0.012271501	0.41138032	0.46132776	0.068112396	0.014552922	0.008874271	0.0033208295	0.00036371534	0.00018425236	0.00019913503
g	0.022667823	0.010544487	0.92642725	0.022604914	0.01308055	0.0037638173	0.00061381253	0.00024544774	1.5222004e-05	9.62671e-06	2.7084085e-05
r	0.0002758312	0.001408354	0.029314	0.90635127	0.0411311	0.008643751	0.011222891	0.0014543104	7.705333e-05	6.027785e-05	6.115414e-05
a	0.0024512112	0.0035746156	0.012167384	0.62160033	0.2089747	0.051544394	0.09137826	0.0074476665	0.00031592822	0.00013975872	0.0004057589
m	0.027794076	0.018586515	0.0077239648	0.056838132	0.57080185	0.28029132	0.025018904	0.012103869	0.00046647995	9.579884e-05	0.00027909726
m	0.0022943928	0.0043797963	0.018953003	0.42760953	0.3368756	0.066250086	0.13060485	0.011571681	0.0005656708	0.00036630026	0.000529032
è	0.00034591262	0.012256121	0.0006575408	0.0005067058	0.6898304	0.27399313	0.017857516	0.003881984	0.0003494685	4.2267446e-05	0.00027893056
n	0.07604403	0.094347656	0.0013875845	0.0402506	0.47659555	0.25698867	0.039342053	0.0138946045	0.0005715011	0.00022492466	0.00035277253
a	0.00027210228	6.156902e-05	0.004750762	0.54320645	0.2835463	0.0769622	0.07603184	0.012799662	0.00070858246	0.0004182898	0.0012422604
m	0.0039873146	0.00039043667	0.00014357343	5.7420093e-05	0.18727686	0.713462	0.05521215	0.036560062	0.0020939596	0.00016956918	0.00064658036
a	0.0010147699	0.00059665256	0.0005680207	0.00045354845	0.15289696	0.17641903	0.60586447	0.05677505	0.0018726342	0.000789359	0.0027495008
i	0.018247982	0.0024308932	8.1845086e-05	0.00018334467	0.021631362	0.6359627	0.18487108	0.12506963	0.0087282825	0.00065323606	0.002139643
a	0.013662016	0.0007123605	0.00012369409	0.00036701362	0.0039880327	0.60165495	0.1429087	0.15866446	0.06469603	0.00068464974	0.012538094
