 	avete	cucinato	le	verdure	</S>
m	0.97753817	0.021640422	0.00061146583	0.00019938809	1.0550466e-05
a	0.3622435	0.635523	0.0022260277	4.609644e-06	2.7602882e-06
r	0.9750651	0.023147449	0.0017751514	3.5752876e-07	1.19505e-05
è	0.024576696	0.93306553	0.0417656	0.00013707785	0.00045512614
t	0.07385434	0.88000077	0.042745363	1.2313317e-06	0.003398286
s	0.07919461	0.6282822	0.27030665	0.0014752443	0.020741342
a	0.0077527747	0.93760556	0.05223261	0.0010628988	0.001346009
t	0.0008140821	0.22305097	0.7646614	7.046593e-05	0.011403084
o	0.00061028474	0.23800461	0.6841044	0.062001947	0.015278727
t	0.020345083	0.078706995	0.778133	0.0007083531	0.12210659
a	0.0003715786	0.010659366	0.6176191	0.33383474	0.037515312
l	0.08367963	0.014120749	0.30292755	0.00618999	0.59308213
à	0.00033773066	0.004866265	0.47826084	0.48547697	0.031058153
c	0.014548778	0.00020233582	0.016182978	0.0010518576	0.968014
h	8.7512075e-05	0.0018915295	0.30126494	0.64868325	0.04807279
a	4.0411246e-06	3.282081e-05	0.0034998297	0.9631957	0.03326752
n	0.02140203	0.0006620981	0.0008321775	0.015328517	0.9617752
a	8.21326e-06	2.0114307e-05	0.00011419073	0.98152655	0.018330948
</S>	0.8028343	0.008548188	0.000563325	0.084133215	0.10392098
