 	i	genitori	non	li	dimentichiamo	mai	</S>
u	0.99244905	0.00732893	0.00012216647	9.406117e-05	4.7132507e-06	6.5408085e-07	3.1038408e-07
g	0.7857246	0.21240325	0.001811589	5.5876804e-05	6.763931e-07	1.6767174e-06	2.312191e-06
e	0.8057808	0.13757396	0.054231066	0.0022646813	0.00010051427	9.640929e-06	3.9370214e-05
n	0.21592079	0.77193505	0.012050563	9.1932015e-05	1.4291e-06	1.9883056e-07	9.66552e-08
i	0.6451709	0.32996872	0.022631489	0.0021041273	8.634723e-05	5.6366553e-06	3.273323e-05
t	0.012100426	0.94589144	0.041609302	0.00039089398	6.2265317e-06	1.0581172e-06	6.362398e-07
ò	0.049407315	0.82693607	0.105627276	0.016883044	0.0008261252	6.6043925e-05	0.00025413698
r	0.0048556686	0.44557357	0.5379166	0.0113884425	0.00021088842	3.1618198e-05	2.3241582e-05
u	0.020216204	0.91398865	0.043644022	0.020145379	0.0014664765	0.00012258193	0.00041665355
e	0.0027841246	0.11351123	0.7990878	0.080662645	0.0035321498	0.00020638216	0.00021558009
n	0.02205853	0.078993045	0.74548393	0.1469874	0.005555653	0.00044672418	0.0004746741
è	0.00088415295	0.027330264	0.17751314	0.65414286	0.11864301	0.008297033	0.013189561
n	0.0027910855	0.0037799343	0.29619572	0.6600416	0.03126641	0.0031079075	0.0028174543
u	9.8157405e-05	0.12926634	0.13056974	0.62197727	0.030024968	0.015547051	0.07251647
s	0.00053689413	0.00082567945	0.02177421	0.81868386	0.13491264	0.009676337	0.013590432
s	2.8845263e-05	0.0008842773	0.015818892	0.7650648	0.16442592	0.013400376	0.04037693
c	6.3147904e-06	3.5287962e-06	0.0012708108	0.43701524	0.3887398	0.047881316	0.12508307
e	5.399812e-05	0.00020332474	0.0008246024	0.09724321	0.70717716	0.07215318	0.12234451
r	0.0010344095	3.0582494e-05	0.0005129887	0.0445516	0.56665266	0.15435588	0.23286182
r	5.9773178e-05	0.00028674467	0.0013064885	0.116055876	0.50054705	0.08185214	0.29989192
è	5.1836882e-06	1.7129509e-05	0.00024487998	0.0074564684	0.33138943	0.22873297	0.43215397
t	0.007954351	0.002190392	0.0042792317	0.012434768	0.43446475	0.34809425	0.19058226
s	2.5215999e-05	0.0001675055	0.00022996166	0.043388948	0.53011423	0.17214228	0.25393182
u	8.39511e-06	1.0687485e-06	2.4952413e-05	0.0013888759	0.27526826	0.37649906	0.34680945
m	0.0006929725	0.00015447124	0.00032622318	0.002123444	0.055297345	0.65418106	0.28722447
e	0.00026077635	7.41894e-05	0.00034651588	0.0029662051	0.015782397	0.23528187	0.745288
m	0.032108568	0.00075185444	0.00036659517	0.001122739	0.014477932	0.66297764	0.2881947
à	0.00047152402	5.3079293e-05	0.00032376632	0.0019729487	0.0100129265	0.1788938	0.808272
i	0.041554697	0.0046833777	0.005775593	0.010261974	0.13408418	0.42387247	0.37976772
</S>	0.032396015	0.014164383	0.0045727435	0.008915253	0.04422743	0.47818178	0.4175424
