 	voglio	che	Maria	venga	domani	</S>
i	0.9876572	0.0077792224	0.004337899	5.398903e-05	0.000106650536	6.4955726e-05
t	0.80298775	0.19020861	0.0067886165	3.2722346e-06	9.7164975e-06	1.9774895e-06
è	0.60393214	0.39427185	0.0013018616	0.0004209739	9.122724e-06	6.408941e-05
l	0.11936113	0.7301185	0.14953145	0.00017821265	0.0007478166	6.284777e-05
o	0.30283013	0.6602072	0.02452482	0.0007881066	0.011089759	0.0005599673
i	0.009394351	0.8941365	0.094214246	0.0019961568	0.00012794338	0.00013078487
M	0.0004975044	0.012476476	0.96063316	0.023998749	0.0007575626	0.0016365037
a	0.013738394	0.35864934	0.3585659	0.25017676	0.0004730946	0.01839656
r	0.0033928538	0.09209819	0.7600473	0.11261877	0.020525705	0.011317275
ì	0.0014726741	0.016080443	0.3784426	0.458673	0.011746743	0.13358447
a	0.0033354522	0.0045441706	0.045110356	0.8599234	0.0306218	0.056464713
n	0.13392517	0.037475463	0.015560272	0.6042197	0.07245528	0.1363641
a	1.2300046e-05	5.4622604e-05	0.019514471	0.73340034	0.029572582	0.21744579
r	0.040969703	0.00095238053	0.0015920273	0.21655524	0.44951212	0.29041857
t	2.068914e-05	0.00011109392	0.0003160121	0.16159101	0.05653832	0.78142285
i	7.802601e-06	1.9133756e-06	8.1933744e-05	0.033594564	0.2576351	0.70867866
à	0.27059528	0.0011799975	0.00010387964	0.009801822	0.6172088	0.10111032
v	0.006527721	0.000109236	3.3166674e-05	0.00026825466	0.98740363	0.0056579793
v	3.0565807e-06	2.9108536e-05	0.00013222525	0.00013575725	0.9880725	0.011627404
r	0.00923199	0.014136891	0.0036737802	0.018143129	0.71390545	0.24090874
i	0.0020136954	0.0004670215	0.0007889309	0.0074400334	0.10953379	0.87975657
</S>	0.8311598	0.067963004	0.010980573	0.04109784	0.016213259	0.032585565
