 	io	al	mio	fratello	non	gli	lo	scrissi	mai	una	lettera	al	mio	fratello	</S>
e	0.98477364	0.0053888727	0.0064496547	0.0015830117	4.5760466e-05	0.0012618861	0.00017768152	0.00029883996	9.6803005e-06	3.1288694e-06	7.1058844e-06	5.2966e-07	1.0037813e-07	6.9651485e-08	3.1727392e-08
v	0.9955101	0.0020649815	0.002411079	8.314834e-06	1.3137035e-06	9.76579e-07	1.7365073e-07	3.0242522e-06	6.175231e-08	3.4209055e-08	2.6465063e-09	3.0351954e-09	1.3687301e-09	6.6747047e-10	4.090952e-09
ò	0.07644825	0.8478692	0.0625291	0.009196715	0.0010413182	0.0022236225	0.00042669152	0.00011473189	7.1931645e-05	2.0353807e-05	5.2081203e-05	5.3529566e-06	1.9343732e-07	8.973308e-08	3.5123912e-07
s	0.05575008	0.8859514	0.056855183	0.0008937523	0.00043989508	7.8333294e-05	1.6040722e-05	1.1357363e-05	3.0860076e-06	3.810676e-07	2.3206454e-07	1.3697621e-07	2.858893e-08	1.0466589e-08	1.0787203e-08
t	0.11993423	0.8069434	0.04889477	0.02236112	0.00063234055	0.00073224667	0.00026553826	0.00010343626	7.482005e-05	2.515813e-05	2.6356545e-05	4.7610133e-06	3.0667834e-07	2.3665946e-07	1.2594104e-06
o	0.055987623	0.88336676	0.044641465	0.011990693	0.0007335085	0.0020107748	0.00075473264	0.00027744973	0.00011427613	2.5460886e-05	8.760209e-05	8.706891e-06	3.8728655e-07	2.6619972e-07	3.1635463e-07
d	0.01092758	0.06043252	0.91612166	0.004743622	0.005405249	0.0018988872	0.00023041113	0.00019003762	3.9285955e-05	8.44434e-06	1.5405001e-06	6.724275e-07	3.0420328e-08	6.2437127e-09	3.351666e-08
e	0.0014314543	0.5012164	0.24463262	0.18164457	0.008510664	0.04780636	0.009918615	0.0020269307	0.0012113425	0.0002822289	0.001197125	8.866053e-05	9.056241e-06	7.5256366e-06	1.6461881e-05
r	0.0035937654	0.012399733	0.9712134	0.0021872034	0.00819282	0.0014815147	0.00038141487	0.00051202264	3.1428186e-05	5.138379e-06	1.159831e-06	2.8318445e-07	1.3249463e-08	4.9957545e-09	1.9420938e-08
f	0.00034891127	0.09904225	0.3585573	0.42620116	0.016485551	0.06520616	0.022183651	0.0057556992	0.0027090993	0.0006604643	0.0026050718	0.00016876381	1.2666777e-05	7.4944605e-06	5.5700508e-05
ò	0.00010923814	0.0017811884	0.11272708	0.35373843	0.025309915	0.4032937	0.048512496	0.04119983	0.0066616097	0.0014238381	0.0045962497	0.00041575544	9.636574e-05	6.600892e-05	6.827596e-05
m	0.001134128	0.010223685	0.18834531	0.5893368	0.14464498	0.041536503	0.018363276	0.0043658074	0.0018780113	9.981216e-05	4.9873943e-05	1.645647e-05	2.502772e-06	1.3850702e-06	1.5018286e-06
u	2.8081718e-05	0.030729886	0.5442922	0.27453738	0.010726039	0.023620794	0.033824094	0.04340677	0.016139412	0.01225308	0.0037865466	0.0025459325	0.001446505	0.0010604144	0.0016028753
e	0.009527772	0.0001980712	0.032227885	0.20913917	0.4538617	0.16590357	0.084871046	0.030987123	0.011297182	0.001458203	0.0003948067	0.00010281709	6.953513e-06	3.4479092e-06	2.034345e-05
n	0.00805455	0.0005245793	0.036373474	0.044971842	0.50989723	0.053617857	0.09125931	0.20355208	0.035944793	0.011386229	0.003422609	0.00086072483	7.228767e-05	7.668576e-06	5.4794884e-05
t	5.545391e-06	2.5080437e-05	0.024515847	0.039389826	0.11221984	0.17474106	0.35362783	0.14838909	0.052880097	0.014007289	0.07212759	0.005926287	0.0008875424	0.00067847274	0.00057869044
