 	lo	sentii	ee	che	arrivava	</S>
t	0.9954847	0.003793439	0.0006590569	3.4668985e-05	2.2032787e-05	6.000798e-06
o	0.84515375	0.15363236	0.00091601163	0.00026334755	9.487137e-06	2.50504e-05
n	0.15582715	0.7646184	0.06902533	0.009947598	0.00046456282	0.0001169716
ì	0.04818786	0.91083866	0.03842302	0.0023623584	6.059738e-05	0.00012746078
k	0.0022401945	0.69869924	0.2860232	0.012494789	0.0004799445	6.264676e-05
u	0.13805819	0.83813584	0.0095423525	0.011625593	0.0005695128	0.0020686204
s	0.0011942555	0.6771367	0.172777	0.14588435	0.0020528187	0.0009548734
a	0.014431424	0.84280014	0.07468935	0.053095438	0.0015732512	0.013410374
e	0.008132768	0.09557161	0.15425505	0.65923	0.044842985	0.037967607
e	0.022914246	0.0018770237	0.08561502	0.6917026	0.1392937	0.058597427
k	0.028169734	0.0010748116	0.023665776	0.3516856	0.46401387	0.13139024
a	0.0054552774	0.0061329487	0.002892031	0.2326795	0.17851935	0.5743209
è	0.075880125	0.0037692445	0.009975972	0.05536826	0.7201771	0.13482933
s	0.0009332384	0.00024167045	0.000511796	0.0024447222	0.67356324	0.32230535
t	5.557242e-06	4.827122e-05	7.4848394e-05	0.027671114	0.24322975	0.7289704
a	2.3316512e-05	1.6812779e-05	6.628664e-05	0.00082934625	0.31751704	0.68154716
z	0.0019008584	0.0009260228	0.0030635542	0.0009752714	0.22801624	0.76511806
z	0.00033963058	0.0005346728	0.00014840985	0.00037859057	0.21103546	0.7875632
e	1.5026994e-06	9.427471e-06	0.00014985337	9.959602e-05	0.56644297	0.43329662
</S>	0.004155959	0.003072975	0.011418598	0.0023279137	0.037791554	0.941233
