 	quando	è	arrivato	Giovanni	Anna	stava	e	dormiva	</S>
m	0.9855078	0.01218891	0.0012155761	0.0009269195	0.00015915856	1.3464679e-06	1.0348168e-07	1.7068275e-07	4.566146e-08
ò	0.8076176	0.1706222	0.020959646	0.0006968555	9.9933866e-05	3.285551e-06	3.27625e-07	1.07270694e-07	4.7072096e-08
t	0.95540524	0.031107627	0.013404472	8.197444e-05	3.1051144e-07	2.6986243e-07	8.892357e-08	4.133483e-09	1.0195793e-08
t	0.06423147	0.23733892	0.6584002	0.03670171	0.0022506183	0.0008078647	7.318002e-05	0.00016017037	3.5932753e-05
i	0.011804034	0.95043576	0.022679258	0.012061392	0.0029908314	2.5123203e-05	1.5834423e-06	1.2940897e-06	7.21935e-07
è	0.016143212	0.8131109	0.16711955	0.0036156322	8.400589e-06	1.9738466e-06	2.6931204e-07	5.1647923e-08	5.4882225e-08
t	0.0013270224	0.64198905	0.34158236	0.015037982	4.9607686e-05	1.14643035e-05	1.6332401e-06	4.32525e-07	4.0496334e-07
t	0.0014202183	0.45384952	0.4957867	0.040228326	0.006996972	0.0012979265	0.00016440895	0.00023069186	2.5354057e-05
a	0.0003848351	0.8750107	0.07090261	0.030306874	0.023108337	0.00018858998	1.970236e-05	5.158527e-05	2.6802596e-05
s	0.0016453422	0.26895145	0.48272672	0.24530147	0.0012557061	0.000106183514	8.70149e-06	1.6885427e-06	2.7291842e-06
e	5.4316106e-06	0.59364605	0.19724095	0.10489884	0.10182291	0.0019644573	0.00024229083	9.8690936e-05	8.0391415e-05
o	0.022416025	0.053363636	0.18839274	0.7291229	0.006206214	0.00045245397	3.4635e-05	3.3445547e-06	8.1676135e-06
G	0.027228298	0.0072079343	0.07190253	0.8851216	0.0077733416	0.0006807698	7.3198826e-05	3.5391356e-06	8.782497e-06
i	2.080322e-05	0.038361393	0.3658922	0.30680937	0.2783317	0.0062884903	0.0015368516	0.0021633517	0.00059580914
o	0.094243996	0.012593298	0.036839206	0.8471327	0.008681346	0.0004821275	1.7202026e-05	3.7022971e-06	6.4975357e-06
v	0.029995766	0.0005130887	0.002411494	0.9462601	0.017896323	0.002713799	0.00018732285	3.642982e-06	1.864473e-05
à	8.158357e-06	0.001369904	0.034413204	0.43132657	0.50829864	0.013865763	0.003672093	0.0054142433	0.0016314499
n	0.08289486	0.0077827713	0.0821682	0.75403285	0.06861083	0.0040784655	0.00019466344	0.00012744371	0.000109961045
n	6.555915e-05	0.00017861559	0.22598505	0.6540897	0.106206246	0.008305002	0.0016423649	0.0030748327	0.00045266197
i	1.875916e-06	4.977782e-06	0.0005313684	0.16056898	0.8213009	0.010840727	0.0018326661	0.0027377047	0.0021807826
e	0.043863814	0.0032211756	0.0033451193	0.561201	0.29038134	0.09050416	0.00629505	0.00025954345	0.00092875015
A	0.035325192	0.00034108476	0.00022466845	0.08686794	0.667435	0.18092941	0.024683876	0.0009951274	0.0031977552
n	0.019455088	7.656783e-06	0.00014702455	0.03746449	0.63541085	0.24071105	0.047015607	0.0073120757	0.012476182
n	1.9926374e-06	1.649273e-05	0.001191268	0.49048862	0.33664012	0.082776904	0.028537557	0.05513857	0.0052084173
a	2.938057e-07	5.710422e-08	4.3308762e-07	0.0013510132	0.9191465	0.048294358	0.014414121	0.0063111433	0.010481947
ì	0.009655935	0.00038999124	0.00026507178	0.0075046173	0.45455474	0.45950252	0.05358873	0.0024893556	0.012049022
s	0.0025379192	3.0664894e-05	0.0004997478	0.0026056771	0.23993479	0.5756834	0.13027696	0.017344356	0.031086473
t	3.4128384e-06	3.213663e-06	6.841141e-05	0.02207276	0.37665546	0.24630323	0.100886844	0.22883685	0.025169833
i	1.7477515e-07	4.727521e-08	9.9799124e-08	1.4489106e-05	0.5501473	0.20538455	0.104235806	0.06255589	0.07766163
g	0.0044296435	0.00022995102	0.00033493497	0.0020413615	0.098483525	0.7034291	0.1456103	0.009840761	0.0356004
g	2.2496044e-06	7.2635194e-05	0.000101689984	0.00043160806	0.12782101	0.25153914	0.14330246	0.39609286	0.080636315
h	4.3052937e-06	1.580456e-05	4.6049394e-05	0.00015091989	0.0060817385	0.061795183	0.203996	0.42983466	0.2980753
e	1.0686791e-06	9.1185075e-06	2.3073071e-05	0.00011920079	0.0062452494	0.06181518	0.20614552	0.42054728	0.30509424
c	0.0014306918	7.1740986e-05	5.349101e-05	0.00041361645	0.007156203	0.108730406	0.35430807	0.027462212	0.5003736
è	2.9578991e-06	5.2790404e-07	9.4356744e-07	3.30619e-05	0.026037388	0.11468158	0.20603172	0.3246742	0.3285377
p	0.0045224805	0.00041847152	0.00056617794	0.005332282	0.004413338	0.033503916	0.20420082	0.113015234	0.63402724
l	7.662133e-06	9.244504e-05	0.00022317289	0.00024986028	0.011279187	0.110253625	0.14070207	0.68194425	0.05524768
o	6.1640317e-06	3.0916526e-06	4.6760224e-06	5.68007e-05	0.0019214376	0.0020838995	0.03858589	0.63657224	0.3207658
n	0.0045687994	0.0006660125	0.0018156694	0.0021025809	0.00790376	0.020561257	0.078061566	0.1769506	0.7073698
n	2.2852573e-05	1.5518896e-06	1.9226395e-06	1.8064698e-06	0.0015722829	0.0051147207	0.054949634	0.6571435	0.28119177
e	1.067975e-06	4.391797e-07	1.018995e-06	1.5331685e-06	0.00021227212	0.0017023239	0.039387222	0.5749564	0.3837377
</S>	0.0024268238	0.00040747036	0.0008054344	0.0008320294	0.0063181086	0.02764879	0.07810478	0.18570247	0.69775414
