 	possono	essere	ancora	svegli	</S>
i	0.99368393	0.00528102	0.00092048576	0.000105353756	9.208413e-06
s	0.8341513	0.16583535	1.1247068e-05	3.5241686e-07	1.6484911e-06
ò	0.79699695	0.1986923	0.00421663	7.4314565e-05	1.9874004e-05
z	0.59063554	0.4092766	8.1104256e-05	3.5644816e-06	3.157224e-06
o	0.8472122	0.1375323	0.012726636	0.0023341167	0.0001946943
n	0.11108734	0.8865617	0.002275419	5.224507e-05	2.3202452e-05
e	0.041699994	0.82516724	0.1288757	0.0035939778	0.00066312833
ì	0.020267328	0.9483067	0.030005889	0.0011975372	0.00022258051
n	0.0064631407	0.6017236	0.34789902	0.03594733	0.007966955
e	0.0014133664	0.49510577	0.44149408	0.03176306	0.030223746
a	0.0065929946	0.04432871	0.7933217	0.13596685	0.019789597
n	0.016460728	0.06585528	0.7169104	0.16195972	0.038813844
k	5.941415e-05	0.0015628849	0.8405887	0.12487588	0.03291301
ò	8.065582e-06	0.000115947	0.09648526	0.2210736	0.68231714
r	0.0013995882	0.0006280291	0.25489324	0.38286486	0.3602143
a	0.00012814108	0.00014991844	0.7237439	0.25563094	0.020347068
a	0.002356698	0.0003669407	0.004915604	0.838709	0.15365176
t	0.00773076	0.0021286553	0.004109074	0.34136936	0.64466214
s	9.462052e-06	2.6992024e-05	0.05305251	0.6574547	0.28945628
ù	7.990786e-06	2.066572e-06	0.0059900275	0.15809135	0.83590853
n	0.002311366	0.0013252037	0.0016228097	0.46381417	0.53092647
n	1.3209332e-05	0.00023177761	0.019049568	0.6618639	0.31884155
i	7.7396335e-06	2.8323136e-06	0.0029569536	0.40330017	0.59373224
t	0.0035202182	0.0012726693	0.00067032996	0.031514812	0.963022
i	0.00012905241	8.9102265e-05	0.027440382	0.29486057	0.6774809
</S>	0.15224992	0.005328177	0.0012458658	0.014137806	0.8270382
