 	è	possibile	che	è	entrato	da	qui	</S>
i	0.98158926	0.017863058	0.00031916305	0.00017009792	5.553902e-05	1.6946595e-06	6.041492e-07	5.3368484e-07
s	0.94869566	0.040753793	0.007977406	0.00095764245	0.0015995473	1.0456845e-05	2.7613787e-06	2.6504129e-06
o	0.8667855	0.08076121	0.05000437	0.001801076	0.0006138219	2.4110264e-05	5.334691e-06	4.5357137e-06
g	0.27102298	0.5726541	0.14437172	0.009692284	0.0022305704	1.767038e-05	5.047217e-06	5.5655523e-06
g	0.023743141	0.713725	0.25234476	0.0073505985	0.0027144535	7.855355e-05	1.9764611e-05	2.3805318e-05
è	0.01861125	0.08138911	0.39430708	0.28851563	0.21393377	0.0025999076	0.00013178121	0.00051147095
s	0.0018346452	0.040512405	0.8940192	0.051171955	0.005444447	0.006266416	0.000374968	0.0003759966
t	0.00022521045	0.76711154	0.21703032	0.0127937235	0.0012871939	0.0002992741	0.00076855	0.0004841511
e	0.0005537134	0.25293738	0.42657384	0.24432707	0.06503044	0.005289149	0.0021613112	0.0031271074
k	0.0034754183	0.01368977	0.7342731	0.20218544	0.03877964	0.004928346	0.0014781075	0.0011902661
a	0.0014465638	0.16828594	0.62871176	0.15349929	0.027726943	0.010538272	0.006395828	0.0033953444
m	0.0054544653	0.0012861064	0.26455918	0.530502	0.14585607	0.03618522	0.007844694	0.008312189
b	0.008544303	0.008946601	0.18110116	0.4904882	0.24371031	0.03392861	0.014965287	0.018315475
ì	0.0012913612	9.870954e-06	0.0007477632	0.25134045	0.7217088	0.017400788	0.0007135152	0.00678746
k	0.21720591	0.014771796	0.014108519	0.14650078	0.09052115	0.29702064	0.13967675	0.08019443
e	2.0062944e-06	7.341202e-05	0.0038331728	0.16118819	0.4330645	0.21336946	0.1291538	0.059315577
a	0.5833181	0.005344582	0.008790919	0.008203818	0.011462917	0.14075238	0.17035377	0.071773574
p	0.012541842	8.204684e-05	8.556064e-05	0.0013984145	0.019708069	0.64546144	0.17438622	0.14633639
ò	0.00053228356	0.00033763604	0.00036731223	0.00075184373	0.0040397127	0.12613477	0.48561832	0.38221818
t	0.03413712	0.0024848087	0.0005560752	0.0018537448	0.0028764254	0.09081328	0.5799877	0.28729084
t	4.5489437e-06	1.1381643e-05	3.4699355e-05	0.00024332332	0.0033446033	0.17168684	0.58048016	0.24419451
u	5.013947e-06	2.2623176e-06	1.481696e-06	2.8607776e-05	0.00083758676	0.09644382	0.5361494	0.3665319
</S>	0.0020520396	0.00014953078	0.00031712835	0.0019888899	0.0025667942	0.026130315	0.3336916	0.6331037
