 	perché	aveva	lavorato	molto	</S>
j	0.9938444	0.005735825	0.00038252634	3.3188648e-05	4.0195687e-06
a	0.9625682	0.037351575	7.879077e-05	1.1505072e-06	2.6842844e-07
t	0.8397774	0.15647559	0.0037384566	5.039649e-06	3.5512062e-06
ì	0.10994851	0.8717972	0.017647414	0.00024688354	0.00035991464
ì	0.009842889	0.98345864	0.0066380096	2.537488e-05	3.522332e-05
c	0.00023877509	0.85905856	0.13796824	0.0016737208	0.0010606459
h	0.00982794	0.85389113	0.09979058	0.031044101	0.005446217
e	0.06296128	0.46258235	0.3883409	0.06572035	0.020395126
p	0.0010177997	0.11698655	0.8699512	0.0045500444	0.007494414
o	0.0048825606	0.10570503	0.70219153	0.06917914	0.11804174
l	0.00943988	0.060147706	0.8666781	0.01811697	0.045617294
e	0.00064799277	0.0049635707	0.6267216	0.20726259	0.16040422
m	0.022260519	0.023473572	0.8484774	0.034012437	0.07177613
ì	0.00055842136	0.00223535	0.5813183	0.27422085	0.1416671
s	0.13942635	0.014486416	0.3639185	0.1946572	0.28751147
o	0.00047653564	0.00035237335	0.5231403	0.42948425	0.046546523
n	0.004177818	0.004306151	0.018090678	0.69429225	0.27913308
t	1.0732926e-05	0.00011662826	0.017132198	0.8404138	0.14232656
a	1.0682942e-05	2.2301108e-06	0.0005128524	0.7235521	0.2759221
p	0.0014114162	0.0008365284	0.0004305882	0.503225	0.49409643
o	8.8116205e-05	0.00046815773	0.00046012754	0.51633257	0.48265103
d	0.04441653	0.0006089848	9.259446e-05	0.6323735	0.32250834
d	5.5351822e-05	0.000358875	0.0005668091	0.6549427	0.34407628
h	3.8497335e-05	0.00027642003	0.0011365876	0.23073953	0.767809
ì	2.0726251e-05	0.0002132667	0.0013690244	0.1830691	0.8153279
</S>	0.36164266	0.11015959	0.0027790659	0.05536162	0.47005704
