 	è	pericoloso	di	nuotare	nella	notte	</S>
è	0.9916242	0.008017037	0.00028219714	7.417521e-05	2.0505545e-06	1.5258458e-07	3.9116262e-07
p	0.33107167	0.66854084	0.00037858693	7.871587e-06	3.6676354e-07	3.2751487e-07	3.4145492e-07
e	0.63273245	0.26885575	0.065627694	0.023339866	0.0026775994	0.0015829303	0.0051836623
r	0.005666661	0.9670419	0.026864504	0.00041531288	8.308416e-06	9.1431934e-07	2.3920823e-06
i	0.05633669	0.7274664	0.20545165	0.010088602	0.0005212369	4.9854043e-05	8.557069e-05
k	0.00053396035	0.92226696	0.07656409	0.00061794685	1.50143405e-05	5.811956e-07	1.470354e-06
u	0.009566518	0.4315094	0.5249964	0.031604137	0.0017354217	0.00018826123	0.00039988192
l	0.00078682246	0.9399048	0.058158025	0.0010399774	0.00010340904	4.1659737e-06	2.8299064e-06
ò	0.0069561154	0.26006222	0.6805204	0.048940215	0.0026014752	0.00027740997	0.0006421099
s	0.002157079	0.120005846	0.834881	0.035528302	0.007001204	0.0002713753	0.00015503191
o	0.0023208233	0.25146502	0.70995057	0.034061965	0.0015690094	0.00017090343	0.00046179318
n	0.0142214745	0.014803317	0.75675476	0.20466223	0.008585251	0.00018018564	0.00079287094
a	0.0002271732	0.0028022532	0.6511353	0.3094316	0.027021283	0.003012245	0.006370188
n	0.005784729	0.0015261581	0.03411866	0.9008078	0.05148336	0.0015393296	0.0047399774
a	9.4144125e-05	0.00018291001	0.1783834	0.7117027	0.07355102	0.010345757	0.025740065
t	0.0053220266	0.00048331998	0.0014944416	0.8512519	0.12335101	0.0045694946	0.013527802
è	3.4374727e-05	2.819359e-05	0.013739326	0.7725012	0.14246184	0.022363402	0.048871696
t	0.009322746	0.0012239586	0.00031275133	0.42468017	0.46304008	0.03929112	0.06212921
s	7.5192656e-06	6.302267e-05	0.01315076	0.71834964	0.1386556	0.026988601	0.10278501
i	2.6632902e-06	4.9308784e-07	1.0434973e-05	0.08885895	0.43938664	0.1953705	0.27637026
a	0.005382323	0.00018957615	0.00017460511	0.014859258	0.75994265	0.044042777	0.17540883
t	0.0054094302	0.00021973561	0.000106549036	0.0060655125	0.4154403	0.13625745	0.43650103
s	3.1696964e-05	5.190291e-06	1.6537271e-05	0.0042654187	0.26601157	0.3707773	0.35889223
è	1.1650682e-06	4.835781e-07	1.0024148e-06	0.00018537781	0.048231367	0.60026085	0.35131976
n	0.0003261268	0.0001752129	0.00020805896	0.006103811	0.09539812	0.21403703	0.6837516
ì	1.6540784e-05	5.5378064e-06	1.0328101e-05	0.00095259974	0.10714851	0.3212983	0.57056814
t	0.0037524377	0.0012254324	0.00028126058	0.0016595728	0.024750177	0.40179577	0.5665353
t	1.2931668e-05	5.8837927e-06	9.768356e-06	0.0011407641	0.13152863	0.26670042	0.60060155
a	1.4472246e-06	6.45705e-07	1.1822722e-06	4.650967e-05	0.0066861296	0.761758	0.23150608
</S>	0.0018004527	0.0006641421	0.0007531273	0.01344666	0.04542435	0.108208075	0.8297032
