 	la	pasta	vuole	sale	</S>
i	0.9929517	0.0063966564	9.6468975e-05	0.0004371221	0.000118067146
p	0.30087706	0.69510716	0.0025195694	0.0014127318	8.3491956e-05
à	0.47117928	0.4255021	0.10100249	0.00052105245	0.001795175
s	0.030203575	0.8194136	0.14246851	0.0060708616	0.0018435442
t	0.043598726	0.7353932	0.1304987	0.03011975	0.06038954
a	0.35589245	0.29159504	0.27602187	0.021408949	0.055081684
ì	0.0013801091	0.15984847	0.7873557	0.03488205	0.016533654
t	0.00034876008	0.03115689	0.5792656	0.30031046	0.088918306
e	0.00017691287	0.074919604	0.7200631	0.06330928	0.1415312
l	0.0014904159	0.002010509	0.20522706	0.5548309	0.23644106
e	0.002690497	0.0017527078	0.7675347	0.04382313	0.184199
à	0.015315751	8.169237e-05	0.024730831	0.77136475	0.18850692
l	0.0006607394	0.00041452958	0.0039353296	0.5452681	0.44972122
a	3.855492e-05	0.00020241679	0.019223763	0.5296553	0.45088002
</S>	0.006086786	0.0007228509	0.002888022	0.1922167	0.79808563
