 	la	casa	la	costruiscono	i	muratori	</S>
t	0.988641	0.008111604	0.0011087643	0.0021000195	3.120497e-05	6.7796664e-06	5.108776e-07
o	0.9623422	0.0367509	0.00074323546	0.00015386574	9.109017e-06	4.0061596e-07	3.5400086e-07
s	0.30729443	0.6897305	0.0028002057	0.00016704193	2.6320993e-06	4.3728583e-06	7.364224e-07
p	0.40358523	0.5730728	0.020225607	0.0029987902	0.00010696998	3.821875e-06	6.81267e-06
ì	0.021385765	0.95683295	0.015329911	0.0064377505	1.1648252e-05	9.586092e-07	1.1436367e-06
t	0.024146007	0.9603913	0.0113832075	0.004003865	7.194191e-05	1.2291113e-06	2.4733395e-06
i	0.15347436	0.6007653	0.17218699	0.066488065	0.0057343543	0.00045423233	0.00089668663
t	0.0003906269	0.68112224	0.29857278	0.019178389	0.00061421486	8.287457e-05	3.8874143e-05
o	0.0012597544	0.24195512	0.59861284	0.13819504	0.018092858	0.00032193802	0.0015624538
f	0.002380395	0.05943456	0.77997106	0.15323575	0.0044349236	0.00041449314	0.00012882365
a	0.0072875624	0.03037536	0.7507245	0.18445466	0.02422557	0.0008237773	0.0021085902
b	0.004950216	0.015645236	0.24926871	0.71944356	0.010132204	0.00046580652	9.4316594e-05
b	0.0012597039	0.0015814849	0.59717757	0.34945652	0.045142177	0.0014804683	0.003902189
r	9.2705064e-05	0.0003031067	0.0708256	0.91772646	0.006027218	0.0021045555	0.0029204153
i	6.208335e-05	0.00028434145	0.12321337	0.86723894	0.006977737	0.00052420236	0.0016993653
k	0.13003471	0.004308196	0.12588765	0.28033096	0.45255205	0.004078246	0.0028080975
è	0.00054880796	0.0002752982	0.20115706	0.69233036	0.09536321	0.0038967207	0.00642848
o	0.00038187782	0.0006389306	0.020105094	0.5025358	0.4703063	0.0028065506	0.0032253747
n	0.0040731616	0.0006541548	0.0071792556	0.04558276	0.8503077	0.07278181	0.019421108
e	1.0665591e-05	1.7071408e-06	0.002236008	0.025770692	0.86981195	0.03895933	0.06320974
i	0.0009554503	3.7453512e-05	5.5920857e-05	0.00037370896	0.8112759	0.13338298	0.05391853
f	0.0028108403	0.00047021813	0.00017969444	0.00046363144	0.4601097	0.40183756	0.13412833
a	4.337158e-05	7.172069e-06	0.00037979035	0.0007036643	0.36842278	0.30383942	0.32660377
b	0.001326384	8.2583836e-05	5.217178e-05	0.00029470856	0.21026221	0.6619927	0.12598918
b	4.9971106e-05	1.6055046e-05	0.0006522986	0.0006391076	0.24272403	0.36889353	0.38702503
r	2.5308836e-07	8.222918e-06	6.031425e-05	0.0005780389	0.0056393426	0.8017378	0.19197606
i	1.5894869e-06	2.5118341e-05	0.00011776217	0.0023119522	0.014224527	0.65682817	0.3264909
k	0.0064409757	0.00030351506	0.0011273038	0.0025481149	0.047144156	0.52742106	0.4150148
a	2.200953e-05	4.950829e-06	4.7195954e-05	0.00012777103	0.017181654	0.6160082	0.3666082
t	0.019904764	0.0010472536	0.00122767	0.0036966898	0.031861458	0.61295116	0.32931104
ò	1.2820931e-05	6.1278474e-06	6.960071e-06	4.4429325e-05	0.007333162	0.7579974	0.23459907
r	0.00746909	0.0048312545	0.0035020742	0.009601428	0.03369565	0.7487798	0.1921207
i	0.0006687793	0.00010217968	0.0006974315	0.0002497421	0.01967562	0.76297903	0.21562721
</S>	0.09865882	0.041284934	0.053245593	0.0713876	0.096356116	0.49048236	0.1485846
