 	non	ho	finito	lo	posso	finire	di	scrivere	</S>
e	0.97952294	0.020192463	3.3920947e-05	0.00022094486	2.9472942e-05	2.5039157e-07	2.1597819e-08	1.2562671e-08	1.919807e-08
n	0.6387732	0.3398509	0.020709302	0.00065346766	1.0763292e-05	1.399656e-06	3.2947924e-07	2.1611525e-07	3.9745208e-07
e	0.10575035	0.8789857	0.012254174	0.002681638	0.00031045265	1.6792732e-05	5.3441295e-07	5.6094486e-08	2.636474e-07
s	0.070347995	0.5825742	0.33809832	0.005580572	0.0033968806	1.2431518e-06	5.463875e-07	9.941729e-08	1.3537446e-07
p	0.0152757205	0.53284186	0.38633424	0.059722852	0.0048303017	0.0009363261	2.5184216e-05	3.4081338e-06	3.0100853e-05
ì	0.0932711	0.07033465	0.5570818	0.15157914	0.12729198	0.0003909016	2.6034631e-05	4.0780865e-06	2.0268639e-05
c	0.0020533751	0.005426717	0.9773719	0.012666418	0.0023586198	0.0001192747	3.3026872e-06	1.7155249e-07	3.9931982e-07
c	0.0003706631	0.0048737037	0.8634695	0.09207952	0.022661574	0.013846733	0.0010837644	0.00024359512	0.0013709232
e	0.0008739923	0.0020227158	0.07100502	0.9025597	0.018205605	0.0047976244	0.00023475493	5.6765097e-05	0.00024385893
t	0.00014104933	0.00043861003	0.52828175	0.3820029	0.087925114	0.0009305507	0.00021385535	1.5212046e-05	5.0992006e-05
s	1.8246474e-05	0.00046815467	0.36577865	0.59011	0.030358043	0.012473027	0.00037423344	4.3408527e-05	0.00037621122
a	0.000109969194	0.0001658939	0.05180431	0.6161576	0.2590717	0.06649097	0.0025025723	0.0004610067	0.0032360563
o	0.0025257834	0.0013955419	0.00972316	0.526656	0.45172095	0.0067650084	0.0009761108	4.0882016e-05	0.00019656876
s	0.0028762338	0.00059611467	0.00096178724	0.031517103	0.925838	0.03257194	0.0047592693	0.00015270877	0.00072691374
ò	0.0001609018	8.726947e-05	0.0009345526	0.15152788	0.58422744	0.23774387	0.011036137	0.002545504	0.011736395
z	0.0018866106	6.467285e-05	0.00010312619	0.00819057	0.9636798	0.023504665	0.0018212526	0.00011815699	0.00063115964
o	4.0499026e-06	2.2105089e-05	0.0026152965	0.79510015	0.10944931	0.080693096	0.00553925	0.0014185504	0.0051581827
s	0.0022952596	0.00041059108	6.2003695e-05	0.0022571615	0.81549764	0.15090916	0.023705494	0.0007586221	0.004104112
p	8.129782e-06	8.264063e-06	2.3230114e-05	0.020914443	0.41878343	0.4941859	0.027897136	0.006940399	0.031239139
i	2.1385003e-05	3.4571345e-05	0.00010530346	0.010052833	0.24967915	0.48239312	0.105588205	0.04015764	0.111967765
c	0.023128632	0.00084478955	1.6930491e-05	0.00038802382	0.094319426	0.6946469	0.13926804	0.008625008	0.03876218
c	0.00030198175	0.00024137329	0.00029659935	0.011785076	0.041175403	0.6762897	0.08338421	0.026154563	0.16037114
è	0.0023330376	4.926926e-05	5.2254843e-05	0.0005249823	0.07326618	0.032796048	0.26130652	0.09754408	0.5321276
t	0.043665215	0.002393504	0.0012353646	0.005678495	0.022210782	0.4779224	0.20550855	0.055419534	0.18596613
s	9.9976e-07	7.0166534e-06	0.00031696435	0.0023752048	0.032325786	0.68568236	0.05662655	0.0395216	0.18314348
i	5.7987614e-07	4.3540365e-07	2.8306653e-07	1.1838665e-05	0.0011063184	0.39897436	0.17963333	0.11909851	0.30117425
t	0.0013568855	0.00023055429	4.0529016e-05	8.404994e-05	0.0026215834	0.25646454	0.4204372	0.060561635	0.25820303
s	8.972601e-06	1.8340204e-05	7.5148987e-06	0.0001375349	0.00089333	0.31887847	0.21294744	0.12972304	0.3373853
e	3.0573701e-06	1.1903294e-06	6.089193e-07	1.66425e-05	5.9559767e-05	0.017134534	0.24487567	0.39968014	0.33822858
g	0.0015352032	0.00040963493	0.00015220734	0.00025312416	0.0048741875	0.07802003	0.24570388	0.11535584	0.5536959
r	2.275959e-05	3.368169e-05	7.4704403e-06	6.27635e-05	0.00019356428	0.014566799	0.06602922	0.2421471	0.6769367
à	4.657007e-06	1.6162847e-06	2.6366122e-06	7.657398e-06	0.0010431356	0.007520797	0.025371585	0.22778639	0.7382616
t	0.009255299	0.0016052099	0.0010241962	0.0012359726	0.015707502	0.062095463	0.03234628	0.09548116	0.7812489
s	2.781988e-06	8.919425e-06	3.3042426e-05	6.107118e-06	4.284457e-05	0.020551829	0.04235259	0.24842128	0.68858063
i	1.2107115e-05	6.505662e-06	4.160694e-06	2.1954287e-05	4.2914446e-05	0.0034549255	0.019343786	0.38665995	0.59045374
</S>	0.0054188864	0.0032526327	0.0017765124	0.001688242	0.016161306	0.06624941	0.029743962	0.061279215	0.8144299
