 	i	bambini	non	possono	mangiare	il	gelato	prima	di	mangiare	</S>
t	0.98309225	0.014640245	0.0010071986	0.0011820034	5.3074924e-05	1.40407e-05	1.0414379e-05	6.5635925e-07	5.1243795e-08	2.9059992e-08	2.4402917e-08
a	0.8675603	0.13144313	0.00092098216	6.268612e-05	9.8068895e-06	2.0222092e-06	8.0199857e-07	2.1275261e-07	1.4088338e-08	4.089171e-09	9.908263e-09
p	0.067237794	0.92911905	0.003579607	6.224813e-05	1.0985996e-06	1.3597271e-07	5.13988e-08	1.0988656e-08	6.6446065e-10	5.8209987e-10	1.1677942e-09
e	0.47858235	0.09248335	0.36724728	0.048648693	0.00967142	0.0025797288	0.0004925645	0.0002662277	1.8534127e-05	1.8648939e-06	7.865811e-06
t	0.04988913	0.9043663	0.044405498	0.0013208622	1.5638501e-05	2.209459e-06	2.517684e-07	1.168671e-07	3.4086942e-09	6.355814e-10	8.513086e-10
ì	0.35660276	0.4216996	0.17567013	0.03446182	0.00830975	0.0021532332	0.00081080286	0.00026204943	1.5835783e-05	1.9328745e-06	1.212924e-05
a	0.000431221	0.1960879	0.77118826	0.03137019	0.0007732683	0.00013502504	8.208719e-06	5.7529946e-06	7.8800234e-08	5.5080303e-08	2.8398048e-08
e	0.0013680372	0.14591819	0.83152115	0.019876495	0.0011254272	0.00013397301	4.873007e-05	7.694387e-06	1.758344e-07	6.061556e-08	9.620956e-08
s	0.0066053416	0.3384789	0.61273545	0.040380266	0.00145915	0.00022965079	8.548506e-05	2.3505543e-05	1.6955994e-06	1.3332038e-07	4.912047e-07
ò	0.0010162727	0.006478124	0.09184298	0.71558124	0.11805576	0.045749594	0.016978553	0.0038352998	0.0002834165	5.9009246e-05	0.00011982884
z	0.0053789266	0.06789627	0.3027794	0.5738474	0.041142587	0.0077952226	0.0007141288	0.0004285404	8.448603e-06	5.379147e-06	3.7601017e-06
u	0.0006442875	0.009808675	0.13494155	0.5537808	0.20899238	0.0680698	0.015792063	0.006900094	0.00061515876	0.000120010154	0.00033524286
n	0.00554533	0.0020162824	0.10554696	0.48709378	0.3083124	0.06855873	0.018141447	0.0046826126	6.128571e-05	1.0612792e-05	3.053543e-05
e	2.2710132e-05	7.563452e-06	0.007826449	0.4694972	0.34309766	0.1254661	0.03776636	0.013899775	0.0012889066	0.00030644357	0.00082081166
f	0.0026556277	0.00023800135	0.0039695543	0.14765522	0.54144794	0.22640412	0.05706781	0.020204635	0.00024481697	2.6553742e-05	8.5791275e-05
à	4.7414484e-05	1.3843559e-05	0.0017794054	0.207301	0.48509786	0.1752029	0.097280554	0.023265895	0.0048939604	0.00195955	0.0031575733
i	0.0031594168	0.0036129397	0.017743787	0.19825704	0.5359463	0.2119162	0.018576132	0.010447351	0.00019615404	8.209527e-05	6.2532505e-05
t	0.0003119287	0.00013689863	0.0001914873	0.0055769263	0.37394503	0.41706517	0.13309905	0.067759305	0.0014214212	0.000101286394	0.00039155196
o	5.168571e-06	4.6299473e-07	2.1194597e-05	0.012397996	0.39697072	0.31083736	0.20527078	0.054801837	0.0120987445	0.003280083	0.0043155616
g	0.00036136928	5.684917e-05	2.3449165e-05	0.00027679623	0.0785305	0.45108983	0.3146743	0.15121047	0.0026157815	0.00027272486	0.00088796054
