 	mi	si	gonfiò	il	dito	</S>
m	0.98964053	0.010189675	0.00012774451	2.6517751e-05	9.486112e-06	6.049132e-06
u	0.0057735015	0.97547454	0.018316366	0.00032626427	6.1202765e-05	4.8097783e-05
b	0.0067656613	0.63611054	0.24360934	0.10447474	0.0070939506	0.0019457788
r	0.008275769	0.09184199	0.8565625	0.039468553	0.0016298884	0.0022212784
i	0.021352781	0.66482705	0.27830386	0.031005835	0.0030031845	0.001507286
s	0.0005911987	0.07804028	0.8857196	0.03476474	0.00045157244	0.00043259596
t	0.0068533206	0.51204276	0.41633746	0.041168973	0.020651093	0.0029464269
ì	0.0017300117	0.011008277	0.6717933	0.26640892	0.035315618	0.013743833
o	0.00017055108	0.001805248	0.21712762	0.75093204	0.01061451	0.019350048
d	0.00058838347	0.0006650937	0.0033513654	0.11063546	0.85916376	0.025595961
à	0.009421822	0.0032836483	0.017540947	0.41046622	0.40322638	0.156061
t	0.0009744357	0.00094381167	0.006487477	0.7661027	0.06607983	0.15941176
t	7.435505e-06	3.7083544e-05	0.002461199	0.13866048	0.64821947	0.2106143
i	0.0009490602	2.3434131e-05	0.00028800638	0.13329567	0.12881199	0.7366319
l	0.005136818	0.00094140245	7.190018e-05	0.0029450366	0.8929105	0.09799443
o	0.0013029486	0.00048408724	0.0067883204	0.0022824625	0.24327457	0.74586767
</S>	0.55983484	0.031335484	0.0013239277	0.003659004	0.053631935	0.35021478
