 	vestita	la	figlia	l'	avevo	portata	alla	chiesa	</S>
n	0.9842664	0.013118389	0.0023372131	0.00023337176	4.1276635e-05	3.0681254e-06	2.259369e-07	1.11725775e-07	4.064245e-08
d	0.9690147	0.030223645	0.00074053655	1.8346265e-05	2.4215558e-06	3.511416e-07	2.2084162e-08	8.536009e-09	6.482703e-09
ì	0.9126106	0.085886	0.0013469249	0.000119689554	3.3241595e-05	3.1848283e-06	2.2482074e-07	3.6615813e-08	2.3378893e-08
s	0.54978395	0.44945124	0.0007083025	5.3611784e-05	1.9936165e-06	8.3937147e-07	1.10562965e-07	4.4675117e-09	2.2550015e-08
o	0.521761	0.45272663	0.021643545	0.0027084043	0.0009335582	0.00016613564	1.5111373e-05	2.8904704e-05	1.6749991e-05
n	0.019177694	0.9772867	0.0032119488	0.00030232818	1.3309418e-05	7.589729e-06	3.6656948e-07	2.7257853e-08	7.0442375e-08
t	0.062000915	0.7317923	0.17556876	0.020369664	0.009368812	0.00079545856	6.682115e-05	1.9950146e-05	1.7479713e-05
a	0.071789265	0.6079961	0.30008438	0.017124157	0.002805936	0.00018656629	9.558759e-06	1.943981e-06	2.0782052e-06
t	0.004166532	0.78734905	0.19704159	0.011106461	0.00022908977	0.0001042177	2.5208237e-06	1.349478e-07	4.510236e-07
i	0.0028434135	0.1870147	0.70270103	0.07166726	0.03329857	0.0021932083	0.00018502372	4.296344e-05	5.3806576e-05
k	0.018973792	0.16783114	0.755198	0.05491238	0.002269657	0.00079122407	2.0563411e-05	8.3993217e-07	2.4047313e-06
i	0.0078010927	0.03668749	0.73213583	0.16740409	0.05017881	0.00457036	0.00060354616	0.00039537007	0.00022340349
a	0.008872883	0.07504366	0.8418213	0.07276666	0.0012797157	0.00021269468	2.2673878e-06	1.4979553e-07	5.6450887e-07
t	0.009046006	0.009351752	0.5897733	0.29388088	0.06741697	0.029100463	0.0012940412	2.2259495e-05	0.00011431002
è	0.00037945082	0.00018996939	0.33683962	0.33012363	0.29789335	0.028087521	0.0042430004	0.0012398906	0.0010035043
r	0.08703307	0.007074493	0.22502804	0.55462474	0.10650597	0.018855242	0.00066131685	9.038061e-05	0.00012683673
a	0.0001203281	0.0007227016	0.4555873	0.3539712	0.16675128	0.01803449	0.00227683	0.0017391954	0.0007966597
t	0.0042823167	0.00074663165	0.021761049	0.78707916	0.10863821	0.07534218	0.0017607758	7.620227e-05	0.00031347654
i	8.356196e-06	1.8415858e-05	0.048371926	0.46760103	0.4243522	0.047552735	0.007158482	0.0031995056	0.0017372763
n	0.005532213	0.00016099005	0.00087053474	0.08714053	0.62072647	0.26971164	0.013731353	0.00024220721	0.0018839918
ì	1.17097325e-05	4.3559057e-06	0.0028701122	0.12796104	0.7512036	0.084583215	0.018870078	0.008168052	0.0063278377
c	0.03605304	0.0016613922	0.0013145525	0.040501904	0.7858867	0.11639928	0.014197696	0.0011759952	0.0028094244
h	3.8299427e-06	3.5797602e-05	0.0023915924	0.19020344	0.5253338	0.17574762	0.05701626	0.03651401	0.012753632
a	7.6036554e-06	1.6466696e-05	0.000610721	0.034334652	0.3582164	0.38321507	0.128715	0.048492268	0.04639183
p	0.0007712486	7.619198e-05	9.294303e-05	0.0015982791	0.08106702	0.8330852	0.06964668	0.0014208233	0.012241752
à	0.00041524303	3.7209207e-05	0.0031467003	0.005927563	0.27458236	0.44595307	0.110040374	0.07341995	0.0864775
r	0.04871367	0.0015185169	0.00025860505	0.0007804886	0.013436062	0.671619	0.2103376	0.008229938	0.04510617
o	2.3908762e-05	0.000112339585	0.00090608984	0.011877552	0.19761476	0.51856035	0.104243875	0.11223996	0.05442113
n	0.0016532423	0.00084670295	0.00018159868	0.0004840932	0.007917563	0.3447911	0.4519862	0.041430034	0.15070942
t	1.7725855e-05	3.9517345e-06	2.3802297e-05	7.859056e-05	0.022560714	0.074916266	0.39515635	0.35073808	0.15650445
a	1.3160504e-06	6.806983e-07	4.795218e-06	5.032119e-05	0.0075208033	0.013971153	0.373188	0.3460937	0.25916922
s	0.00044653134	0.00029287874	0.00014112642	0.0008327599	0.0098515265	0.09658222	0.49280307	0.08445496	0.31459486
t	1.602698e-05	3.4180728e-06	7.942045e-06	3.618748e-05	0.0035318031	0.0066221566	0.26463416	0.48426607	0.24088229
i	1.2248686e-06	7.1360967e-07	3.1396703e-06	2.3735767e-05	0.00087713037	0.0017803415	0.15734747	0.57178694	0.2681793
n	0.0003208772	0.00032437738	0.00020033312	0.0010916324	0.009444955	0.019177072	0.22619799	0.16646376	0.576779
a	6.190176e-06	1.5976843e-06	3.4724405e-06	1.5679549e-05	0.0007850613	0.00093868177	0.10450871	0.61982256	0.27391797
g	0.0022379018	0.00235988	0.00071754603	0.0030557003	0.0037919579	0.0052475096	0.05884753	0.58491373	0.33882827
l	2.9964134e-05	5.4286584e-06	7.807046e-06	1.3945891e-05	0.0005495086	0.0011717809	0.0338743	0.6091118	0.35523552
i	9.258983e-07	2.447153e-06	5.2769606e-06	1.6444528e-05	0.00013315464	0.0009361066	0.009845447	0.43790397	0.55115616
s	0.009017658	0.0023749608	0.00075888477	0.0009354582	0.006564723	0.0049874764	0.040353797	0.17793116	0.75707585
ì	6.9168493e-07	6.803226e-07	7.33184e-06	2.4011582e-05	0.0002250558	0.0012940721	0.010675129	0.45266262	0.5351104
a	0.044279844	0.025545856	0.012045392	0.016511617	0.08676653	0.04841708	0.20962659	0.13701287	0.4197943
</S>	0.00956906	0.009674695	0.005856918	0.012804989	0.06852582	0.015076744	0.1814328	0.16409826	0.5329607
