 	è	che	stanno	ancora	alzati	</S>
è	0.983996	0.014792011	0.00082575786	0.0003438911	3.4171233e-05	8.12868e-06
n	0.8670343	0.102787204	0.030063095	8.723914e-05	9.479753e-06	1.8663439e-05
a	0.49776408	0.44557327	0.055596307	0.00041460642	5.487176e-05	0.00059687695
s	0.10204867	0.470772	0.4238777	0.0021791589	0.00024954497	0.00087302335
t	0.0032478918	0.8329143	0.16208446	0.0016447739	1.28644e-05	9.5592215e-05
a	0.004551966	0.91697204	0.0746605	0.0036910295	5.1198243e-05	7.3344396e-05
s	0.0009505169	0.037711725	0.9516653	0.008233074	0.0009853366	0.00045400305
ù	0.00012511107	0.2678753	0.6455004	0.08457963	0.00017951062	0.0017400236
n	0.009656034	0.023147326	0.75306344	0.19899729	0.006987044	0.008148833
e	0.00021065728	0.10947017	0.80315685	0.07390244	0.0018349803	0.011424864
a	0.009168103	0.01102788	0.3312694	0.5103789	0.07531809	0.0628376
n	0.020523155	0.010541518	0.12001537	0.60656786	0.10571177	0.13664024
k	3.395627e-05	0.0011981395	0.013824139	0.9048083	0.023618905	0.05651655
ò	1.47208675e-05	2.5271205e-05	0.00037806784	0.18448512	0.25031874	0.5647781
r	0.0022485373	6.454592e-05	0.00028864344	0.35418156	0.56431	0.078906685
a	0.00035491685	0.00070492155	0.008081199	0.9100271	0.020515816	0.060316015
o	0.010489935	0.0002902475	0.0002572235	0.04134749	0.78301275	0.1646024
r	0.03192988	0.0007520504	0.0001606785	0.014376682	0.75768256	0.1950981
t	7.5791926e-05	0.0003376405	0.00081627263	0.11586482	0.21143386	0.67147166
ì	4.1264384e-06	1.9533077e-06	4.910634e-06	0.019066954	0.2108376	0.7700845
</S>	0.020912308	0.00033475153	0.0004158651	0.020333996	0.4343775	0.52362555
