 	volevo	Maria	domani	di	venire	da	me	</S>
ì	0.99801093	0.0011400104	0.00066416484	0.00015186271	3.176265e-05	7.636799e-07	1.5534967e-07	3.4888538e-07
t	0.92713714	0.07285276	9.668861e-06	7.007831e-08	1.8298958e-07	3.7657024e-08	1.2341864e-08	2.3740023e-08
e	0.9664393	0.032223247	0.0007285836	0.0005654147	2.4442168e-05	4.8184133e-06	3.7858447e-06	1.0454907e-05
l	0.105445005	0.8924052	0.00213173	1.1868508e-05	5.015704e-06	4.95214e-07	1.2888661e-07	4.4830384e-07
a	0.023952996	0.8289295	0.044667713	0.09695988	0.0046411497	0.00049058587	9.711502e-05	0.00026105033
e	0.082284965	0.9159251	0.00084969297	0.00079999596	0.00013347948	6.2378235e-06	1.983543e-07	3.4883917e-07
M	0.00072154176	0.9930473	0.005672555	0.0004792681	7.679384e-05	2.4035373e-06	5.7821072e-08	1.3204348e-07
a	0.001202018	0.42149818	0.14383242	0.41174045	0.018729992	0.0012923939	0.00027291483	0.0014316156
r	0.015502195	0.9732723	0.007131543	0.003975577	0.00010994175	6.1492456e-06	1.0093056e-06	1.2496108e-06
ì	0.0035067147	0.19712634	0.08548723	0.6542284	0.05069967	0.005078249	0.00073321024	0.0031401806
a	0.27688	0.14887197	0.06907628	0.47287565	0.029241204	0.0025880649	0.00022219836	0.00024471487
à	0.49639437	0.056303456	0.09001305	0.33662295	0.01931458	0.0011402738	8.975588e-05	0.00012148313
v	0.02962654	0.023088712	0.6293974	0.2868934	0.027306423	0.0023024636	0.0004142443	0.0009708037
v	1.0219313e-06	7.925944e-05	0.93653023	0.017318541	0.02425171	0.008986519	0.006145562	0.0066873147
r	0.00014411083	6.554663e-05	0.4676154	0.43075955	0.080971524	0.011050194	0.0044901483	0.004903522
i	0.0115914345	0.00013302387	0.049051203	0.878299	0.04682155	0.0048643197	0.0015120928	0.0077275266
n	0.08076147	0.0058156713	0.014585654	0.5030726	0.3416533	0.04615448	0.0028068412	0.005149928
a	4.4174335e-06	2.0914852e-06	0.34023178	0.39282	0.18835346	0.02625052	0.011459542	0.040878203
r	0.04619697	8.523044e-05	0.0017984504	0.025450474	0.67716545	0.2243666	0.0081418175	0.016795047
t	7.4854084e-05	3.5730965e-05	0.011075776	0.24436872	0.2752064	0.12935472	0.078266434	0.2616174
i	1.0161639e-06	9.3861516e-08	0.00017854194	0.0077966857	0.22993457	0.3629383	0.09833669	0.30081412
s	0.0042946334	3.849576e-06	6.502079e-05	0.0015481736	0.07705606	0.7335557	0.06368451	0.11979205
e	3.0345798e-05	1.4302544e-06	0.0010916032	0.0017089157	0.12768014	0.36039764	0.18055344	0.32853657
m	0.0014386406	3.4965133e-06	9.3569455e-05	0.0006674407	0.02686132	0.5668806	0.17088209	0.23317285
è	0.00015719736	8.0775735e-06	0.00071365084	0.0016082583	0.006536889	0.14178236	0.2523974	0.5967962
n	0.034263	9.2968985e-05	0.000960271	0.0024940476	0.023163484	0.099096775	0.42349792	0.41643152
a	2.776124e-05	0.00017682715	0.0051758643	0.0002496185	0.0019312592	0.0689752	0.34898323	0.5744802
</S>	0.0061482955	0.0001693548	0.0017319123	0.0025023492	0.028420646	0.052159034	0.38582528	0.5230431
