 	il	vestito	della	sposa	deve	essere	bianco	</S>
o	0.90724534	0.0300229	0.06233298	0.00035331672	4.1979307e-05	1.3703984e-06	2.0310779e-06	1.3527824e-07
à	0.9868326	0.001940842	0.011112496	7.566682e-05	2.4129116e-05	1.1751521e-05	5.491989e-07	1.9498925e-06
b	0.53780925	0.020458177	0.4404609	0.0008685091	0.00019278319	0.00012750567	1.6912882e-05	6.597783e-05
b	0.10845518	0.14077006	0.69433063	0.021952227	0.01835225	0.010716102	0.0026304112	0.00279306
e	0.02609559	0.81198776	0.15780255	0.0033603723	0.00059468666	8.087364e-05	6.360109e-05	1.45260865e-05
t	0.004922367	0.6003735	0.3314575	0.05784386	0.004666278	0.00065133226	3.091265e-05	5.4292985e-05
o	0.012249685	0.74958205	0.16594519	0.06098957	0.009982296	0.0009281122	0.0001480364	0.00017506529
u	0.09076898	0.21103233	0.2528418	0.3999774	0.041829117	0.0032211163	0.00018098218	0.00014825507
k	0.068699114	0.018224819	0.03839216	0.71233696	0.1536583	0.008406121	0.00011955935	0.00016292559
o	0.0034643284	0.12870124	0.6132356	0.21975046	0.030578203	0.0024247589	0.0010716934	0.00077364367
r	0.22350907	0.05439153	0.18138137	0.45529094	0.08222609	0.002831566	0.00030097165	6.853974e-05
a	0.00013110835	0.016523777	0.3830426	0.5231858	0.06764373	0.006592448	0.00061459123	0.0022659032
s	0.016136881	0.0036767565	0.023714567	0.8078192	0.1345626	0.012533047	0.0010647214	0.0004921811
ì	3.8232025e-05	0.0017447617	0.016872125	0.79707783	0.16420889	0.014581735	0.00163518	0.0038412244
u	0.003442511	0.0005872185	0.0013193215	0.69560796	0.26510793	0.030497983	0.002354912	0.001082086
è	0.001361569	0.00020849178	5.2407504e-05	0.40006912	0.49132583	0.10207762	0.0017930358	0.0031120116
n	0.0005061034	9.168015e-05	0.00014949177	0.10687706	0.5282003	0.32305765	0.010412439	0.030705241
a	1.8038522e-06	2.208429e-05	0.00018757544	0.2575133	0.46086168	0.17139304	0.06880864	0.041211758
n	0.0004672805	7.288538e-05	6.2579595e-05	0.060861353	0.51769656	0.37520543	0.01959947	0.026034484
e	6.7757205e-06	0.00021196454	9.191028e-06	0.24416976	0.559801	0.11363095	0.04610666	0.03606371
à	0.00077018386	7.015316e-05	4.8545226e-05	0.0032817756	0.24604152	0.66252863	0.020061139	0.0671981
s	0.00010052551	1.6479658e-05	9.331235e-05	0.005542601	0.13664126	0.7095906	0.040155943	0.1078592
p	2.6472655e-06	9.424657e-06	3.1781913e-06	0.0060008178	0.13432956	0.30029154	0.34636432	0.2129985
r	2.6326695e-06	8.652301e-06	8.173448e-06	0.0018846547	0.006017566	0.05726725	0.76454854	0.17026259
o	8.362984e-05	0.00015013902	8.703927e-05	0.0029981937	0.008393211	0.0797411	0.63725716	0.2712895
</S>	0.0039524264	0.0010384114	0.00086280156	0.00526808	0.033157263	0.06927644	0.43898365	0.44746086
