 	il	morto	vuole	pianto	</S>
t	0.99418217	0.005581685	0.0001766678	4.7028345e-05	1.2343043e-05
o	0.98220557	0.017660506	8.099081e-05	4.3213513e-05	9.68938e-06
n	0.97055954	0.029169131	0.00023167004	2.0771788e-05	1.8841223e-05
a	0.9053885	0.09298281	0.0014059513	0.0001496563	7.310749e-05
p	0.9084375	0.08607925	0.0049385894	0.00020514206	0.00033963894
e	0.07057046	0.92129546	0.006775724	0.0009085613	0.00044977816
s	0.03665386	0.8802322	0.08022814	0.002339503	0.00054628256
a	0.04413689	0.88555485	0.056633122	0.005841583	0.007833522
m	0.06455341	0.67753136	0.2211382	0.027766692	0.009010292
m	0.013157777	0.7949853	0.14807074	0.029429285	0.0143568665
è	0.0028032379	0.011416249	0.5147999	0.041422237	0.42955834
n	0.0053327433	0.04032809	0.7024827	0.21039093	0.041465506
o	0.0016276266	0.92260593	0.04904114	0.020321958	0.0064033265
t	0.002715705	0.005299379	0.4673342	0.3731838	0.15146698
è	4.0859355e-05	0.0009852714	0.6414895	0.27515206	0.08233232
l	0.004873971	0.001484096	0.6767998	0.14146173	0.1753805
i	9.772704e-06	0.0007081522	0.5922996	0.29808268	0.10889979
g	0.00318487	0.00029215965	0.03447308	0.386771	0.57527894
l	2.285988e-05	0.0002912015	0.026689984	0.8313105	0.14168544
e	1.2119535e-05	5.1921692e-05	0.0011673188	0.7642884	0.23448025
m	0.008814178	0.000548685	0.004065051	0.6968448	0.28972727
m	3.1921587e-05	6.899529e-05	0.0057985447	0.37178737	0.6223132
è	7.429238e-05	9.529124e-06	0.0023569677	0.0076120286	0.98994714
n	0.34201476	0.058253367	0.033694856	0.2770153	0.2890217
o	8.744379e-05	5.3903386e-05	0.00057966856	0.88653785	0.11274117
</S>	0.028124524	0.0048229233	0.0832974	0.027598387	0.85615677
