 	credo	che	stanno	ancora	svegli	</S>
p	0.9852055	0.012347161	0.0017028173	0.0006823404	5.843782e-05	3.697123e-06
i	0.9650886	0.034431808	0.0004641074	1.4409668e-05	9.655018e-07	1.8794304e-07
s	0.89688253	0.10049221	0.0026166765	6.6684815e-06	1.1710176e-06	7.4374515e-07
t	0.29129085	0.67633235	0.030399015	0.001842584	0.000119068485	1.601335e-05
è	0.3519418	0.636113	0.0109290425	0.0009691898	4.2677733e-05	4.344614e-06
o	0.2112406	0.7529728	0.03558649	0.00014054321	5.3136322e-05	6.417693e-06
k	0.0146414805	0.8422277	0.14268193	0.00034779566	8.937048e-05	1.1719111e-05
a	0.025279658	0.76364565	0.18432738	0.024800895	0.0016746487	0.0002716307
s	0.006624848	0.22776775	0.754448	0.008073034	0.002966218	0.0001201768
t	0.0013257616	0.4802559	0.42689273	0.086164944	0.0033801598	0.001980381
è	0.00048357173	0.006143617	0.48000237	0.4778698	0.023508344	0.011992354
o	0.0017075035	0.005960102	0.8437434	0.08658341	0.058153864	0.003851818
n	0.0086742155	0.013500814	0.8159792	0.11632777	0.033574905	0.01194313
e	5.1807292e-05	0.0031212245	0.35502338	0.5836072	0.04965427	0.008542077
a	0.009991177	0.00011478698	0.032909095	0.6386324	0.2916488	0.02670373
n	0.004076832	0.00208436	0.06074882	0.588404	0.17805216	0.16663387
k	9.588553e-06	2.4975016e-05	0.007908853	0.8691123	0.09219816	0.030746043
ò	4.834959e-07	1.8710895e-06	0.0013997379	0.1945389	0.18870145	0.6153575
r	0.00083287933	4.114628e-05	0.00097615755	0.47441807	0.44429004	0.0794417
a	1.181754e-05	0.00016631847	0.0049508666	0.8243859	0.14610429	0.024380736
a	0.0012584729	0.0001437182	0.0002632856	0.033407263	0.758834	0.20609324
t	0.0016139454	0.00042299565	0.0003445187	0.025403919	0.18630368	0.78591096
s	1.4169723e-05	7.988802e-06	8.247902e-05	0.20618242	0.44815624	0.34555677
ù	5.5596665e-06	1.7625088e-06	1.8424076e-05	0.052180346	0.13771021	0.8100837
n	0.0005795966	0.00037976957	0.0017300522	0.016583454	0.21974799	0.7609792
n	2.8155597e-05	8.153839e-05	0.00026664723	0.046815146	0.47608212	0.47672638
i	8.20853e-06	4.6099985e-06	1.477255e-05	0.03869198	0.2612973	0.6999831
t	0.0010785733	0.00073384575	0.0009435643	0.00862618	0.025211496	0.9634063
i	0.00024997297	0.00013770054	6.3693435e-05	0.08765222	0.16961987	0.74227655
</S>	0.058565147	0.025759537	0.023245052	0.023064332	0.015808089	0.8535579
