 	lo	posso	finire	di	scrivere	</S>
o	0.9927966	0.0071877283	1.1486668e-05	2.8416425e-06	6.130486e-07	7.619464e-07
s	0.015310868	0.9839691	0.0006382321	4.4275395e-05	1.540818e-05	2.225048e-05
ò	0.14897306	0.84344476	0.0072064428	0.00031449788	1.0928833e-05	5.0292e-05
z	0.0065160505	0.99309033	0.00035495346	1.7254044e-05	7.903863e-06	1.35353275e-05
o	0.8996497	0.0922012	0.0073167225	0.00043495293	3.971998e-05	0.000357746
s	0.0010754318	0.9586024	0.03919547	0.0010174557	5.518946e-05	5.399425e-05
p	0.04521152	0.64709234	0.29751375	0.008125917	0.0002540513	0.0018024291
i	0.07132908	0.25047135	0.5940613	0.06971609	0.0019528264	0.01246939
c	0.0031459392	0.022017045	0.9623008	0.010657765	0.0010635857	0.0008147892
c	0.004112212	0.030725688	0.9314949	0.025544424	0.00092762656	0.0071951034
è	0.00077721465	0.04242121	0.0421466	0.44694877	0.13433972	0.3333665
t	1.8777124e-05	0.00015223076	0.96994746	0.022243645	0.0032724224	0.0043654004
s	7.2380106e-05	0.0065648668	0.8723185	0.054001983	0.006706047	0.060336307
i	0.00056305213	3.9836515e-05	0.5153135	0.2620773	0.046280745	0.17572565
à	0.00357191	0.00025283566	0.090795465	0.640835	0.11449155	0.15005332
t	0.0041081794	0.00036733566	0.009963155	0.67911136	0.08962112	0.21682882
s	4.726977e-06	2.759348e-05	0.069696695	0.30910254	0.12193122	0.49923715
e	0.000115857656	2.0733014e-06	0.0010224271	0.2603914	0.37925044	0.35921782
g	0.01710768	0.0011403799	0.0053315884	0.102885224	0.2372426	0.6362925
r	0.00016561967	5.5176897e-05	0.02426205	0.046928775	0.1788256	0.7497628
à	7.6834e-06	3.8273287e-05	0.0007363694	0.009880272	0.15974444	0.82959294
t	0.0115559455	0.0012456757	0.009185007	0.012763166	0.052409038	0.9128412
s	6.487373e-05	2.3235623e-05	0.0053067557	0.007401137	0.15869758	0.82850635
i	0.0004275126	7.493093e-05	0.0002809113	0.0043941922	0.414172	0.5806505
</S>	0.026320841	0.006073379	0.008463875	0.026228929	0.032888785	0.9000242
