 	sapeva	che	fa	freddo	e	non	aveva	di	nuotare	</S>
ì	0.9723971	0.017846543	0.008456482	0.0012258294	5.7775753e-05	7.445654e-06	7.5842117e-06	8.0793706e-07	3.5263992e-07	2.1851436e-07
t	0.98764616	0.01231808	2.9465635e-05	5.891649e-06	3.272793e-07	2.492536e-08	7.0631714e-08	5.8144267e-09	1.6744206e-09	4.5422412e-09
s	0.7808744	0.1771184	0.031447127	0.008943028	0.0011784291	0.0002650855	0.00012939333	2.5978987e-05	7.69427e-06	1.05971e-05
e	0.93600124	0.062908866	0.0010287253	5.967872e-05	1.0721229e-06	2.595629e-07	9.327099e-08	9.047305e-09	1.7523786e-09	5.0768114e-09
r	0.50993	0.4659569	0.021543326	0.0024750582	8.199749e-05	6.946104e-06	5.000806e-06	3.3395523e-07	7.629028e-08	3.1767433e-07
e	0.028096827	0.70972055	0.20263794	0.04931911	0.0070833704	0.0023880068	0.00068446127	5.240757e-05	4.0468685e-06	1.3257067e-05
k	0.019711193	0.92460793	0.052588124	0.0029300852	0.00012385122	3.3457487e-05	5.0525005e-06	2.1977638e-07	8.93181e-09	3.1436496e-08
a	0.0010354185	0.48308668	0.4154917	0.09068113	0.0071416963	0.0019113545	0.0005579221	6.154172e-05	1.1852611e-05	2.0790121e-05
k	0.01600198	0.84443986	0.132897	0.005642472	0.00051751547	0.0004744412	2.5363603e-05	1.2598337e-06	4.352463e-08	1.6543255e-07
à	0.0006751126	0.22940949	0.59163034	0.16554676	0.0099935485	0.0018978526	0.000694155	9.653702e-05	2.1003647e-05	3.5241777e-05
n	0.016207013	0.17692758	0.714896	0.07832115	0.006003261	0.0073563494	0.0002582453	2.5291405e-05	1.1526645e-06	3.834502e-06
n	0.00019831111	0.21544278	0.64705235	0.13332511	0.0034967142	0.00016261217	0.00023861966	3.1690826e-05	1.9156256e-05	3.2590455e-05
i	1.2341503e-05	0.002856206	0.7799789	0.20217697	0.011238402	0.0028259524	0.0006560671	0.00010876439	4.9332928e-05	9.710585e-05
t	0.002856604	0.002035939	0.15108474	0.7438808	0.074468754	0.022109153	0.0033886994	0.00014475784	5.252458e-06	2.5337908e-05
s	1.7877406e-06	5.8005524e-05	0.27536693	0.6468535	0.06309662	0.009818216	0.0040403926	0.00044573843	7.4059986e-05	0.00024479345
ì	3.6075555e-06	5.2863584e-06	0.061130967	0.607417	0.22152513	0.07122398	0.031547934	0.0039625694	0.00074818905	0.0024353757
c	0.005859198	0.000427592	0.0035259426	0.6809181	0.2615001	0.03701302	0.010075993	0.00055785483	2.4027097e-05	9.812404e-05
h	5.7955617e-06	3.617852e-05	0.017906826	0.80471665	0.13290931	0.007575071	0.026855601	0.0054251123	0.0024147278	0.002154695
r	7.218687e-05	8.8879475e-05	0.0023771424	0.4750639	0.33524457	0.09115026	0.06441885	0.01833449	0.0058007156	0.0074490337
a	0.0002310915	0.00026283675	0.0028424973	0.7094533	0.21155903	0.04789666	0.020223185	0.0033124455	0.0007706864	0.0034482698
c	0.014624028	0.00074326596	0.0004611563	0.078657866	0.67866385	0.15259019	0.06783416	0.005187108	0.00015376495	0.0010846268
e	8.7842425e-05	0.00014893986	0.005688158	0.26031932	0.53054416	0.10454369	0.0721934	0.013261409	0.003309505	0.009903639
e	0.04611299	0.00020396213	6.299283e-05	0.0026206633	0.30581298	0.449938	0.16961586	0.016205624	0.0011775375	0.008249346
n	0.0020767604	0.00013927474	2.4787607e-05	0.0032311042	0.49573115	0.2888044	0.19371407	0.013540463	0.0002701181	0.0024678896
ì	2.960885e-06	2.6427444e-06	5.2052474e-05	0.0030045814	0.2714882	0.19452557	0.31086165	0.12394431	0.044960003	0.05115805
c	0.015763305	0.00016041052	3.4060995e-05	0.00046379864	0.09946747	0.21354951	0.5102391	0.12180456	0.012637117	0.025880665
h	8.8838635e-07	1.8535349e-06	6.66592e-05	0.013806392	0.3088471	0.047825437	0.42569515	0.12174395	0.043989584	0.038023077
e	1.203186e-06	7.1126456e-06	0.000101665995	0.0009113042	0.020033957	0.024737647	0.1248225	0.34499454	0.2144135	0.26997656
n	0.0018705415	0.00034334228	0.00021281272	0.00088502164	0.037492372	0.061721165	0.116473004	0.469005	0.05435582	0.25764087
a	1.4937522e-05	1.5881844e-05	4.242216e-05	0.00055511616	0.022548331	0.021385416	0.14173456	0.35739744	0.21158423	0.24472165
n	0.0039749844	0.0005577702	0.00026320328	0.00047747305	0.0030554032	0.049181525	0.06568449	0.43886465	0.17455797	0.26338243
a	1.741301e-05	1.599841e-05	2.2992625e-05	0.00014368542	0.004682134	0.011937813	0.07447008	0.32990873	0.26448005	0.31432113
t	0.003989101	0.000725839	0.00047671012	0.0007003998	0.0020981508	0.036846265	0.02606142	0.19927756	0.39698863	0.33283588
è	7.3392544e-06	6.3256743e-06	8.17932e-06	3.7407553e-05	0.0010689343	0.005604972	0.03227605	0.2987281	0.3352399	0.3270228
t	0.005645583	0.0009894912	0.0006222018	0.00069364253	0.0012987206	0.023853721	0.010510106	0.056803875	0.52505374	0.37452894
s	6.3659713e-06	4.937553e-06	6.4955175e-06	8.612507e-05	0.0020797057	0.0005416882	0.04094828	0.2938099	0.35927138	0.30324513
i	4.670433e-07	6.080574e-07	1.953511e-06	1.992033e-06	2.0500216e-05	0.00087137724	0.00053891336	0.0341815	0.5497697	0.41461295
</S>	0.0043502753	0.00238708	0.0014881744	0.002376373	0.014747646	0.039544657	0.008162774	0.041824482	0.2418466	0.6432719
