 	devo	comprare	il	pane	ogni	giorno	</S>
è	0.9805889	0.00110676412	9.7822696439e-05	0.000283901450917	0.000445287314639	0.00239432950511	0.0150829650023
n	0.972400733333	0.0159552153733	0.000801248106439	0.00019819741425	0.000429973147973	0.000951933838442	0.00926267733562
a	0.723145744444	0.228279746458	0.0379115068688	0.00214731641808	0.000673649682658	0.000505721086147	0.00733627081754
v	0.327501439548	0.297580521486	0.0692208336229	0.0628843258727	0.0566784911609	0.099473259502	0.0866611129782
o	0.109370186456	0.216939629829	0.253536852541	0.0953831886242	0.0782434800536	0.132644676877	0.113881982459
r	0.0418421790253	0.31190959661	0.477492150847	0.0523868605414	0.0327004770179	0.044635947169	0.039032786453
à	0.0193051853254	0.247534731203	0.636962816949	0.0470670578471	0.0173025823393	0.017832968223	0.0139946779177
s	0.0064471534688	0.0931066392677	0.55845392565	0.0617720492824	0.0144440217798	0.050497700741	0.215278494239
o	0.00215548554466	0.0335038732241	0.254282685217	0.351133106427	0.0160613355933	0.0591795451803	0.283683886313
t	0.000718550376768	0.0111789259096	0.212991225072	0.630763815476	0.0201227391978	0.0205560904601	0.103668567338
o	0.000239572125728	0.00373726991387	0.182980645924	0.723233338492	0.0359139263993	0.00781102415337	0.0460841721127
t	7.99974245745e-05	0.00126822092529	0.0932409095413	0.814813612831	0.0648552281331	0.00471880958446	0.0210232225042
s	5.23495008715e-05	0.00112912915176	0.0957115598471	0.630836604277	0.0830298013777	0.00533157919482	0.183909016635
o	4.29936526067e-05	0.00106055560976	0.065942192949	0.584723634759	0.100828409126	0.00584853989827	0.241553709878
m	3.68078098517e-05	0.000456758895763	0.0233673043163	0.56127453492	0.309841276375	0.0173565901328	0.0876667490593
ì	3.47482328375e-05	0.000256778589588	0.0095460013721	0.30484370164	0.603166025458	0.0343822313776	0.0477705084531
k	1.17783413528e-05	0.000208530570863	0.00792071472403	0.202978450547	0.634064161819	0.0901609704592	0.064655375151
a	4.11932074918e-06	0.000191145864706	0.00668142630048	0.136844904682	0.521592160606	0.204699110153	0.129987116717
i	1.37344116267e-06	6.37351202699e-05	0.00223856155196	0.047749422094	0.413090953535	0.311207933384	0.225648025572
m	3.09730452226e-06	2.26713364733e-05	0.000769157666653	0.0221352390647	0.444214817845	0.344001814461	0.188853219857
è	3.67949807742e-06	1.04337825911e-05	0.000311043382218	0.0128634715216	0.416953862615	0.47888139482	0.090976104619
r	1.24163166614e-06	1.40239038637e-05	0.000297476014073	0.00674525534053	0.251560530872	0.668296588273	0.0730848582063
i	4.21111458443e-07	1.37518016582e-05	0.000251289563448	0.00451093479684	0.143484091957	0.569552286091	0.282187216069
</S>	2.10559478317e-07	6.87620938455e-06	0.000125788394859	0.00227360892342	0.0763551384785	0.426002493045	0.495235888034
