 	il	cibo	vuole	mangiato	appena	lo	cucini	</S>
o	0.617868775	0.1512799183	0.00729311535	0.00313784678	0.02400744933	0.004289566515	0.02202569639	0.170097712521
m	0.451053991667	0.206149212767	0.0110821011167	0.0132642684467	0.220828343997	0.0126530808483	0.02686707439	0.0581019790878
a	0.201911340556	0.359270024256	0.0704257390389	0.0171213531489	0.286520046432	0.0154807244494	0.028483244838	0.0207875536233
r	0.314050240185	0.469424898085	0.0895512496796	0.00737259988297	0.0961599664107	0.00685778588313	0.00958734661733	0.00699592288177
ì	0.318177992062	0.595389999362	0.0396732825599	0.00451518426099	0.0326025036469	0.00389695679771	0.00333233646244	0.00241175088859
o	0.107994642625	0.564474296454	0.308171180187	0.00484226155366	0.0110738488823	0.00138666091924	0.00117693556681	0.000880210414197
e	0.0360488263657	0.254018312151	0.695670193396	0.00800298018455	0.0045673563841	0.00085242062308	0.00042866026827	0.000411265428066
t	0.0125717782086	0.125624410717	0.827214731132	0.0288680610615	0.00372325156137	0.00150389187436	0.000193599283423	0.000300275789355
è	0.0047433689182	0.119453313572	0.592579907044	0.232845867021	0.0460702051871	0.00199327929145	0.00116224669514	0.00115183798979
l	0.00189740595473	0.147800194524	0.227336285015	0.40537328234	0.188282648396	0.00146246239715	0.00236412286505	0.0254836155299
i	0.000916141808	0.097108253808	0.094141390005	0.51351091078	0.257547226132	0.00203270956572	0.00180694924168	0.0329363823766
f	0.000348238935757	0.0456654635693	0.0486190430017	0.577537383593	0.303536775377	0.0116791589219	0.00110309616723	0.0115107891455
a	0.000159129659952	0.0284222404698	0.0365104576672	0.591578041198	0.321252785126	0.0163333076406	0.000827162665743	0.0049168590685
m	0.000268985068017	0.0158276344366	0.0352391095557	0.688820270399	0.232956358375	0.0236683202135	0.000488734798581	0.00273056141283
è	0.000308100456339	0.0116696925789	0.0182076641852	0.7260292668	0.215524129458	0.0246972037378	0.00162424963286	0.00193967126094
n	0.000105604428393	0.00407823089263	0.00679500809173	0.523793728933	0.449063319819	0.0109704785793	0.00215681824429	0.00303682612031
o	3.53417570146e-05	0.00136374436093	0.00240081372724	0.209169288511	0.67813718994	0.0964831898598	0.00309967478143	0.00931075180677
a	1.18829332751e-05	0.000454816184192	0.000994319375747	0.0800386807037	0.53806465998	0.346332833287	0.0110383989271	0.0230644162689
p	4.92180675837e-06	0.000197531648231	0.000471494556916	0.0573712272346	0.531416733327	0.374920881096	0.0140088099757	0.0216084189563
p	0.185974332845	0.0144019788694	0.00645416715064	0.0595804720782	0.532728854442	0.182255503032	0.00746352642523	0.0111411518521
è	0.247964192977	0.0191402665265	0.00855314668355	0.0563007373594	0.536995091481	0.104815993677	0.0136307585751	0.0125998149507
n	0.0826556746894	0.0064297227077	0.00299503370018	0.0380834157865	0.77649427716	0.063872245559	0.0156261661917	0.0138435069836
a	0.0275519202406	0.00214370196529	0.00100454981656	0.0134946599688	0.587853119053	0.27111602952	0.0308681920639	0.0659678696612
o	0.00918402591754	0.000714588099029	0.000339256877353	0.00452977978627	0.203188291351	0.582730493173	0.0947342073546	0.104579356554
m	0.00306358415931	0.00025533623975	0.000124603795118	0.00507303301876	0.126285942117	0.690402494391	0.113016352452	0.061778607618
a	0.00102339095666	0.00010231060626	7.47706700393e-05	0.00526123523625	0.099985261039	0.644339071464	0.0821675008173	0.167046411306
r	0.00102545153088	0.000135260131763	0.000107283113346	0.00212344630875	0.0344227940797	0.694947250488	0.0639172736058	0.203321202435
è	0.00102621683672	0.000149932850254	0.000115351864449	0.00111775974292	0.0140140238932	0.597632650163	0.281599304535	0.104344748145
i	0.000342157982903	5.37460762453e-05	6.01060560163e-05	0.000446775312353	0.00646184611273	0.286658400054	0.400864421512	0.305112551382
</S>	0.00017108055781	2.68739178636e-05	3.03771298082e-05	0.000223454293247	0.00324886157887	0.196815775027	0.292044490756	0.507439075691
