 	lo	sentii	ee	che	arrivava	</S>
t	0.73815449	0.0316716545	0.001229312975	0.00351283746	0.0013139399778	0.224117762571
o	0.88915743	0.0329788068333	0.000951335775	0.00174392272667	0.000442252823133	0.0747262628647
n	0.943744493333	0.0286329146111	0.00118274069167	0.00136541610889	0.000153102827878	0.0249213266325
ì	0.670242194444	0.286545877204	0.0246715638639	0.00489532996963	0.00260385425079	0.0110411629284
k	0.339698544815	0.419171332401	0.036407945288	0.00923935132321	0.00350551029026	0.191977319643
u	0.203889822972	0.2137214608	0.253710267429	0.0511686251077	0.00398025197009	0.273529566548
s	0.0974902606907	0.1581644736	0.41807449581	0.200826938369	0.00457923939003	0.120864569183
a	0.0618583151564	0.115235051367	0.416227288603	0.337106636123	0.00805307253001	0.061519602061
e	0.0206297985776	0.0385902249157	0.433153686201	0.421426812041	0.0415106331767	0.0446888190203
e	0.00688730014513	0.0129389156086	0.2913417854	0.56969776068	0.0881864257256	0.0309477913401
k	0.00662179640164	0.0325718128795	0.157291985133	0.705523910227	0.0732410939085	0.0247493724467
a	0.00653260173686	0.0391113314222	0.0822293043777	0.712986680076	0.0877724366362	0.0713676174822
è	0.00217791365416	0.0130452741964	0.0354547031259	0.583041936692	0.261230912212	0.105049245827
s	0.00263409335695	0.0046780784388	0.020142659042	0.619941745564	0.262041935071	0.0905614952757
t	0.00327085061898	0.00212244797293	0.010052727614	0.720989301855	0.116275881024	0.147288788425
a	0.00157533488234	0.000947547292948	0.003584268546	0.469180442285	0.204221202008	0.320491202808
z	0.000682398330125	0.000570785752954	0.00242984882333	0.402205949095	0.238061362003	0.356049664269
z	0.306779981637	0.0143114599843	0.00210515480444	0.383167617032	0.108795157041	0.184840639756
e	0.408655254392	0.0186367786584	0.00078648811548	0.141123163344	0.0774397807203	0.353358534919
</S>	0.204327667966	0.00931843232469	0.00040658938374	0.073568487172	0.10045999536	0.611918817459
