 	non	ti	dimentichiamo	mai	</S>
e	0.618410415	0.3279363865	0.0167256067	0.005712268765	0.0312153155021
s	0.576823038333	0.371904928833	0.0369486372333	0.00387018129833	0.0104531983988
e	0.451715765011	0.503554856278	0.0379801354111	0.00321034918278	0.00353885585193
a	0.151448615854	0.826940852093	0.019265999137	0.00115001987426	0.00119445244031
l	0.0546495632347	0.623999176364	0.275524090712	0.0450743048881	0.000752830314103
l	0.0359057447449	0.538212417788	0.364904081571	0.0600130709627	0.000964646004701
i	0.0255481603543	0.741027605929	0.20936607519	0.0219448366542	0.0021132777349
m	0.0094719176574	0.624103901976	0.32255082173	0.0416016058847	0.00227173165163
o	0.00411271866145	0.427899733992	0.500334590577	0.0598216946282	0.00783128595721
n	0.0013983785928	0.538759021331	0.413167520192	0.0370108065427	0.00966431961907
ù	0.000496859505933	0.51532135711	0.252937426731	0.201900781181	0.029343607173
m	0.000182462526978	0.506999125703	0.18636388891	0.263623870394	0.0428306860577
e	7.43397792015e-05	0.471911573134	0.09928503297	0.313371653465	0.115357422353
m	2.73932534426e-05	0.180335487278	0.15205792099	0.531982604488	0.135596598118
à	1.17996844275e-05	0.084782983426	0.15195102133	0.676466351496	0.0867878583727
i	3.98876906503e-06	0.0301567716963	0.0587916288767	0.608610867165	0.302436777791
</S>	1.99450124631e-06	0.0150948176796	0.0319737355884	0.449163133583	0.503766363896
