 	l	ho	sentito	quando	veniva	</S>
t	0.5441867	0.028396246	0.0548053835	0.01632010725	0.0148037589	0.341487853512
o	0.765188576667	0.0597330333333	0.0445186323	0.0114919489167	0.00521540999	0.113852409556
n	0.759988148889	0.176628919111	0.0161252341	0.00739836010557	0.00190366625	0.0379556803943
ì	0.473443473296	0.499050329704	0.00812643406667	0.00578479983519	0.000829997613333	0.0127650357801
k	0.163218661432	0.589592936568	0.113000001856	0.0226399182784	0.00181351140444	0.109735049743
u	0.0574743495773	0.415430635523	0.147185653852	0.193702041093	0.0236855223015	0.162521837914
s	0.0410334822924	0.330222285174	0.077096521184	0.403690447031	0.0661174721005	0.081839822638
a	0.035201144516	0.181595112225	0.052248635328	0.439777182344	0.208107347367	0.0830706362127
m	0.0117688360239	0.0613266704083	0.0399520300427	0.550181037448	0.255352665789	0.0814188452376
ò	0.00396570133797	0.0239964863028	0.0459138553476	0.715298189149	0.147576055263	0.0632497849125
t	0.00133728011932	0.0115309073843	0.0301652976159	0.765134906383	0.101916329754	0.0899153416375
t	0.000457082279107	0.0042199605881	0.0157209813053	0.686685112128	0.161150227918	0.131766673879
e	0.0001576432018	0.00147039935547	0.00623466394227	0.397639812609	0.361368202639	0.233129274626
è	5.3031064498e-05	0.00054727335459	0.00213904460459	0.13782314177	0.595300464213	0.264137008209
r	0.000139648459299	0.00049093339153	0.00354865058486	0.149988862923	0.659741774738	0.18609011807
k	0.0001893072531	0.000466000447177	0.082576601195	0.310864757641	0.487676098246	0.118227258023
a	8.43586589903e-05	0.000205542927899	0.106143107876	0.26489495463	0.422485359415	0.206186712674
t	3.75672826204e-05	7.07189688063e-05	0.0353837798439	0.08902595666	0.577435073138	0.298046964225
o	2.19707217431e-05	2.57761938254e-05	0.0117973020598	0.030249181594	0.483293037713	0.474612781408
</S>	1.0993049676e-05	1.29381372477e-05	0.00589867458618	0.015126755308	0.301686138856	0.677264540704
