 	credo	che	stanno	ancora	svegli	</S>
p	0.852215525	0.04449654945	0.071487697165	0.022424036328	0.006129768	0.003246395
i	0.643275815	0.221209116483	0.105434192388	0.0224306239527	0.00559974214333	0.0020504825
s	0.444216635	0.463073672161	0.0821213734627	0.00779361968423	0.00194624040111	0.00084840946
t	0.582274735	0.37271946572	0.0410985373542	0.00289472582564	0.000670943392437	0.000341589804333
è	0.520882808067	0.41752183024	0.0574968393181	0.00152330161611	0.000863128746212	0.00171209102578
o	0.175469674222	0.62200981008	0.195848149773	0.00295224280537	0.0010555962254	0.00266451477526
k	0.060047714974	0.508063346693	0.360070083258	0.0212141996018	0.0422255184851	0.00837919445842
a	0.0203447508597	0.280240883898	0.582889861086	0.0436837665339	0.058166863395	0.0146739648195
s	0.0090769790549	0.170979319633	0.733599087029	0.054564272178	0.0218445176483	0.00993589651983
t	0.0108870383516	0.152738016544	0.770208762343	0.052033146726	0.0078297153661	0.00630335741994
è	0.0091964740087	0.075781246648	0.601954207448	0.240587164909	0.047728705322	0.0247522284733
o	0.00306786484107	0.0258686995543	0.263322217483	0.590371388303	0.0831578651073	0.0342119804911
n	0.00148958706036	0.0089829321231	0.109400446494	0.807097696101	0.0548537293691	0.0181756422637
e	0.000961942786833	0.00334076400353	0.0527058347513	0.664966842034	0.260203964123	0.0178206935212
a	0.000320891569324	0.00111643507768	0.0177954550371	0.424156970678	0.534799814708	0.0218104625071
n	0.000309933783441	0.000855457273227	0.0107648642124	0.568481870226	0.406825010569	0.0127628929357
k	0.130847271814	0.178440658158	0.0225051330708	0.502835498742	0.15997945419	0.0053920085119
ò	0.174162528561	0.237475156969	0.0228524376903	0.212518774914	0.313925276397	0.0390658449373
r	0.0591180957433	0.079898992273	0.0202026345634	0.183847861638	0.601555358799	0.0553770323124
a	0.0207644069548	0.0270526010588	0.0181209481234	0.141169303879	0.750346086266	0.0425466047708
a	0.0069215656482	0.00901758822847	0.0060439283556	0.0582665026263	0.857087428755	0.0626629135903
t	0.00233360443228	0.00300695758751	0.00213375189077	0.214811445542	0.719028302918	0.0586858808634
s	0.0240465474708	0.0068862410994	0.11497221969	0.318672488514	0.408134940973	0.127287546621
ù	0.0312579195561	0.00817880628203	0.15246978759	0.162615888505	0.484289960324	0.161187652207
n	0.0104933005078	0.00273972312891	0.0509208802802	0.0660214561683	0.789492466775	0.080332168069
n	0.0035763664026	0.000926926602237	0.0171024259387	0.0330472577561	0.859492602258	0.085854400023
i	0.00119678685334	0.000309722029596	0.00573566106323	0.0117308086187	0.683246424086	0.297780606674
t	0.00102025356026	0.000103715900649	0.00193550315941	0.0155439498729	0.559082331362	0.422314245558
i	0.000961405470617	3.50470644803e-05	0.00066803454955	0.0166075759543	0.410271533121	0.571456391853
</S>	0.000480720361104	1.75279258361e-05	0.000334228254395	0.00841140847215	0.21702290056	0.773733195927
