 	le	ragazze	vogliono	guardate	</S>
t	0.79460092	0.0076462546	0.00375502775	0.01128341913	0.182714361402
a	0.73864125	0.194362454267	0.00227806128333	0.00380015211467	0.060918068236
k	0.571665513333	0.295124891422	0.0368946594944	0.0588379163562	0.0374770095793
o	0.374525975778	0.447692203807	0.0664295111648	0.0784887521187	0.0328635285264
r	0.229167589926	0.653825497936	0.0705316217216	0.0321148810396	0.0143603310421
à	0.181959911642	0.610078515979	0.153737240574	0.0313852240132	0.0228390288807
s	0.0835574565473	0.45484869866	0.196701000191	0.0785279946711	0.186364815294
i	0.0485270458708	0.22058162622	0.365027180064	0.11013218489	0.255731983098
a	0.0161807613757	0.102334250073	0.641379860021	0.08957192963	0.150533242366
t	0.0054285386489	0.0642539413577	0.773248786674	0.0733524278767	0.0837163476553
è	0.00184875068163	0.0379371251192	0.650934595558	0.200272369292	0.109007172752
l	0.0122151642325	0.0856881330397	0.397846011853	0.243774066431	0.260476607584
o	0.0156613898276	0.100378769337	0.233124655618	0.39211181881	0.258723379195
n	0.00528986637266	0.0339199451023	0.163335966873	0.680112572937	0.117341694398
e	0.00183268181601	0.0117435272384	0.126652818958	0.790055980979	0.0697150027993
k	0.00198815711713	0.0072861062838	0.073930182986	0.862680136993	0.0541154079331
a	0.00203998820928	0.00580661043993	0.0527744923287	0.840924778998	0.0984541129777
n	0.00106090064	0.00243872392531	0.0246334781096	0.856782392999	0.115084477659
o	0.000734531844075	0.00130653881254	0.0143768860032	0.863137964333	0.120444052553
n	0.000651613845434	0.00068791712828	0.00798618396773	0.867918108111	0.122756174851
i	0.000623974823186	0.000481872513327	0.00571673108924	0.82931168937	0.16386575895
m	0.000618000949103	0.00170925518834	0.00558206579641	0.818667596457	0.173423046783
m	0.187491175616	0.0345584200628	0.0138845675988	0.701610532152	0.0624552357277
è	0.249378009923	0.0444472563543	0.0157399178663	0.575793077384	0.114641704909
n	0.0831328740012	0.0155191987048	0.0105931002888	0.660807092461	0.229947741636
a	0.0277120441156	0.00538951432372	0.00642340173793	0.457118787487	0.503356287212
</S>	0.0138560222662	0.00269477391504	0.00321656683146	0.239766878744	0.740465793606
