 	quando	divento	vecchia	vendo	la	casa	in	in	Trieste	e	vengo	qui	da	vivere	al	mare	</S>
m	0.973498345	0.0105131735	0.0035364336	0.00127024074	0.000839517487	0.000832267645	0.0004336718	0.00044548401	0.00056901104085	0.0001846224	0.0001720386793	0.0002269635035	0.0001857709	0.00016781945425	0.00044709732	0.000736634788	0.00594096528975
ò	0.976932008333	0.0122080831667	0.00334894221917	0.00125841128091	0.000829890060665	0.000770647754493	0.000333812743113	0.000340017439602	0.000567954931646	0.000181192630712	0.00016986962282	0.000208768733007	0.000153511370671	0.000166118997317	0.000276689020766	0.000271184998958	0.00198296773886
t	0.987870152778	0.0080184265889	0.00153335642556	0.000429122611213	0.00028010029672	0.000258479648324	0.000111854448218	0.000113893419569	0.000189775189511	6.04807494327e-05	5.67302104098e-05	6.98012339595e-05	5.13493971415e-05	5.54374511192e-05	9.29682658547e-05	9.1563492511e-05	0.000716538385397
t	0.994804617593	0.0032708383253	0.00098449465852	0.000155471545904	9.815101254e-05	8.79717465747e-05	3.7865847196e-05	3.8520901095e-05	6.40672815037e-05	2.02739596876e-05	1.90371143599e-05	2.35034735685e-05	1.73045820498e-05	1.85498781617e-05	3.17445240992e-05	3.16899662907e-05	0.000295912997366
e	0.666328964864	0.326999015371	0.00614625783617	0.000159906770801	4.66040863133e-05	7.73286886582e-05	3.15975294553e-05	2.9357204837e-05	2.33293972346e-05	6.95914744253e-06	6.4117841933e-06	8.12552447817e-06	6.0041488826e-06	6.1950723679e-06	1.10643318141e-05	1.11725081172e-05	0.000101771507589
j	0.226221752955	0.443424982124	0.293647514945	0.0139427931869	0.0097728100421	0.00455010702955	0.00215921264982	0.00163389078161	0.000409550278412	0.000233449135301	0.000502303736331	0.000425873816983	0.000334083634404	0.000209277418761	0.000949848833738	0.000811944768506	0.000770654098763
è	0.0780752411917	0.468447554375	0.403588129315	0.0194302556623	0.013123160814	0.00608253502318	0.00290799092661	0.00218413838554	0.000550873929471	0.000311235257267	0.000670030181444	0.000566878269328	0.000444842761135	0.000277359640087	0.00126359869491	0.00108052602367	0.000995643075921
n	0.0473292716039	0.498849151458	0.406624924105	0.0193030164874	0.0113895930713	0.00393877768773	0.00187758681887	0.00126970358685	0.000443615679824	0.000364889497922	0.000794969063148	0.000714800853443	0.000524164070045	0.000207884783862	0.000714049898637	0.000815180942057	0.00483838713497
n	0.0375562535013	0.208882015819	0.676768254702	0.0364926011625	0.0177353596904	0.00690428289591	0.00225310250629	0.00138913552895	0.000973770626608	0.000669673159307	0.000998630174383	0.00102232108448	0.000655972970015	0.000202451253621	0.000566153639546	0.000736908968686	0.00619305164499
o	0.0130219329762	0.0852513536063	0.774875064901	0.0778222587208	0.0222760222301	0.0104107844653	0.00231314526876	0.00172087374298	0.0067565568422	0.00102363302977	0.000664896091461	0.00072727556816	0.000370070946672	9.52882085403e-05	0.000244721278182	0.000268472462895	0.00215760732833
m	0.0063466565012	0.0421627308688	0.799055201634	0.0850556069069	0.0250568610767	0.0145809123218	0.00502766075625	0.00428402534766	0.0084649099474	0.00116383369659	0.000951942177154	0.00126732649605	0.000932659225557	0.00024046195118	0.00261538660106	0.0016766943063	0.00111716195611
e	0.00412110598464	0.0243495276296	0.835523160545	0.0767828796356	0.0218841303589	0.0130943789073	0.00541334346875	0.00451678758255	0.00371504424913	0.000739000612197	0.000892687779051	0.00132971538435	0.00107885050852	0.000279658387927	0.00338739623129	0.0021364675441	0.000755872535503
v	0.00189629071246	0.0109261658832	0.850959290182	0.0762152132119	0.0227753801196	0.0166262517691	0.00610002670625	0.00501565532752	0.00204236193304	0.000510369614066	0.000604552789684	0.00110927428045	0.000879118836173	0.000200750900176	0.00252202430803	0.0012776259567	0.000339593861968
