 	ho	cosa	a	fare	</S>
è	0.9385995	0.031774788	0.0015779650935	0.00297651350512	0.0250711664848
c	0.653257926667	0.199967589333	0.0247552552935	0.0880564553718	0.0339627531515
h	0.250271016222	0.532239696444	0.0476997237645	0.117720002124	0.0520695777172
o	0.0909454824073	0.789029298815	0.0358032837548	0.0412518719747	0.0429700659057
t	0.0317371962458	0.866258266272	0.0607877184183	0.0151664166916	0.0260504039686
i	0.0106652608156	0.745850042091	0.200970396139	0.00777124053053	0.0347430466562
k	0.0036215692622	0.454848367364	0.30649981538	0.112237970044	0.122792285552
à	0.0012746319969	0.201541089121	0.286775395127	0.341322883348	0.169086021851
i	0.000428464384709	0.082034828207	0.279932158376	0.320029019116	0.31757553395
</S>	0.000214238456718	0.0427872118535	0.294020869188	0.174990271558	0.487987416975
