 	se	vieni	alle	sette	io	sto	cucinando	</S>
a	0.79684658	0.08144903	0.00527087425	0.00635967285	0.000154747447	0.0110288835	0.0050320662475	0.0938582029863
n	0.808448126667	0.14251918	0.00527706671667	0.00592899601667	6.55638823333e-05	0.00476531695	0.00170847601417	0.0312872678425
è	0.555383412222	0.418478446667	0.0102080385389	0.00295252713889	3.88079377778e-05	0.0019027317	0.00059165506239	0.0104443366597
r	0.222410882407	0.691365415556	0.0286002078463	0.00503254727963	0.000424345800926	0.00900826083333	0.0012932721118	0.0418650394092
t	0.0891840470723	0.654453305185	0.158048678615	0.00879084509321	0.000546892816975	0.0114047308844	0.00153752798927	0.0760339178031
i	0.029773069091	0.437127051728	0.464873742872	0.0143806190311	0.000206169532325	0.0039859366248	0.00054089667909	0.0491124810377
s	0.0100590357139	0.250643277243	0.639521527624	0.0746872080104	0.00121246602077	0.00608943526493	0.000986533423697	0.0168005224826
t	0.0035050121263	0.180848034414	0.690057455875	0.109369259337	0.00153211270359	0.00669851931698	0.00114280652257	0.0068468009942
e	0.00118580146907	0.096408344138	0.772619318625	0.120234846446	0.0030698664312	0.00259826883433	0.000463482888857	0.0034200617414
s	0.000406147819323	0.035754967046	0.661207806208	0.285739032149	0.0091996792104	0.00519205044478	0.000959361062952	0.00154092907713
e	0.000146262578454	0.015121467123	0.421019508736	0.462269097383	0.0881962444035	0.00996506981493	0.00158533425432	0.00169699001238
t	4.90750687311e-05	0.005213918222	0.374768742912	0.483340819128	0.124434664801	0.00891417960498	0.00160285245144	0.00167571198746
t	2.3330774477e-05	0.00356139838067	0.567785680971	0.357927313043	0.0579462160337	0.00624254070166	0.00175222621715	0.00476125354582
à	1.44312291498e-05	0.00285773812356	0.468243217657	0.203831561014	0.287215579778	0.0247751490672	0.00547356590572	0.00758875818194
e	4.81463949373e-06	0.000962483038853	0.162829502352	0.110632842338	0.627713993259	0.0638627613557	0.0211914113019	0.012802188394
v	2.95633341758e-06	0.000332144593284	0.0560628644073	0.045532996246	0.505059831086	0.316092978785	0.062765689434	0.0141505155647
ò	2.34405883253e-06	0.000121694118428	0.0188635938391	0.0164843637153	0.220497520362	0.569221842928	0.153366753145	0.0214418659549
s	7.9402863251e-07	0.000195871657476	0.00832008629303	0.0192930144051	0.104996046121	0.638811280976	0.187237301048	0.041145592985
t	3.05659983837e-07	0.000221922558492	0.00469278978434	0.0200744932684	0.0470744515403	0.681643726992	0.168935740349	0.0773565676617
e	1.39320628766e-07	7.80561185273e-05	0.00164654380478	0.00741901486947	0.0188235305134	0.465991108997	0.213219686783	0.292821945887
m	7.90485640753e-08	2.65040637724e-05	0.00057467917276	0.00261356744982	0.0134131790045	0.380407136332	0.279435485594	0.323529400629
a	5.88743219558e-08	9.28295664513e-06	0.000194741847753	0.000931315010607	0.0104622772882	0.339960326111	0.406018528531	0.242423495543
r	7.74732354292e-06	1.3770981036e-05	7.3756848251e-05	0.000349906815869	0.00468218928273	0.167275866037	0.612459242844	0.215137571514
è	1.0313012404e-05	1.55246932253e-05	3.9233737417e-05	0.00016143004929	0.00292647363758	0.116631150679	0.768945397615	0.111270553505
o	3.44063612114e-06	5.44777952643e-06	2.38500153057e-05	6.715210443e-05	0.00122520441786	0.049809459593	0.595396789205	0.353468751168
</S>	1.72043820578e-06	2.74233512021e-06	1.55590149028e-05	3.7704715715e-05	0.00062761855193	0.0259256658465	0.376130554603	0.597258525584
