 	vuole	pianto	</S>
i	0.720689625	0.18138746	0.097922948377
t	0.861590975	0.105738031167	0.0326710720043
è	0.651498018333	0.322412348222	0.0260897062954
l	0.427400366111	0.533203872741	0.0393958020985
i	0.321516087304	0.637114324247	0.0413696470328
k	0.107896781235	0.864244541416	0.0278587382443
l	0.347629613945	0.641538041805	0.0108323675148
a	0.427666766848	0.520490808602	0.0518424430383
m	0.153035555483	0.779986836201	0.0669775962461
m	0.293175612828	0.682762748734	0.024061614622
è	0.449513060943	0.453275372911	0.0972115488473
n	0.303366080314	0.48168331097	0.214950569616
o	0.135025238562	0.397150340323	0.467824376539
</S>	0.0675129469669	0.244446775162	0.68804023827
