 	questa	canzone	è	scritta	da	un	poeta	nostro	</S>
i	0.974297015	0.000414668905	5.8284225e-05	0.001469225339	0.00014762959125	0.000129229212745	0.005038545604	0.000179201754385	0.0182661003825
s	0.989420871667	0.000881406785	0.000110838318333	0.00142436380567	0.000107675597917	5.21789524117e-05	0.00184720707067	6.17178901513e-05	0.00609371600151
o	0.947650423889	0.044900213595	0.00279584281944	0.00155430473522	0.000208938822639	2.97726868039e-05	0.00080030661689	2.27610522171e-05	0.002037458964
t	0.92815556463	0.0649763365317	0.00492065627315	0.000738392368407	0.000214570235546	1.62886189346e-05	0.00028873793863	8.3396729057e-06	0.000681124429667
r	0.96793647821	0.0279633670106	0.00324947339105	0.000381276772802	0.000120940359849	9.17859104487e-06	9.99980748767e-05	3.40304629857e-06	0.000235874888722
a	0.656059586037	0.315533221837	0.0263927264304	0.000958849384267	0.00075470138995	3.7850036415e-05	0.000135079863959	3.33001509619e-06	0.000124606644574
ù	0.219466572419	0.732346483946	0.0457457054768	0.00114849802809	0.00099498590665	5.4422360805e-05	0.000156598247986	4.85585513206e-06	8.1840664858e-05
d	0.116217701246	0.584057114649	0.0611834651589	0.209691755443	0.00769294954555	0.0023579365006	0.006727785026	0.00187624992171	0.0101950236383
i	0.081796321714	0.228281554216	0.316662548386	0.330924991814	0.0136848931819	0.00329028174687	0.009081575542	0.00250963375124	0.0137681592794
è	0.0272663289528	0.119118662072	0.650192682795	0.181603639271	0.0108942880606	0.00172266652896	0.003392627634	0.000939514027747	0.00486954200647
n	0.0091027174271	0.0685263607573	0.561801397598	0.31431466509	0.0152874470202	0.00850393394299	0.001480324338	0.0150462679092	0.00593686151549
g	0.035638568169	0.0235675189508	0.251333783666	0.60446405503	0.0153674660067	0.010607874201	0.00137179775267	0.0200806367697	0.0375682718385
r	0.0444704237673	0.0079521360286	0.131850322355	0.73723735501	0.0211757783356	0.00470947962033	0.00124007227756	0.00723189825657	0.0441325078128
a	0.0148238314501	0.00272357377087	0.098221999785	0.753726938337	0.104837208445	0.00588738720678	0.000923737519187	0.00272497576886	0.0161303217043
m	0.00494487663204	0.000918972334957	0.0412097834617	0.819254646112	0.118917422148	0.00575639566893	0.000915262646396	0.00143428233962	0.0066483156181
m	0.245360754209	0.000313630470886	0.0147192416772	0.691859172037	0.0415916112493	0.00228362322398	0.000492774358799	0.000805687099207	0.00257349966937
è	0.325496205305	0.000183109636195	0.0206041265491	0.577337160679	0.0631415916164	0.00871655280899	0.000465211422933	0.00244614298574	0.00160992026979
n	0.108499951209	0.000138862541232	0.022932946383	0.734514480226	0.0937898605388	0.0185007652697	0.000700499340978	0.0130008048952	0.00792185682326
o	0.0361674462745	4.74634464707e-05	0.008134115241	0.557825778075	0.340440773513	0.0297527284232	0.00172146151366	0.0149127449651	0.0109975070744
p	0.0120887472568	1.90997330502e-05	0.00296363844033	0.513044717358	0.418153582171	0.0327234888077	0.00655995117122	0.00828722065503	0.0061595519248
u	0.00406251428591	9.7544842834e-06	0.00128580562678	0.479939246453	0.445923385057	0.0488416656026	0.00981598705707	0.00596472348501	0.00415694317493
s	0.00137375398961	8.1683070278e-06	0.00106231230893	0.229033299484	0.642913815019	0.100742411868	0.00674091341902	0.0146071824283	0.00351817305831
s	0.000579704382203	1.06294240093e-05	0.00111663230298	0.191784796495	0.64172096834	0.113008969289	0.00559642520634	0.0255112654761	0.0206706432528
è	0.000295441146033	7.70520953643e-06	0.000616791980993	0.122627891332	0.618922019447	0.18682658843	0.0197595127354	0.0233482398254	0.0275958412509
n	9.97417763093e-05	4.20469974548e-06	0.000241368350331	0.0456330202773	0.519276139816	0.320264439477	0.0287823525785	0.0587454119418	0.026953312917
a	3.45076858919e-05	2.03269732949e-06	9.1618987377e-05	0.0187757198258	0.377161373272	0.411368783159	0.0673025998595	0.0729956196473	0.0522677389723
p	0.000174183473419	1.62515519083e-06	3.7208793059e-05	0.0114061793419	0.231644041091	0.41893093772	0.216104833287	0.0717402168824	0.0499607829908
o	0.00022074152095	1.51799211228e-06	2.01350741863e-05	0.0089450598073	0.153164300364	0.41962343924	0.259796024429	0.107118780294	0.0511099843303
è	7.35843433591e-05	8.8730445276e-07	9.4513960621e-06	0.0030562436951	0.102668000121	0.470752159747	0.21852099481	0.151953130098	0.0529655297768
t	2.4537009902e-05	6.7340017092e-07	4.5950273707e-06	0.0010533708377	0.0508873773737	0.488440746582	0.176897361603	0.251081616699	0.0316096929256
a	8.18555128583e-06	2.63289726973e-07	1.94337947357e-06	0.0003832993605	0.0287579636579	0.346562974194	0.089113387201	0.424515855566	0.110656095642
d	0.00020406722953	5.04728629232e-06	2.19797663245e-05	0.0021750765281	0.018915780086	0.189200963398	0.205693499067	0.449247808522	0.134535783547
i	0.000269361655775	6.67841726411e-06	2.92349617748e-05	0.00277946685503	0.0186068776953	0.143613031133	0.247863443022	0.445424552841	0.141407366182
k	0.000227495497856	9.3558542547e-06	2.64478835916e-05	0.00163410539734	0.0185471122318	0.134411473711	0.128174321007	0.577249500947	0.139720220127
ò	0.000213749436152	2.50155017516e-05	3.27650671972e-05	0.00124926126761	0.0158739269439	0.130235783237	0.125385253669	0.659718366982	0.0672659314423
m	7.28698729173e-05	2.36440686505e-05	2.12634170657e-05	0.000622581401037	0.00758046551463	0.072372127079	0.413661401223	0.461138858327	0.0445068074808
m	2.67008021058e-05	8.37578090263e-06	9.4873615319e-06	0.000431016217012	0.00404412736321	0.0321748057497	0.774342167074	0.156482937476	0.0324803894936
a	9.90251885533e-06	2.79499820281e-06	3.1943391873e-06	0.000165834657849	0.00138587526674	0.0109741621532	0.585618197691	0.0736478578587	0.328192186498
</S>	4.95240595777e-06	1.40107502561e-06	1.60398184365e-06	8.29572971915e-05	0.00071040456437	0.0058217573466	0.306671611846	0.0690213739293	0.617683923249
