 	non	aveva	cosa	a	fare	</S>
e	0.94900643	0.042772325	0.00243067655	0.0005801192	0.00051360481	0.0046968055915
n	0.75778011	0.200033513667	0.0383712486167	0.00195041628	0.00028241355	0.0015822357605
ì	0.369993008333	0.575671871222	0.0513662242056	0.00222195191	0.000200324511	0.000546558793167
c	0.136545820111	0.830498437074	0.0245342167352	0.00301346278667	0.003020552258	0.00238749030172
h	0.056326106837	0.844902159025	0.0568800729117	0.00397594376222	0.00437747065267	0.0335382464339
e	0.0190615809703	0.566396936342	0.357045640971	0.0102806437541	0.00204310958422	0.0451720918113
t	0.00635413464088	0.217340266281	0.661539570324	0.093076832918	0.00142120032807	0.0202680065038
i	0.00211826269277	0.0745555515937	0.566525023441	0.321077540973	0.00274441144269	0.0329792097346
k	0.000721158591631	0.0258166267312	0.290266652814	0.407512706991	0.117476126814	0.158206719912
à	0.000255500505757	0.0092384820104	0.104148387271	0.27065326233	0.411249522271	0.204454858637
m	8.52203704737e-05	0.0136105635701	0.31837628709	0.156529450777	0.411968816424	0.099429682879
i	2.84159972672e-05	0.0148793230062	0.38587185627	0.0887361869257	0.169273239808	0.341211005626
</S>	1.42080077855e-05	0.00743979322729	0.193058168995	0.0641803534629	0.106062557904	0.629244952813
