 	non	ha	che	li	aspettiamo	</S>
e	0.72147377	0.105905977	0.1323759804	0.01563996215	0.00992776146565	0.0146765101615
n	0.64223247	0.192957152333	0.140032092133	0.01656742885	0.00331380054865	0.0048970783945
è	0.442441392	0.491909694111	0.056027808711	0.00686691422333	0.00110927842022	0.00164495731117
n	0.165840191	0.801861514704	0.023760508237	0.00281612768111	0.00326959162774	0.00245207491706
a	0.0610472029905	0.627482364901	0.251020795412	0.0526107576937	0.00401802855725	0.00382083457235
t	0.0203656582153	0.2639549423	0.631010998471	0.0806266792312	0.00154197925042	0.00249974342412
u	0.00680078993067	0.101561202067	0.525561520824	0.35802600641	0.00120610213347	0.00684439997471
s	0.00232749539779	0.0611094833223	0.277678671608	0.644475532137	0.00561097471116	0.0087978701249
m	0.00120948545593	0.110479356441	0.381405167203	0.491051317379	0.0110020665704	0.0048526301083
ì	0.00079958876531	0.11522372548	0.426143079068	0.369039015793	0.0097063438568	0.0790882479694
n	0.000290036181583	0.0542560002933	0.299482039689	0.413160598598	0.0856424239523	0.147168872656
o	9.68744700707e-05	0.0185898641579	0.15241203163	0.505132809533	0.110806965084	0.212961404219
m	3.23599249199e-05	0.00621886617942	0.0629006702767	0.654599836511	0.0768417987947	0.199406418073
e	1.08549719347e-05	0.00209515550824	0.0327226132922	0.500317124837	0.0695650345982	0.395289186024
</S>	5.4276736594e-06	0.00104759412677	0.0164321444461	0.262336981418	0.0430249697991	0.677152873012
