 	i	bambini	non	lo	possiamo	non	possono	mangiare	il	gelato	prima	che	mangiano	</S>
a	0.14982221	0.60106371	0.012845086	0.00442509035	0.000336877575	9.4222495e-05	7.629091e-05	0.000252050515	0.000246449658	0.005292527267	0.033669843932	0.00638446220455	0.00399700309411	0.181494211356
p	0.412219936667	0.493122202667	0.0121983793333	0.00402432283	0.000320980559	7.64542026667e-05	6.09749566667e-05	0.000126076989667	0.000119743528	0.001903256027	0.0117201172987	0.00223879229788	0.00134101520511	0.0605277621357
e	0.463429734956	0.346383833556	0.107602576778	0.05125867919	0.00427989863367	0.000118975605222	8.20784155556e-05	7.9615023889e-05	7.7412265e-05	0.000767988538667	0.0044007434689	0.000856651099993	0.000455690848577	0.0202061286495
t	0.155022911385	0.599032344519	0.159367825593	0.0716633150633	0.00573294418789	0.000134453181741	7.83844261852e-05	3.60642381963e-05	3.04961906667e-05	0.000259575581899	0.00146768641198	0.000285878250474	0.000151944589124	0.00673621032595
à	0.0522900474617	0.51235827384	0.388098875198	0.0386153793544	0.00517441137263	0.000312210667247	8.40576630617e-05	4.57138202988e-05	1.84928555556e-05	0.000100887079976	0.000498144567002	9.82258344347e-05	5.3219161433e-05	0.00225205288153
c	0.0375902991539	0.36560387028	0.447939067399	0.0309263864515	0.00661331279088	0.00155020382242	0.000180728804354	9.86096034329e-05	4.30742605185e-05	8.00408166587e-05	0.000826592632334	0.000276865072645	7.99889984777e-05	0.108190923448
i	0.0324245502233	0.311843212593	0.260187681466	0.235308533151	0.0119098139303	0.00284021277414	0.000370344391451	0.000146463007811	5.84143648395e-05	6.39617162196e-05	0.000927533370345	0.000333834621882	8.64350832992e-05	0.14349901262
a	0.010808183928	0.104008359747	0.199490935489	0.60732311105	0.0250063406434	0.00353481565805	0.00127738543048	0.000173516735937	6.24613996132e-05	2.91751567399e-05	0.000309568481675	0.000111656241581	2.89261637417e-05	0.0478355960621
e	0.00360272821117	0.0346733816139	0.0780401534963	0.80426997035	0.0493380952145	0.00865662638602	0.00486739581016	0.000350544155312	8.67120398711e-05	1.65925019133e-05	0.000103411264535	3.76275444003e-05	9.89067068257e-06	0.0159468987923
t	0.00120091829537	0.0116038453766	0.0420741074988	0.819898456783	0.0950701684048	0.0169958677953	0.00687750303672	0.000677128051771	0.000211486299957	1.46237866378e-05	3.55018268283e-05	1.56725048868e-05	6.78451649419e-06	0.00531796074743
o	0.00040031491421	0.00391171922968	0.0300073498329	0.613618748928	0.203846709468	0.126924979265	0.0175622664456	0.00158038748392	0.000288472769986	4.69657858793e-05	1.66146369428e-05	9.86982512893e-06	6.52643299806e-06	0.00177910468661
s	0.000173782465722	0.00204751689071	0.077409067611	0.424409862976	0.227010039823	0.228644616422	0.0302268231485	0.00652203772797	0.00243307806	0.000196143528626	8.12681603143e-05	0.000170616282376	5.21426594994e-05	0.000623023209537
