 	che	impara	una	cosa	che	studia	una	cosa	</S>
n	0.62258892	0.204662066	0.00103518862	0.0009177766105	0.00054663607925	0.00259615148155	0.00239635642641	0.0134898727848	0.151767012073
a	0.653330043333	0.282603068667	0.00606786522	0.000996618443833	0.000226831522583	0.000886304609883	0.00080067739841	0.00449827895093	0.0505902782901
m	0.459710453278	0.387297162889	0.0403469920733	0.0111937100146	0.00536766105086	0.013505382865	0.0104050693048	0.0495937401498	0.0225798013137
à	0.160835886926	0.62301268763	0.0846055840244	0.0147821188382	0.00720515368362	0.017811673415	0.0136402670733	0.0646904741366	0.0134161208146
t	0.0574819437087	0.794926282543	0.0852999896748	0.0088940697794	0.00330530679454	0.00617047517833	0.00490882092943	0.0232083566322	0.0158047083149
i	0.0203465006236	0.563865562014	0.359901084892	0.0228000672598	0.00296720716485	0.00231944943944	0.00198262934181	0.00933895501407	0.0164785407116
è	0.0068187686252	0.190953072038	0.756374921631	0.0324715744199	0.00293408018828	0.00103211335981	0.000704001412603	0.00315010721869	0.00556137144053
n	0.0025759475384	0.075776756546	0.79727178721	0.0946194868066	0.0144910491961	0.00142016473327	0.00232509777087	0.0042859983169	0.00723371141018
a	0.00114529154822	0.0366742839683	0.60224684907	0.302839812269	0.039198789732	0.00241404234442	0.00291714032029	0.00470083902897	0.00786296907339
p	0.000386205431497	0.0136612948758	0.431250393023	0.451067100756	0.059119385244	0.0114953890148	0.0057186170701	0.020872131933	0.00642947596113
r	0.0058511665905	0.0185646523919	0.321313371008	0.473708840252	0.0977457370813	0.0171329190049	0.00806689922337	0.030693589311	0.0269228306537
à	0.00766854534866	0.0187676341821	0.212946217003	0.477322646751	0.21426596236	0.0182422650016	0.00522484470779	0.0151047171037	0.0304572217846
m	0.00255714423171	0.0186035201122	0.155675404334	0.512490848917	0.227841390787	0.0175150043339	0.00393843966926	0.00731899603457	0.0540592654949
a	0.0008532387546	0.0185458963786	0.092744131568	0.398872582972	0.378257803596	0.040171692778	0.00324842895642	0.00487103347819	0.0624351567316
n	0.00031003980323	0.00618334760797	0.031282881566	0.185661547657	0.651979487865	0.0891912375927	0.00802013038547	0.00470798742606	0.0226632953772
a	0.000128977471531	0.00206249610276	0.0107226238707	0.0908169673523	0.596936839288	0.266362839198	0.0185760401285	0.00503742950869	0.0093557586924
s	5.61760662983e-05	0.000689551899053	0.00437902188557	0.0577409805841	0.565772856429	0.336077736399	0.0254405473762	0.0053144384029	0.0045286888308
t	0.000887135432099	0.000922064671584	0.00441133359519	0.088084483528	0.547277452143	0.261903842133	0.0349406487921	0.0244682204676	0.0371048335436
u	0.00115094352474	0.000997522679727	0.00363994004206	0.0728131942427	0.414485190714	0.390626564044	0.0386911059307	0.0293694147225	0.0482261431812
d	0.000434923682289	0.000373811412442	0.00129132240435	0.0257006837142	0.282288186905	0.554501031348	0.0811896903102	0.0362322368075	0.0179881150604
i	0.000196250649126	0.000165908726724	0.000512305891117	0.0096803807914	0.166139022302	0.573095343783	0.173872840103	0.0588744806025	0.0174634763535
è	6.5438087278e-05	5.53128679781e-05	0.000178852435472	0.00356161435713	0.099821136434	0.549805131261	0.278449996701	0.0497004392008	0.0183620856512
t	2.19820607993e-05	1.8449021126e-05	6.17910406573e-05	0.00121369656904	0.0430446681447	0.542947393754	0.331081552234	0.0673612220669	0.0142492164171
s	2.72780627664e-05	1.39215733487e-05	8.63162702858e-05	0.00126513963301	0.0260156660482	0.401454131251	0.327193204078	0.209696194022	0.0342481258057
i	2.88944817002e-05	1.24091982086e-05	9.40563585953e-05	0.0012671144444	0.0147183243094	0.220486330417	0.398419818026	0.297097571341	0.0678755052686
è	9.66567338817e-06	4.14719186327e-06	3.15529946151e-05	0.0004239857534	0.0051505961498	0.145391210139	0.561808149342	0.219928297114	0.0672524117562
n	4.74129910606e-06	1.40899160809e-06	1.0873045435e-05	0.000144028494533	0.00213330446993	0.11217835338	0.643621373114	0.193144325705	0.0487616005854
a	3.06648214525e-06	4.8625651343e-07	3.831396095e-06	5.03322001443e-05	0.00105465350998	0.0693195219933	0.491628224371	0.375569388568	0.0623705168618
p	6.39250822498e-06	5.17511286288e-06	7.196275335e-06	4.59810988148e-05	0.000883152323327	0.0333515161978	0.431359518124	0.478488072856	0.0558529692873
r	6.70278704083e-05	1.6434848621e-05	2.46800927783e-05	7.23252446049e-05	0.00111019454111	0.0239928187326	0.417312286041	0.503942700952	0.0534614884291
à	8.18876591338e-05	1.5202134027e-05	2.56530442261e-05	5.35812172016e-05	0.00071848402037	0.0166398645775	0.313871602014	0.565217653651	0.103376044476
m	2.73757414323e-05	3.15881241623e-05	3.8658730042e-05	0.000209412098067	0.00133634778012	0.0871581645258	0.395055644005	0.406972661217	0.109170146825
a	9.18735834089e-06	3.70240066275e-05	4.19722978363e-05	0.000259990950666	0.00149461888177	0.105713636909	0.326819228568	0.265026683739	0.300597690942
</S>	4.59386688062e-06	1.85129561738e-05	2.10113456516e-05	0.000130212852298	0.000748841523485	0.0529829565545	0.167285510134	0.26286165187	0.515946745471
