 	io	non	ho	cosa	da	mangiare	</S>
e	0.97285127	0.0102055515	0.00016350167	0.0001996934225	0.000636816572	0.00112302280795	0.0148200712372
v	0.78978837	0.169808319833	0.0136650709767	0.00412875987917	0.0113591849387	0.00541200437462	0.00583827253717
ò	0.403031669667	0.532656906611	0.0339817569922	0.00564820593639	0.0149736600162	0.00685316437821	0.00285465709239
e	0.137132518239	0.70781405887	0.139695318997	0.0068331832888	0.0052243460754	0.00231716858607	0.00098344974413
n	0.0457894053463	0.52807438629	0.400614172999	0.0216574194296	0.0026097053918	0.000883077202023	0.00037189761471
è	0.0153031844361	0.27927727543	0.665007011	0.0353829244765	0.0034673811306	0.00109363353401	0.000468630938237
c	0.00518519193937	0.169146188477	0.526876199333	0.157852089492	0.0233093250435	0.00284756251134	0.114783470113
h	0.00180239605866	0.105593372292	0.192735530444	0.215766221164	0.0314436580145	0.00537473933711	0.447284100038
o	0.000600799090417	0.035320016196	0.072556764148	0.392355341721	0.0348747713382	0.0070928364457	0.457199495679
t	0.000200267244419	0.0118207026523	0.035272996716	0.71107753724	0.0634215837794	0.00586750061523	0.17233944156
i	6.67567444044e-05	0.00397904937687	0.016762429472	0.699941362413	0.141023087926	0.0404897301717	0.0977375978533
è	2.22911988567e-05	0.00134162791006	0.00898119739067	0.475436240804	0.205942985975	0.235477393391	0.0727982806178
n	7.5097676209e-06	0.000475951782687	0.00632062859689	0.284564460268	0.268306315325	0.392628584464	0.0476965758726
a	2.54384652181e-06	0.000172772247707	0.0024355819693	0.151783042756	0.246445666775	0.509223414821	0.0899369862909
f	1.10265542878e-06	0.000104947763381	0.000879277023433	0.0693004495853	0.298724713925	0.538376138274	0.0926133644303
à	6.69912562927e-07	0.00010997967246	0.000684700604478	0.0422122983618	0.339899047975	0.559908712758	0.0571846021434
o	2.70969271945e-07	6.43073711935e-05	0.000553960059659	0.0149927599133	0.165438950725	0.494069754253	0.324880035714
</S>	1.35486932427e-07	3.2154669157e-05	0.00027706751708	0.00752528189565	0.0844539424625	0.317694752127	0.590016717857
