 	non	vieni	alle	sette	perchè	io	non	sono	pronta	</S>
m	0.86901385	0.0771711015	0.0101522535	0.00223732719	0.001430898295	0.000626647898	0.000597644215	0.00130997005	0.0042534253	0.03320685793
i	0.667975903333	0.288156103833	0.0225156711667	0.00325246969667	0.00142678195933	0.00062110069191	0.000574278470133	0.00115872617233	0.00313617266467	0.0111827758257
n	0.324323763778	0.638091947944	0.0291602357222	0.00237133709889	0.000490609108443	0.00020809909278	0.000191911412161	0.00038690851742	0.00104679494204	0.00372837011399
d	0.157231440593	0.812320379315	0.0254264775741	0.00176139549963	0.000434574563814	0.000152998643827	9.40193977037e-05	0.00023360590345	0.00088620416983	0.00145892341435
è	0.0987214124277	0.686555209772	0.207557111858	0.00430685916654	0.000812038054605	0.000233269831276	7.26900679012e-05	0.00019234632515	0.00083808330661	0.000711011267783
l	0.0330003804392	0.418481159924	0.366550313953	0.0478039530555	0.0168620476849	0.00594689258376	0.00129636545463	0.00397959650572	0.0200769491855	0.0860023341189
a	0.0110811143603	0.191138060408	0.508972781318	0.110104087685	0.0230618058283	0.00779155447792	0.00170052917288	0.00523538794757	0.0264868614885	0.114427774338
à	0.00369372979144	0.073492470236	0.640951160439	0.174990212562	0.0443591052094	0.012050410776	0.00129925354563	0.00209618166152	0.0088665978095	0.038200821564
l	0.00123268897069	0.0483217180787	0.44847235348	0.277347750854	0.10544467507	0.0261250449253	0.00316974738188	0.00532759045384	0.0198794148232	0.0646789843413
l	0.000412320251304	0.0307898928262	0.247141097827	0.488138803618	0.09332149469	0.0214562016618	0.00316766335063	0.00614580142461	0.0237060207611	0.0857207331138
e	0.000137443169198	0.0105358754827	0.152615878609	0.688435101206	0.08710925123	0.0084021028406	0.00142434440688	0.00223021165487	0.00815988904703	0.0409499991379
s	4.58545901819e-05	0.00365796699157	0.077057965203	0.801917213735	0.0940066027433	0.00420599792687	0.000915397585627	0.00100021633496	0.00313618462234	0.0140566329626
è	1.53253147243e-05	0.00139511630386	0.036718608901	0.591445721245	0.303170253248	0.0471450613556	0.00822129357854	0.00433486032165	0.00190716140745	0.00564653723753
t	5.11292097012e-06	0.00126783265129	0.044802450467	0.399816507082	0.447208191083	0.0656495787852	0.0140121668595	0.00875065510722	0.00675080070248	0.0117366751792
t	1.70953792851e-06	0.00121528256043	0.058044418489	0.634400952361	0.238890363028	0.0264044629151	0.0084566877865	0.00658343136907	0.00875548166749	0.0172472467264
e	5.70874181895e-07	0.00042946960861	0.033000950963	0.541163557454	0.194092680343	0.174854709292	0.0340869834288	0.00667343678969	0.00415196505583	0.0115457319088
k	4.61297619557e-07	0.000145405358337	0.0122289344683	0.199470425885	0.221987840114	0.331113546431	0.0946248211429	0.0643560752632	0.0491603504186	0.0269121799696
a	4.24792888346e-07	5.04120927457e-05	0.0047809149701	0.073555194695	0.191712220038	0.284728045477	0.212531597048	0.126287398421	0.0714092084729	0.0349445689899
v	2.28007144461e-06	2.15702613819e-05	0.00229619613103	0.0307172068317	0.142677341679	0.188183591826	0.305912495683	0.242847922807	0.068848862491	0.0184924928633
ò	2.91172072754e-06	2.4671691294e-05	0.000882030961343	0.0106068662872	0.0771510655597	0.118147705609	0.320401431894	0.381256937602	0.078423596497	0.0131027971544
e	9.8395671727e-07	2.16278404513e-05	0.000498195763781	0.00388824249573	0.0486707191866	0.0824228195363	0.290786680631	0.425363909201	0.084812506499	0.0635343230515
n	1.37484993451e-06	1.33932801704e-05	0.00026758638526	0.00148174602524	0.0173092305422	0.0440898888454	0.210476066877	0.5665179864	0.0827448254997	0.0770978748838
ì	1.5088133e-06	1.08468943901e-05	0.00010224259742	0.00052132682598	0.00614590175073	0.0188837684151	0.120241768292	0.727652395467	0.0942399218332	0.0322002788279
m	5.92697011833e-07	0.000289646672463	0.00079795220414	0.00229160208956	0.00601417817358	0.011483255605	0.127857112097	0.693258398489	0.120302580611	0.0377046479426
e	2.83545840166e-07	0.000382183174798	0.00102833436955	0.00288279555152	0.00583366950086	0.00801526906133	0.122086795672	0.42146328383	0.363466120204	0.0748412863142
p	7.01070526277e-07	0.000127858032143	0.000344219158917	0.000965930666173	0.00195182903129	0.00279975406344	0.044840818364	0.337043012277	0.536324206735	0.0756016974381
r	8.52874739759e-07	5.07366616143e-05	0.000219965743872	0.000349903952724	0.000679350605097	0.00108573897448	0.0192653427547	0.317035609759	0.586197905578	0.0751145874794
ò	2.9755440222e-07	2.47938865514e-05	0.000179822902624	0.000144139417241	0.000252238896699	0.000447226134827	0.00748499915157	0.174674852253	0.674558558526	0.142233087493
n	1.02111606373e-07	9.52400509713e-06	6.56222675413e-05	5.40506474137e-05	8.9578898733e-05	0.000233334558276	0.00523181261719	0.176366744084	0.627109186175	0.190840069164
t	3.64295501743e-08	4.52420744571e-06	6.60716591804e-05	6.36938844712e-05	3.30189380777e-05	0.000106665781759	0.0037389506804	0.123189937861	0.619300372058	0.253496709721
a	1.22722452748e-08	1.83526584857e-06	6.69960277268e-05	6.30600871571e-05	1.15720836759e-05	3.6509598753e-05	0.00128354979147	0.043473243987	0.471400257353	0.483662909907
</S>	6.1869148874e-09	9.35276204285e-07	4.09380738634e-05	3.32896970785e-05	5.87010781295e-06	1.87041231265e-05	0.000647709230735	0.0229037592935	0.321771613676	0.654577104954
