 	il	ladro	è	entrato	da	qui	</S>
o	0.70259219	0.00568697425	0.00088883863	0.0145421565	0.010528023	0.02430192855	0.2414598959
l	0.566167952667	0.01260991925	0.00205250033	0.189952917167	0.0333061053333	0.101794031883	0.0941165525667
à	0.199257504889	0.337773097417	0.00803536097667	0.243076783856	0.0392845322978	0.127544858304	0.0450278866439
d	0.069818963263	0.450886492472	0.0303541796589	0.186849506085	0.0253912879526	0.0498467154447	0.186852891336
r	0.032552341721	0.164997026224	0.0385017238863	0.233886622028	0.0221075493175	0.0251792511482	0.482775463779
o	0.0201481660737	0.0641453484747	0.184823838629	0.238171904009	0.0618345284392	0.0145551530494	0.41632103726
i	0.0073170579079	0.0314756953249	0.411542879543	0.222795511336	0.162129526146	0.0138934360165	0.150845887753
m	0.0026437746483	0.011878788215	0.321906830014	0.336762137112	0.167620918715	0.0938531353388	0.065334375251
b	0.0273128461784	0.00400725659833	0.107916356371	0.620287279037	0.0894248472383	0.11673651678	0.0343148767503
ì	0.0355753777295	0.00535265978611	0.135770161657	0.575648159679	0.159372596746	0.0576541955933	0.0306268829168
k	0.0119107925648	0.0057792904897	0.145441499386	0.52723158656	0.218792342249	0.0417924311978	0.0490520866389
e	0.00397902737888	0.00193675393538	0.049210631623	0.440639907853	0.37745490075	0.0732436180659	0.0535351655463
a	0.00132661535182	0.000645797963049	0.0164994713253	0.153830996618	0.613568483583	0.118242544355	0.0958860551821
p	0.00044653882085	0.000215671880696	0.005590035091	0.084746772206	0.483642324528	0.318605449785	0.106753160727
ò	0.00015342815245	8.48161054653e-05	0.00197333927957	0.059207985702	0.308530161509	0.567627463262	0.0624227792423
t	5.18180551367e-05	4.10564545151e-05	0.00077185636419	0.022763979434	0.29252157717	0.547958554421	0.135891159747
t	1.76265208156e-05	1.3762087005e-05	0.00026368348983	0.00994070980467	0.204325130057	0.413890551474	0.371548539916
u	6.07388610587e-06	4.5999871845e-06	8.815688705e-05	0.00341641532956	0.0831901458523	0.296793413825	0.616501179972
</S>	3.04347187893e-06	2.3041181565e-06	4.4303798035e-05	0.00171522211678	0.0443668951762	0.246482631913	0.707385589986
