 	e	che	cucino	</S>
c	0.5090078775	0.24165111215	0.24131171615	0.0080293045
e	0.234765060833	0.517446150717	0.24139976675	0.00638903645
p	0.150076354278	0.470973126906	0.375513443617	0.00343708703333
u	0.070151554426	0.504639382302	0.421585828739	0.00362321067778
m	0.0305378468087	0.526270104101	0.437573090446	0.00561890395926
a	0.0134469964696	0.5223390447	0.449696868149	0.0145170509864
r	0.0163831010232	0.802162291567	0.167092611383	0.0143619731188
è	0.0168702807177	0.646298440522	0.325407874461	0.0114233828296
o	0.00577950197923	0.291546162174	0.410729788154	0.291944524943
</S>	0.00291265953462	0.161834739087	0.266859809077	0.568392762471
