 	guardando	le	nuvole	capisco	che	piove	</S>
k	0.564170935	0.122272783415	0.062846552915	0.20337177355	0.027018565785	0.011508653013	0.0088107618
a	0.546291718333	0.144680307805	0.0627612147277	0.203002590913	0.026958943185	0.0115001373458	0.00480512692073
n	0.593173199444	0.303563345935	0.0211224080452	0.0677143572977	0.008990761075	0.00383346245781	0.00160249053971
o	0.623122876481	0.342115840645	0.0073089041284	0.0226312842239	0.003006223237	0.00127837757698	0.000536509265403
n	0.665356098827	0.321551822215	0.0036895572428	0.00774770710263	0.001044264441	0.00042893613406	0.000181646568001
ò	0.542718906276	0.389863977405	0.0603828495476	0.00505161810088	0.000729599220333	0.00054187866312	0.000711202495434
n	0.375770301092	0.433701162468	0.137896549849	0.00914400926696	0.00206555067344	0.00217834745437	0.0392441136318
t	0.131862384107	0.690650204156	0.10801851415	0.00921735842232	0.00241333879115	0.00234141586979	0.0554968125439
a	0.0464032341123	0.604075601385	0.23420619225	0.0527035194741	0.0202177947304	0.0010548535416	0.0413388305146
t	0.0185178278041	0.482128300462	0.359148617417	0.0773673474914	0.0291405939101	0.0007843728572	0.0329129442715
e	0.00682369396137	0.393619006621	0.323384749139	0.21574097683	0.03996073697	0.00112304662907	0.0193477955238
s	0.00255284294712	0.151003808674	0.439356659713	0.34234771561	0.0478809483233	0.00203424527636	0.0148237964413
m	0.00110745113004	0.400360302891	0.359964304504	0.207967953203	0.0235429987458	0.00164936683485	0.0054075935971
à	0.00040200588968	0.464995018964	0.421419619435	0.0965338257343	0.0096116148866	0.00354432162102	0.0034935527157
n	0.000165704978427	0.158521314988	0.492732973145	0.266978358578	0.0257195656289	0.026350779207	0.0295312789052
t	5.60750748223e-05	0.0580206636627	0.221950492382	0.529194542859	0.0471294872096	0.038731403069	0.104917316302
e	1.89487914274e-05	0.0220484732945	0.0809195527607	0.442423880953	0.305521932403	0.021714614223	0.127352598767
a	8.17953348247e-06	0.00735231636297	0.0282552105202	0.202637773651	0.679025794134	0.00990001460767	0.0728207042557
n	1.75094508275e-05	0.00252822193882	0.0110967196067	0.13064750455	0.802959531378	0.0204453142026	0.0323052048519
o	1.88362175092e-05	0.0009183955932	0.0047040448989	0.0884356627167	0.838310653793	0.0401420360675	0.0274703877173
ò	6.83133300307e-06	0.000306528416627	0.00180229274963	0.0337135624389	0.834236877931	0.0983359673558	0.0315979439058
k	0.000432776675268	0.0180849510375	0.00654912446988	0.215046161146	0.620496775977	0.105098108452	0.0342920893019
a	0.000574329424023	0.0240133257498	0.00797226898696	0.273132794015	0.351251408659	0.253547695484	0.0895081737673
v	0.000191643390881	0.00895917808727	0.00269316274932	0.104511228305	0.47682968622	0.311263561828	0.0955515539224
r	6.7444040567e-05	0.00402821657909	0.000947767023107	0.047883052575	0.47481966474	0.384813867276	0.0874399939741
è	2.5935574124e-05	0.0014327130926	0.000336777968702	0.0161366082417	0.18606863758	0.682985039092	0.113014291325
c	0.0202515952923	0.134175090147	0.0526415714339	0.124095756991	0.07663743076	0.514841062831	0.0773575004417
h	0.02699348758	0.188988297716	0.0700972744746	0.16630657233	0.0659157131533	0.173013023544	0.308685646814
i	0.00899783755899	0.073562265526	0.0233888084009	0.0617081440978	0.0651325417178	0.0853762873147	0.681834102271
</S>	0.00449891960407	0.036781255694	0.0116944235695	0.0308574220305	0.0376043798589	0.0823215336573	0.796242031136
