 	è	che	stanno	ancora	svegli	</S>
è	0.94402995	0.01409845545	0.0016013513305	0.000349744428211	0.0136003077764	0.0263202286534
n	0.95134155	0.0215890238167	0.00720350659717	0.000560791228211	0.00684261100971	0.0124624929867
a	0.633436909333	0.0849996552722	0.268040146866	0.000947533089404	0.00469130413657	0.0078843840189
s	0.215756785658	0.191718275091	0.557926582289	0.0298892615098	0.00196778184552	0.0027412676963
t	0.131760708433	0.350446718364	0.47132064743	0.0396611006366	0.00110379635517	0.00570699289877
a	0.103595814635	0.414214089455	0.454967682477	0.0196484920122	0.000741354745057	0.00683252189959
t	0.0345390459354	0.430296296485	0.511069574159	0.0210876903374	0.000493109159686	0.00251426576653
ù	0.0115226358501	0.366866928828	0.395874411386	0.0808931314458	0.109777975511	0.0350649097888
n	0.0039520177217	0.180333166276	0.315637240462	0.262641937149	0.164606378504	0.0728292385963
e	0.00142554374507	0.0821630876084	0.202368418821	0.56959204905	0.0878557045013	0.0565951488654
a	0.00047519412227	0.0274005910292	0.069364376507	0.759835279683	0.113771649834	0.0291528259551
n	0.000161723670497	0.00959927405307	0.025590842569	0.835789553228	0.113872187278	0.0149863735184
k	0.14565177735	0.177062362084	0.0170671396897	0.604352615076	0.050006750426	0.00585935153947
ò	0.194145773174	0.233435910628	0.0143450179966	0.276699182359	0.234892120809	0.0464819816798
r	0.0647174813056	0.079604583076	0.0300025654322	0.266293090786	0.49045126027	0.0689310095599
a	0.0215740932954	0.0273207855004	0.0328376793107	0.206236122929	0.665399753423	0.04663156552
a	0.00719136509328	0.00910701854809	0.0109488940567	0.090883307643	0.831198217808	0.0506712165067
t	0.00239724781366	0.00303759388731	0.00369484857207	0.251375009881	0.697060605936	0.0424347171689
s	0.00086285498176	0.0144550111609	0.0789812852907	0.37161894996	0.400024068645	0.134057816056
ù	0.000351267762383	0.0182592940694	0.104033551155	0.19692795332	0.506883802882	0.173544082019
n	0.000117458367324	0.00610090567659	0.0347374294468	0.0793017367733	0.801832200961	0.077910218673
n	3.95554337713e-05	0.00204884559586	0.0116540501069	0.0392348662578	0.87874542032	0.0682772342243
i	1.32212430156e-05	0.00068399721968	0.00390165236803	0.0137862674859	0.735691980107	0.245922878075
t	4.83791900032e-06	0.000228743245387	0.00130866039874	0.0153929362286	0.633478446702	0.349586379358
i	2.04344669088e-06	7.69910210443e-05	0.00044395286434	0.0157081360495	0.463886538567	0.519882326453
</S>	1.02175463159e-06	3.84985937452e-05	0.00022204868181	0.00793146398475	0.247279133783	0.744527813227
