 	non	mi	aspetti	non	vengo	</S>
m	0.0452060463	0.782798835	0.1196672195	0.00782279315	0.0145606547	0.0299445375
ì	0.0163702798223	0.688072191667	0.256711693167	0.00798132888333	0.0141299394	0.0167346205667
m	0.00545987125463	0.531463023889	0.433873694389	0.00587976446111	0.00775698096667	0.0155666672556
e	0.00183502626408	0.532448431296	0.425376014796	0.0106483308204	0.00796991618889	0.0217223210852
m	0.000626100866827	0.427983587099	0.472773858265	0.0277202442735	0.043365208263	0.0275310690284
ì	0.000209135863134	0.158992879033	0.650883379422	0.0627293180912	0.062775057421	0.0644102783428
n	6.98628589031e-05	0.0994986396777	0.642023273141	0.0985194926971	0.0432276014737	0.116661179448
i	2.3440904036e-05	0.0684853861426	0.407638863047	0.366518324232	0.0546677014912	0.102666312149
e	7.87729397033e-06	0.0229749889209	0.139136951282	0.730630891411	0.0601289218304	0.047120347383
n	3.58220668011e-06	0.00794420166363	0.0490335420273	0.84949905047	0.0760928319435	0.017426777851
è	3.8687002267e-06	0.00292700618121	0.0577577740091	0.64142171349	0.260888323981	0.0370013136737
r	5.09910274223e-06	0.0128357889537	0.166962961336	0.336934644497	0.371093751327	0.112167761225
k	9.03305658074e-06	0.0192286813179	0.192028183779	0.171394568166	0.303032377109	0.314307190408
o	8.3128389111e-06	0.00961800121728	0.0920797133112	0.0642278261553	0.394206009036	0.439860176803
m	2.80452385122e-06	0.00322756463374	0.0319413615552	0.0369274871518	0.638171479679	0.289729322268
e	9.68471850587e-07	0.00109741204512	0.0118942099532	0.0263354373706	0.556316973226	0.404354990756
</S>	4.84387530564e-07	0.000548733098374	0.0059474515288	0.0132986336653	0.340543191613	0.639661495378
