 	Maria	ora	sta	vicino	a	me	ma	sta	dormendo	</S>
e	0.9952225	0.003708052439	0.00017915202	3.07291335e-05	8.0108485e-06	6.2433718e-06	1.346998785e-05	2.622259535e-05	4.272687385e-05	0.00076295217791
M	0.965796713333	0.0101978824797	0.00729303096333	0.0010736708945	0.000407917232167	0.000769661065467	0.00084971264585	0.00709865342702	0.00555364511718	0.00095917797791
a	0.733900994444	0.213409348827	0.0294187479878	0.0025412073315	0.000665702787389	0.00104708370516	0.00113201042062	0.00946614434901	0.00739342160373	0.0010253983875
r	0.638203141481	0.321421342942	0.0312854511293	0.00200183431183	0.000352222974796	0.00037426171772	0.000381904214873	0.00316819824967	0.00246828119874	0.0003433745991
ì	0.500646493494	0.476771640981	0.0191511141764	0.000947813205277	0.000192877303932	0.00014279589424	0.000134663355624	0.00106206874422	0.000827344572413	0.000123184401433
a	0.169893256108	0.80534471366	0.0188949320588	0.00440465286843	0.000617741044644	9.293817708e-05	6.08239385413e-05	0.000359523746507	0.000280664306138	5.0742130811e-05
à	0.0566398000786	0.918938837887	0.0144413896863	0.00847091095614	0.00113006511488	9.36958356933e-05	4.24533468471e-05	0.000123531982436	9.70469183793e-05	2.2236619937e-05
r	0.0191406842019	0.648846126962	0.283565056895	0.0338814923187	0.00203192767163	0.000726737931898	0.000245292710949	0.00204985419698	0.00137491784713	0.00813788077931
t	0.00663234395761	0.232448913354	0.677143218965	0.0610017427729	0.00259844499054	0.0010472621773	0.000407193746983	0.00284036173899	0.00189958068904	0.0139809352598
e	0.00221078247716	0.0783834598847	0.544377443655	0.348918920924	0.0151893735302	0.0008835611591	0.000327011858994	0.00112013384766	0.000749930933013	0.00783941157193
n	0.000737023738007	0.0564535570282	0.231524205218	0.678831973641	0.0270357031767	0.00159175195303	0.000327855502998	0.000499178960553	0.000314105414338	0.00268463969464
a	0.000245770864566	0.0491008596427	0.115784625373	0.75439775788	0.0747180323922	0.00348881365101	0.000806480117666	0.000296538576851	0.000182465648113	0.00097862707688
s	8.28891076453e-05	0.0198517975142	0.0480602164243	0.825869852627	0.0976973374641	0.006101431217	0.00104439871922	0.000653529832284	0.000237419452704	0.000401102052293
t	2.96430360818e-05	0.0152891351714	0.0962579898081	0.790281370876	0.081731982488	0.0100409159057	0.00147843995307	0.00182334674409	0.000661561117568	0.00240559535076
e	1.09289115446e-05	0.0105887324535	0.103589149536	0.702963210292	0.164018654163	0.0114816606352	0.00191397778436	0.00170489639303	0.000665789856856	0.00306297219459
m	4.88673203216e-06	0.00429054081417	0.0352115500453	0.656938136764	0.234348644721	0.0412169475451	0.00730864389479	0.0121442287093	0.00693999456995	0.00159636857586
b	2.49382126774e-05	0.119743523538	0.118038213948	0.502489712255	0.171089542907	0.052425362515	0.00918293956493	0.0162558805031	0.00911909914665	0.00163073379195
r	3.03784434159e-05	0.157669582103	0.145297571783	0.335720727418	0.266335475636	0.078466497505	0.00535788578831	0.00661972843437	0.00327441527222	0.00122770329732
ò	1.0127323293e-05	0.052784520236	0.0486511220238	0.202081581806	0.447456771879	0.226877275835	0.0162328302628	0.00351581754479	0.00156458439074	0.000825365299107
s	3.52066374533e-06	0.018013588157	0.0162474282674	0.106848211269	0.402712680626	0.388649491945	0.0410083134209	0.0129894145816	0.00456479183025	0.0089625662997
e	1.31743257969e-06	0.0063954122143	0.00544229972077	0.0662998342563	0.254875170209	0.461904630648	0.157941657807	0.0266522088605	0.00801123161008	0.0124762176666
m	4.94854554474e-07	0.00215743108007	0.00181683892689	0.0255955192521	0.148342715403	0.517089510216	0.239856272602	0.0474115446202	0.0116066412034	0.00612303505553
è	2.21397523958e-07	0.00079394554669	0.000611562769963	0.0116790982507	0.0922987094677	0.613912270072	0.195507940867	0.0640965082067	0.0147843734011	0.00631540095184
n	7.4561535346e-08	0.000328890926897	0.000207924530288	0.00442808145023	0.0481095658226	0.605430503357	0.222282920289	0.0830680494022	0.019854664467	0.0162893613173
a	2.48809530733e-08	0.000124633959031	7.0002593736e-05	0.00173460690541	0.0216658633409	0.381980191119	0.361525956763	0.131624426467	0.0667836308223	0.0344906587724
m	3.34831590891e-08	4.4707909409e-05	2.36419397687e-05	0.000679128703803	0.010205985847	0.239040450373	0.468770775588	0.164762658822	0.0851682136074	0.0313043840241
a	3.63508460705e-08	1.8198653603e-05	8.1280603829e-06	0.000334051608601	0.006352443349	0.181450664791	0.374017965196	0.279141432941	0.132595921202	0.0260811584414
s	4.30795580643e-08	0.000179647057334	3.2365537043e-06	0.000188031073534	0.003258576183	0.095067529597	0.239459298399	0.451325764314	0.184309040401	0.0262088008138
t	2.21038214021e-07	0.000478251852445	7.85519553477e-06	0.000364826781178	0.00270875972767	0.0608211348657	0.168653554133	0.555937304771	0.191392950134	0.0196350716046
e	2.49399355901e-07	0.000404391459462	9.18674476826e-06	0.000368591728393	0.00195927930256	0.0284299310552	0.138894902711	0.45938481159	0.290116163378	0.0804324538682
p	9.86498526528e-07	0.000146417468467	3.49495703609e-06	0.000131000232298	0.000784315820853	0.0160455214517	0.182149494237	0.325104517197	0.378595701126	0.0970385429561
l	1.10726980422e-05	0.0489306061628	0.0045823927502	0.0165205726789	0.0103627259336	0.0234165614839	0.171781368079	0.382886145732	0.303282502042	0.0382260549854
ò	1.35325993183e-05	0.0652623028676	0.00610899221927	0.0219957557963	0.0137189188245	0.0313256574946	0.12457725136	0.425616701911	0.264617755681	0.0467631539951
n	4.5120833144e-06	0.0218654336112	0.00203687942206	0.0073540390561	0.00485547869483	0.0235625984982	0.12567207912	0.396690967304	0.320110391894	0.0978476179984
n	1.50412846907e-06	0.00732391022107	0.00067914727208	0.00245752207273	0.00167048480361	0.0114763885427	0.09744762604	0.285492575768	0.352691323965	0.240759489333
i	5.01463687429e-07	0.0024473024958	0.00022685474268	0.000820963004943	0.000569170006537	0.00403092293423	0.03855879868	0.143204536589	0.362887054655	0.447253846444
</S>	2.50741950013e-07	0.00122367911807	0.00011395972189	0.000411569723471	0.000289118613268	0.00210084303212	0.02171448484	0.0932197052945	0.343566357327	0.537359973222
