 	non	ci	dimentichiamo	mai	</S>
e	0.90563025	0.0816979971	0.0015983646	0.0015214419495	0.00955198653921
n	0.902426516667	0.0918618190333	0.00192881343333	0.000592992572833	0.00318985361087
è	0.942297872222	0.0537292096778	0.00235360094444	0.000452775547611	0.00116655494862
n	0.905913724074	0.0618572215593	0.00504387441481	0.00525516931587	0.0219300309895
a	0.573505558986	0.37793407552	0.0122053848049	0.00701178997196	0.0293431867298
a	0.191170354234	0.78196036184	0.0135892882683	0.00277343360399	0.0105066045233
l	0.0638072996649	0.74383702728	0.157955080089	0.028470590948	0.0059300669211
l	0.032876997865	0.702493249093	0.214776752696	0.037112000616	0.0127410608404
i	0.0224833841031	0.647630596364	0.292758126899	0.017408997172	0.0197189712801
m	0.00774635794909	0.556736132121	0.397301098966	0.0241670503907	0.0140494284267
o	0.00283400397951	0.443975797374	0.504934566322	0.0344429714636	0.0138126951422
n	0.000969124609647	0.304517352458	0.620372655441	0.0567728551545	0.0173680387141
i	0.000347492023844	0.238422554153	0.674260285147	0.0676309497182	0.0193387695714
s	0.000155198241909	0.164442354718	0.731000061716	0.0863824832394	0.0180199165238
t	9.16688148363e-05	0.132300896006	0.649888087239	0.104983314413	0.112736006175
ù	3.11379140974e-05	0.059847457102	0.491539585746	0.281577931471	0.167003862058
m	1.07235682511e-05	0.324929986367	0.260215223915	0.324418235824	0.090425776686
e	3.90575653236e-06	0.399648984596	0.133318103305	0.318746103941	0.148282844895
s	2.56339802612e-06	0.143872345339	0.118568811102	0.55549836798	0.182057884965
t	2.67538750871e-06	0.0587995680797	0.131694590367	0.658586569327	0.150916598322
a	1.45128817847e-06	0.0198556414506	0.091376869789	0.577519736442	0.311246332774
m	3.03567506839e-06	0.0125531156075	0.043972052263	0.641218445481	0.302253381925
à	3.56605540946e-06	0.0101633508825	0.0260967254877	0.830588448494	0.133147908308
i	1.19098433863e-06	0.0034515330896	0.0091661578959	0.637738019498	0.349643096103
</S>	5.95506642537e-07	0.00172745421795	0.00486692494795	0.404220014749	0.589185023052
