 	forse	non	li	ha	a	casa	</S>
f	0.96584791	0.025443606145	0.002258143365	0.000771379953503	0.0017657814877	0.003736313765	0.000176809635
ò	0.958498676667	0.0328116193817	0.00227871790333	0.000771461347154	0.00176570058263	0.00372967407193	0.000144088510967
r	0.646025103556	0.233272330461	0.0148911432494	0.0021678792117	0.00342699894761	0.0130475353742	0.087168942793
s	0.215947569659	0.406903120154	0.0983702877498	0.0028076587039	0.00420739319254	0.0172596416247	0.254504290931
i	0.0719833519322	0.516489126718	0.177976482583	0.00124540998797	0.00184144024085	0.0071908420749	0.223273310744
e	0.0239952308547	0.460854613573	0.434169580861	0.00245772911599	0.00116373644695	0.00280801764163	0.0745510486033
t	0.00799908858068	0.182961150858	0.773611650287	0.007461810372	0.00205569944898	0.00103969470721	0.0248708267828
u	0.00266706775255	0.070512043286	0.770892816762	0.119043466124	0.0208368795497	0.00656765614574	0.00947995598727
s	0.00227515348591	0.040599171762	0.587150338921	0.271866322041	0.0828844238499	0.0107518199819	0.00447268122909
è	0.00224334935197	0.0290646233207	0.345817458974	0.50134009068	0.109923251283	0.0090101989273	0.0026009811097
c	0.0870466723073	0.140195334507	0.158753593991	0.467200737893	0.0675623624277	0.0123149383091	0.0669263329032
h	0.115215526238	0.177771303602	0.134521449664	0.171540088964	0.130303649476	0.0515662237697	0.219081750968
i	0.0384051775527	0.0604478137189	0.100990740221	0.0863338983213	0.358990049825	0.12040554459	0.234426824989
è	0.0128017283554	0.0202405097412	0.0468773757403	0.15113658944	0.488626859942	0.14241025153	0.137906752996
s	0.00426740417357	0.0070153076304	0.0294584685801	0.170104482147	0.569998663314	0.10685537151	0.112300350999
s	0.00142262697991	0.00252513163647	0.0163743675267	0.0772176845957	0.468142761105	0.31394516817	0.120372267
u	0.000474209027591	0.000849453345483	0.00638862335723	0.0258911868986	0.195056250368	0.499207722723	0.272132545667
</S>	0.000237104514954	0.000424791683231	0.00322451795112	0.0130709391793	0.116339410184	0.452626296361	0.414076937833
