 	io	nella	mia	vita	ho	sempre	lavorato	</S>
e	0.90445547	0.055933016	0.0010320393	0.00012201166	7.2138555e-05	0.00148546423	0.0026269778845	0.0342729166728
v	0.849100923333	0.115462745333	0.0043153029	0.00187946956333	0.000560345723667	0.00693156743	0.00965014031783	0.0120995450061
ò	0.546492112111	0.410569278444	0.0133408448	0.00342293665444	0.000764629287889	0.008708514962	0.0119874306306	0.0047142870577
s	0.20315993237	0.751933869481	0.0200501062667	0.00285356548481	0.000504605195963	0.00483221047267	0.0052112788682	0.0114544940749
t	0.068122400409	0.89463874316	0.0142041398222	0.00167090987477	0.000364611957888	0.00353742271022	0.00295245403473	0.0145093720583
i	0.0227089029205	0.72478362772	0.239059831674	0.00476818333809	0.000371405491863	0.00144298206607	0.00109683822691	0.00576823451277
z	0.00758051685267	0.34144806724	0.367983787225	0.0459939447794	0.00727011556395	0.048655851632	0.146659090012	0.0344086059643
o	0.00253632372131	0.12156257808	0.399483632408	0.157327201593	0.014681568188	0.0649520548107	0.195297959194	0.0441586369881
ì	0.000845512123835	0.0432225215433	0.418636230803	0.370880483864	0.062373034396	0.0231351308702	0.0656266281213	0.0152804023627
m	0.000282119306488	0.0246079750311	0.260261940268	0.405177211288	0.127969724799	0.0760640786234	0.0370964085738	0.0685405358209
m	9.42785514625e-05	0.053298869677	0.155530070089	0.211225485763	0.103604718266	0.202513579541	0.0347062178579	0.23902682194
u	3.14280276707e-05	0.0529262305487	0.0678573206963	0.198587210588	0.191813896089	0.222659949847	0.0251440149526	0.24097999898
ì	1.04804285324e-05	0.0176604904559	0.0293961765654	0.255836720196	0.461390218696	0.127360868282	0.0177018493175	0.0906432527933
m	3.51015920163e-06	0.0060042508253	0.0144891241885	0.190154700065	0.537101552899	0.179225304427	0.0183500037725	0.0546715990644
e	1.18249588145e-06	0.00211065285343	0.0076228771795	0.096311462555	0.336021474966	0.457814618142	0.0423090849242	0.0578086740215
p	4.17298816058e-07	0.00071166761681	0.0026079218365	0.034033340185	0.149869248989	0.688475189381	0.0823966199747	0.0419056383405
à	1.65481409219e-07	0.000255260261937	0.00114741403883	0.0197859225283	0.132255362996	0.721852483127	0.0879408183249	0.0367626134468
n	5.84745854163e-08	0.000103561628646	0.000646638366277	0.0143494187761	0.116116330999	0.760331034376	0.0607789574416	0.0476740211489
t	1.95841607388e-08	6.2317673882e-05	0.000240454555592	0.00527089194537	0.0468883568663	0.791260281459	0.0652130804805	0.0910646390496
a	6.57962321627e-09	4.0551959844e-05	8.54224208307e-05	0.00177284189316	0.0160061000821	0.552693087153	0.240510383493	0.18889166635
p	5.20052891876e-09	1.39852635647e-05	3.04852603102e-05	0.000617373197753	0.0063612048207	0.428695489051	0.396569521164	0.167711958117
o	4.73951443459e-09	5.0711305149e-06	1.30359171367e-05	0.000232995841084	0.00315219061023	0.389064469684	0.498512433721	0.109019815372
l	4.29235109399e-08	4.57927943163e-06	1.00715225122e-05	0.000101402796861	0.00182396584008	0.448889713228	0.46252710124	0.0866431557907
e	5.56655958966e-08	4.45180221054e-06	9.52840470407e-06	5.71716015203e-05	0.00135742738336	0.455397741076	0.466790340413	0.0763832725969
m	3.92282842155e-08	1.21198661368e-05	1.22518014347e-05	2.68079030734e-05	0.000633451864453	0.449073150359	0.477357026804	0.072885113799
i	3.37400962732e-08	1.46510606323e-05	1.23727632782e-05	1.55928335911e-05	0.000370589629818	0.422527083453	0.467310815601	0.109748817533
m	5.28737836257e-08	1.64426997974e-05	1.15024638927e-05	9.8700197637e-06	0.000207150998273	0.308873227818	0.5685270152	0.122354699444
m	1.09060243788e-06	0.124042480268	0.000690057421631	4.58183025879e-05	0.000292593352758	0.390724692606	0.4419723184	0.0422309071813
è	1.41008766063e-06	0.165410027569	0.00108764913054	0.000277451070863	0.000663701557586	0.303944690869	0.435224219467	0.0933908128271
n	4.85236649158e-07	0.05517943636	0.000546673654847	0.000321878921954	0.000667489075862	0.202627506956	0.575279659822	0.165376834276
a	1.61767368774e-07	0.018398871348	0.000188470779169	0.000112831697311	0.000247747263613	0.124384099352	0.496360039941	0.360307761425
</S>	8.0886191547e-08	0.00919944498052	9.42502989145e-05	5.64206861455e-05	0.000123897654296	0.062318745226	0.373854319971	0.554352855712
