 	lo	sentii	che	viene	</S>
t	0.712136	0.0309307015	0.004000181825	0.01015017775	0.242782982715
o	0.87228368	0.0405736811667	0.00256615675833	0.00359436653333	0.0809821592117
n	0.931539926667	0.0377166103889	0.00231933718611	0.00139973576111	0.0270243669402
ì	0.678335622222	0.274147276796	0.0268336668954	0.00313843072037	0.0175450056864
k	0.334427800741	0.553817358932	0.0374446252985	0.00488077704012	0.0694294945621
u	0.179662200464	0.409634758644	0.278810321433	0.01478711148	0.117105689521
s	0.0781394037047	0.239251175215	0.573813577144	0.02722670816	0.081569201507
a	0.0441533766635	0.163783807952	0.673205682381	0.0519549470533	0.0669022308357
n	0.0165082712164	0.059061884864	0.792954110794	0.0709827490178	0.0604929707786
a	0.00729277497982	0.0240472401823	0.604180776931	0.299823769673	0.0646553540929
r	0.00339391333429	0.0163637016218	0.301916658977	0.607202823224	0.071122848031
t	0.00682998644476	0.0292957962073	0.228208776326	0.650111651075	0.0855537893437
i	0.00701246064408	0.0252681888715	0.163358465442	0.577787270358	0.226573613115
</S>	0.00350632106578	0.0126350246393	0.118158522721	0.537330650179	0.328369466557
