 	vuole	pianto	</S>
e	0.721533655	0.18054448	0.097921879792
t	0.862429858333	0.1049003347	0.0326698554653
è	0.651488174111	0.322296886267	0.0262149974951
l	0.426008326037	0.534420082089	0.039571639165
i	0.319943599146	0.638693070696	0.0413633607217
k	0.107364446749	0.864859290232	0.0277762907406
l	0.34774657215	0.641455163411	0.0107982776935
a	0.427999581383	0.520292341137	0.0517080671778
m	0.153081032461	0.780102887046	0.0668160533926
m	0.29311855882	0.682866725682	0.0240147064075
è	0.449014599607	0.453510028561	0.0974753930792
n	0.302600589869	0.482041702854	0.21535773436
o	0.134638724241	0.397343910951	0.468017394787
</S>	0.0673196885471	0.244517345476	0.688162997393
