 	devo	comprare	il	pane	ogni	giorno	</S>
è	0.9805889	0.00110676412	9.7822696439e-05	0.000283901450917	0.000445287314639	0.00239432950511	0.0150829650023
n	0.972400733333	0.0159552153733	0.000801248106439	0.00019819741425	0.000429973147973	0.000951933838442	0.00926267733562
a	0.723145744444	0.228279746458	0.0379115068688	0.00214731641808	0.000673649682658	0.000505721086147	0.00733627081754
a	0.327337756494	0.349305512153	0.312877225623	0.00713267120603	0.000676115294219	0.000205177390816	0.00246552602351
f	0.109234619134	0.186920630384	0.380296095208	0.0834496657353	0.0623298558981	0.130545703686	0.0472234483865
o	0.0365283747851	0.081192353128	0.382822818403	0.168865055245	0.0928429202994	0.174171092462	0.0635773473288
r	0.0230652057122	0.207506894376	0.514492449468	0.128131348748	0.0452155670998	0.0584598839873	0.0231285701096
à	0.0185808962827	0.238612585792	0.558474326489	0.122865843249	0.0277726976999	0.0234984695958	0.0101951987365
s	0.00620129073323	0.0832549439307	0.46518359883	0.156397021083	0.0265435959	0.0597665861986	0.202653025145
o	0.00207049884271	0.0287556198241	0.193090338743	0.412249913694	0.0272231543	0.0690194879995	0.267591018048
t	0.0006901927801	0.00958740002692	0.0920526407143	0.737313287898	0.0372293391	0.0243587277332	0.0987684286827
o	0.000230090909676	0.00319808484134	0.0563161842048	0.779673422633	0.0976699450333	0.0109977227111	0.0519145778942
t	7.68158132399e-05	0.00107571815681	0.0285483960349	0.758524417544	0.171397571678	0.00905200557037	0.0313250614314
s	4.259793268e-05	0.000766434467937	0.0453874980116	0.570239655848	0.173323380559	0.00887694252346	0.201363423944
o	3.10733156127e-05	0.000653785634471	0.0418366133605	0.451845901949	0.22802235352	0.0112576878412	0.266352531315
m	4.09179749236e-05	0.000318043689983	0.0148006792768	0.381187187316	0.477551774507	0.0247914672804	0.101309890972
ì	4.42014270404e-05	0.000206879015661	0.0059431578256	0.180287156772	0.715091208169	0.0436231070935	0.0548042908573
p	1.47896057427e-05	9.94717442203e-05	0.00337849700853	0.094104078924	0.658858792723	0.155111932364	0.0884324536191
à	4.9839529506e-06	6.33037910734e-05	0.00241186448951	0.0609369449747	0.584003587574	0.197440064121	0.155139291206
s	1.66195011067e-06	2.22817215245e-05	0.00112541307984	0.0505013169916	0.593192229191	0.125730884707	0.229426267069
s	5.63999765323e-07	8.8447340415e-06	0.00050636267928	0.0381959931639	0.48791986973	0.135116524902	0.338251862356
i	1.97609853243e-07	3.5825679146e-06	0.00017731520956	0.0137390951113	0.282127124577	0.243661854967	0.460290834119
n	7.11970190822e-06	2.95321110563e-06	7.10878036533e-05	0.00473636619377	0.170886349526	0.431896748322	0.392399364706
i	9.42707095285e-06	2.74391205554e-06	3.60236731844e-05	0.00172228862459	0.132999188175	0.511980979441	0.353249328235
m	1.66896633011e-05	1.22828637722e-05	5.03321363615e-05	0.00171731623486	0.162098981058	0.537872013147	0.298232369412
è	1.91184285447e-05	1.64922945241e-05	8.15212754538e-05	0.00178708636829	0.178963111353	0.670212014382	0.148920679804
r	6.38191967007e-06	8.44756910803e-06	0.000103919841818	0.0012276252461	0.0857194757843	0.808194738127	0.104739441935
a	2.12850510466e-06	4.73567638791e-06	8.45560415627e-05	0.0009557131797	0.0449490287448	0.615251709376	0.338752132645
</S>	1.06425630803e-06	2.36800872181e-06	4.23188622163e-05	0.00048037688635	0.0226734180974	0.371547149688	0.605253316323
