 	voglio	che	Maria	che	venga	domani	</S>
i	0.49811585	0.1850261625	0.0035392444	0.00904536201	0.05259244745	0.00250868937588	0.24917226193
t	0.729025336667	0.164621082	0.00156020575333	0.003175089328	0.0177232828654	0.000836561118358	0.083058447138
è	0.606451807222	0.3451549085	0.0110469649378	0.00189351696067	0.00686316977053	0.000501308881928	0.0280883489541
l	0.238436263407	0.419385565167	0.0150990924793	0.00164292878689	0.00986758999018	0.000403290984643	0.315165297685
o	0.0847164527357	0.381899417389	0.106167148993	0.00429430152896	0.0116858456634	0.000341382198881	0.410895447095
k	0.0289726057019	0.412811475796	0.174513952998	0.022356906843	0.220612264221	0.00053591672296	0.140196881232
a	0.00994568289063	0.385366328599	0.178699900999	0.063073517281	0.304275155407	0.00128545301765	0.0573539804107
i	0.00341238232988	0.3214627182	0.360802080333	0.154353612427	0.122640748802	0.00356856107255	0.0337599291369
M	0.00333158634296	0.149105574733	0.379752474778	0.166979659476	0.277476885934	0.00363551831085	0.0197183367123
a	0.00630901911432	0.0987062025777	0.325842419593	0.108862901825	0.427766045311	0.00778022705695	0.0247331892374
r	0.306316037371	0.0519373151926	0.277282023864	0.072069808275	0.25603334277	0.00933290838565	0.0270285476125
ì	0.40340690207	0.0471349417309	0.248947665288	0.101944447092	0.10962589959	0.0714767198286	0.0174634040708
a	0.134566048891	0.0377519585803	0.237989776763	0.381459425697	0.0564869741967	0.110908918943	0.0408368650236
n	0.0452693813178	0.0127536952034	0.109923337254	0.626171621899	0.0679566047322	0.0902190853143	0.0477062710079
a	0.0155038307181	0.00439044235047	0.0673219410847	0.537087560633	0.170090098244	0.148312661771	0.0572934750026
r	0.00589938575153	0.00187954672616	0.0390451033616	0.294405390878	0.466643699415	0.134913596757	0.0572132660675
t	0.00291466931718	0.00110063967872	0.0218172490439	0.131125328959	0.650717466472	0.0477139117523	0.144610737756
i	0.00118833746595	0.000430611450473	0.00749916449463	0.114390940986	0.427535555491	0.158246037251	0.290709355919
à	0.000396161509043	0.000144959048324	0.00290141730821	0.0922394783287	0.166425438164	0.517144302417	0.220748229973
v	0.000306048396521	0.00125146999337	0.00352648325607	0.0397938297762	0.298066199055	0.506709991806	0.150345967991
v	0.00619489863217	0.00612077519779	0.00364212398536	0.0231163742587	0.469995956352	0.182197097135	0.30873275933
r	0.00798477914362	0.00660694490593	0.00137294291179	0.0129314420862	0.418999435451	0.0693304889117	0.482773939777
i	0.00266247218543	0.0022676309948	0.000468763110443	0.0060322259954	0.275084347484	0.0761425206372	0.637342033259
</S>	0.0013312378997	0.00113384427663	0.000234537389991	0.0034442679477	0.141977237242	0.108245825319	0.743633066629
