 	il	dito	si	gonfiò	</S>
o	0.360366615	0.3062241975	0.002119008	0.0620547712	0.269235429541
d	0.252439777	0.307656385833	0.0017619481	0.344985712867	0.0931561878743
à	0.224254977667	0.284049201944	0.0102157888667	0.444754302289	0.0367257512914
t	0.321958792556	0.352287033981	0.106609475622	0.163695640763	0.0554490607638
t	0.226409406185	0.491923461327	0.131148892874	0.0668182875877	0.0836999369213
i	0.0850993547883	0.747833237109	0.0821600586247	0.0310775941959	0.0538297746404
l	0.0284857484374	0.551110597036	0.0670096305416	0.325822084399	0.0275719798801
o	0.0095453349338	0.238966083679	0.271131794514	0.454175450133	0.0261813376267
è	0.00319996317927	0.16808058456	0.597939751505	0.199582208711	0.0311974742089
p	0.00117809082109	0.292453118187	0.491519798835	0.15402712957	0.0608218880696
r	0.00683805784036	0.317941676062	0.200317688612	0.344103166523	0.13079945269
i	0.00862179795144	0.136348167221	0.147713760204	0.413659292174	0.29365702423
m	0.00288513410747	0.0546252289403	0.128312286901	0.535302314058	0.278875061743
m	0.0193243914882	0.0645925056468	0.0470934076003	0.770831391353	0.0981582969143
è	0.0248000922547	0.0643579012156	0.0851375910001	0.629354817118	0.196349591638
n	0.00827907906423	0.0321775607385	0.104313269333	0.476638555706	0.378591537213
o	0.00276500607137	0.0170509220585	0.0422972966777	0.362637253569	0.575249502404
</S>	0.00138250677963	0.00853488024775	0.0220077801888	0.232205604284	0.735869201202
