 	quest	anno	che	viene	mangio	quanti	voglio	</S>
f	0.933870255	0.058751808	0.0016771864575	0.0007824105215	0.00052372241	0.00129402571	0.0002808196	0.00281979072
è	0.641307164333	0.353264194667	0.00169713559583	0.000775959687033	0.000511042279567	0.00122410145833	0.00023023659819	0.000990209010667
o	0.230971737211	0.746908298222	0.0195724945753	0.00136071530888	0.000318993736089	0.00045575726111	7.78674115867e-05	0.000334176530389
p	0.0940104221703	0.810797679407	0.0526032641918	0.00558031536963	0.00213010264536	0.018175536807	0.00909275184453	0.00760997941296
p	0.0483337799234	0.851995226469	0.0447370562173	0.00592783570321	0.00258889817202	0.0240368900132	0.0120967561161	0.0102836254177
ò	0.0164544143101	0.925586062156	0.0385076868924	0.00223389274774	0.00105505004757	0.00816032867193	0.00406596564529	0.00393664133257
r	0.0054939262067	0.941767320719	0.0408800176308	0.00109697886258	0.00060017632919	0.00288957149731	0.0014167806321	0.00585521635752
k	0.00183612837191	0.965116416906	0.0193509384103	0.00158834066753	0.000434724956397	0.000996240650103	0.000505215133367	0.0101719927858
e	0.000612146341046	0.653574367635	0.280382070003	0.0532946199225	0.0028558369188	0.000841240351034	0.000261213775456	0.00817852126193
t	0.000204257077971	0.272133414545	0.521921713334	0.192319093307	0.00788398090627	0.00107074840701	0.000370800045152	0.00409598178731
e	6.82938831595e-05	0.140059258795	0.357639964445	0.486397871102	0.0117699608021	0.00125619369234	0.000498569195051	0.00230984186244
e	2.2769355108e-05	0.046768481605	0.158934608148	0.774112937034	0.0167623292674	0.00153565949745	0.000536330045017	0.00132679055415
t	7.60565874967e-06	0.0156972533583	0.069938355716	0.885678479011	0.0261646830891	0.00139261909915	0.000530373888339	0.00059054948405
r	6.77339185789e-06	0.0601505558828	0.0519364799053	0.74102010967	0.088946954363	0.0187461576331	0.00634364970278	0.0328492607607
ò	6.4875731403e-06	0.0749228585366	0.0448029803018	0.405951661223	0.361875391454	0.0567941725444	0.0108444122343	0.0448020136536
o	2.16546459907e-06	0.0249804783042	0.0190690020139	0.246433521741	0.546579333818	0.0992627941815	0.0311563664114	0.0325163446179
p	3.64610738977e-05	0.00837618572443	0.0067888615513	0.167174382814	0.408414091273	0.275685841394	0.0982989121371	0.0352252538726
ò	4.7893131708e-05	0.00284111858596	0.00265875608377	0.0593954504047	0.327077103758	0.465502580465	0.116191384046	0.0262857082909
s	1.59740735697e-05	0.00099952343314	0.00108162022792	0.0406110607016	0.446647894586	0.420988710155	0.0658816413487	0.0237735807636
s	5.3770115149e-06	0.00038796801938	0.000508037035973	0.0330105809005	0.397467826862	0.472063220052	0.0491895604496	0.0473674535879
a	1.83526448936e-06	0.00013196163385	0.000178752635224	0.0115538398002	0.171267561387	0.441694716684	0.18454137015	0.190629964529
t	6.66366537517e-07	4.67067506733e-05	6.45203169747e-05	0.00511649576673	0.0768688798957	0.309569672228	0.37864983005	0.229683224843
è	2.80317582506e-07	1.84156146844e-05	3.35414699916e-05	0.00263476035058	0.0450717187652	0.255579285743	0.53358274335	0.163079264948
l	1.38731151408e-05	0.0433244990824	0.000616605945664	0.00150213001186	0.184581149388	0.217405760248	0.42128342645	0.131272542983
o	1.84004362175e-05	0.0577597218619	0.000804280470455	0.00111963403395	0.229934828629	0.182060634083	0.33940075415	0.188901728994
</S>	9.20022586467e-06	0.0288798741825	0.000403453068078	0.000587740361975	0.115187132564	0.101758748041	0.459976977075	0.293196864497
